179;41;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;40;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;39;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;39;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;36;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;47;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;35;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;40;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;34;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;36;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;48;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;36;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;44;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;34;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;42;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;43;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;34;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;36;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;41;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;48;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;42;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;35;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;38;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;40;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;35;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;47;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;35;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;43;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;33;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;47;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;41;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;45;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;42;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;35;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;41;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;40;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;35;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;41;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;45;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;35;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;45;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;38;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;41;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;45;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;34;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;43;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;48;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;40;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;33;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;38;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;34;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;43;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;45;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;44;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;35;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;46;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;46;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;38;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;42;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;36;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;36;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;37;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;34;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;37;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;45;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;35;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;47;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;39;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;36;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;41;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;34;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;37;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;44;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;44;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;39;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;34;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;34;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;34;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;45;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;37;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;40;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;34;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;37;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;46;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;48;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;39;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;48;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;44;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;39;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;36;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;36;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;48;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;45;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;37;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;44;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;48;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;44;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;39;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;44;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;38;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;33;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;42;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;39;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;42;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;45;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;48;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;41;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;43;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;39;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;42;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;35;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;37;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;43;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;47;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;33;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;43;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;38;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;36;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;34;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;42;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;48;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;42;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;34;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;48;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;48;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;38;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;39;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;35;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;39;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;34;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;41;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;44;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;33;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;45;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;45;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;44;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;42;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;44;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;47;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;45;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;48;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;38;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;43;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;34;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;44;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;35;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;33;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;45;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;46;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;33;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;34;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;47;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;48;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;48;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;48;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;42;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;47;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;41;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;48;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;34;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;39;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;46;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;48;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;36;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;40;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;44;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;37;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;45;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;38;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;39;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;34;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;44;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;34;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;40;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;42;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;44;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;44;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;37;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;41;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;47;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;46;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;43;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;46;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;47;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;41;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;48;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;47;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;45;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;39;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;48;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;46;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;46;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;37;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;40;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;47;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;34;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;42;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;45;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;37;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;38;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;34;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;36;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;41;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;43;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;37;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;42;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;46;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;45;159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;44;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;42;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;33;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;45;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;46;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;47;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;44;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;35;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;38;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;47;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;37;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;39;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;41;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;47;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;36;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;43;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;33;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;45;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;36;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;43;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;48;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;46;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;39;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;41;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;43;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;40;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;33;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;33;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;37;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;35;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;46;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;41;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;46;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;34;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;40;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;39;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;43;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;34;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;37;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;43;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;44;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;40;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;44;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;42;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;39;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;37;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;41;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;41;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;48;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;36;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;40;155;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;42;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;43;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;47;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;42;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;37;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;48;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;34;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
445;36;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
446;46;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
447;42;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;46;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;37;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;34;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;48;203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;46;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;35;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
454;41;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
455;37;164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
456;42;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;36;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;44;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;47;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;42;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;45;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;33;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
463;38;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
464;42;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
465;40;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;45;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;44;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;41;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;40;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;44;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;42;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;43;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;45;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;41;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;33;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;39;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;35;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;48;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;45;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;45;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;47;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;48;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;42;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;36;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;41;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;44;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;44;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;46;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;47;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;47;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;47;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492;43;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;47;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;43;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;34;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
496;33;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
497;39;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
498;43;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;43;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;37;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;45;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;33;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;48;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;35;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;47;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;40;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507;37;165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;45;204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;36;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;34;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;33;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;33;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;47;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;37;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;40;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;41;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;48;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;42;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;33;178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;45;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;45;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;34;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;43;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;33;133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;36;202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;40;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
527;42;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
528;33;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;40;186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
530;35;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
531;40;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;42;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;38;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;42;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;45;161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;45;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537;40;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
538;47;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539;34;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540;44;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;39;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
542;40;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
543;42;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544;43;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
545;46;135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546;48;167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;39;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;45;157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
549;33;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
550;47;168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
551;47;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
552;37;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
553;33;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554;48;196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;44;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;40;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;47;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;35;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;33;214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;35;151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;41;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;42;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
563;38;163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
564;37;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565;33;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;39;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
