,n,22,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
347,202,69,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,203,64,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,204,76,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,205,64,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,206,72,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,207,62,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,208,76,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,209,70,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,210,74,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,211,71,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,212,64,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,213,70,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,214,69,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,215,64,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,216,70,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,217,74,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,218,64,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,219,74,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,220,67,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,221,70,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,222,74,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,223,63,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,224,72,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,225,77,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,226,69,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,227,62,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,228,67,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,229,63,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,230,72,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,231,74,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,232,73,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,233,64,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,234,75,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,235,75,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,236,67,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,237,71,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,238,65,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,239,65,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,240,66,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,241,63,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,242,66,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,243,74,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,244,64,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,245,76,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,246,68,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,247,65,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,248,70,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,249,63,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,250,66,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,251,73,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,252,73,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,253,68,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,254,63,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,255,63,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,256,63,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,257,74,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,258,66,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,259,69,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,260,63,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,261,66,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,262,75,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,263,77,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,264,68,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,265,77,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,266,73,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,267,68,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,268,65,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,269,65,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,270,77,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,271,74,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,272,66,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,273,73,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,274,77,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,275,73,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,276,68,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,277,73,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,278,67,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,279,62,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,280,71,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,281,68,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,282,71,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,283,74,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,284,77,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,285,70,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,286,72,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,287,68,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,288,71,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,289,64,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,290,66,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,291,72,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,292,76,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,293,62,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,294,72,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,295,67,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,296,65,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,297,63,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,298,71,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,299,77,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,300,71,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,301,63,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,302,77,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,303,77,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,304,67,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,305,68,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,306,64,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,307,68,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,308,63,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,309,70,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,310,73,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,311,62,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,312,74,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,313,74,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,314,73,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,315,71,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,316,73,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,317,76,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,318,74,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,319,77,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,320,67,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,321,72,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,322,63,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,323,73,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,324,64,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,325,62,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,326,74,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,327,75,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,328,62,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,329,63,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,330,76,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,331,77,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,332,77,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,333,77,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,334,71,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,335,76,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,336,70,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,337,77,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,338,63,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,339,68,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,340,75,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,341,77,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,342,65,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,343,69,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,344,73,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,345,66,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,346,74,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,347,67,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,348,68,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,349,63,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,350,73,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,351,63,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,352,69,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,353,71,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,354,73,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,355,73,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,356,66,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,357,70,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,358,76,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,359,75,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,360,72,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,361,75,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,362,76,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,363,70,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,364,77,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,365,76,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,366,74,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,367,68,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,368,77,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,369,75,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,370,75,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,371,66,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,372,69,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,373,76,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,374,63,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,375,71,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,376,74,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,377,66,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,378,67,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,379,63,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,380,65,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,381,70,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,382,72,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,383,66,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,384,71,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,385,75,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,386,74,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,387,73,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,388,71,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,389,62,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,390,74,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,391,75,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,392,76,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,393,73,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,394,64,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,395,67,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,396,76,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,397,66,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,398,68,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,399,70,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,400,76,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,401,65,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,402,72,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,403,62,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,404,74,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,405,65,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,406,72,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,407,77,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,408,75,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,409,68,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,410,70,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,411,72,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,412,69,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,413,62,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,414,62,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,415,66,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,416,64,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,417,75,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,418,70,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,419,75,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,420,63,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,421,69,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,422,68,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,423,72,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,424,63,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,425,66,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,426,72,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,427,73,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,428,69,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,429,73,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,430,71,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,431,68,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,432,66,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,433,70,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,434,70,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,435,77,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,436,65,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,437,69,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,438,71,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,439,72,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,440,76,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,441,71,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,442,66,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,443,77,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,444,63,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,445,65,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,446,75,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,447,71,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,448,75,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,449,66,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,450,63,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,451,77,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,452,75,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,453,64,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,454,70,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,455,66,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,456,71,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,457,65,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,458,73,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,459,76,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,460,71,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,461,74,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,462,62,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,463,67,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,464,71,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,465,69,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,466,74,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,467,73,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,468,70,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,469,69,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,470,73,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,471,71,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,472,72,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,473,74,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,474,70,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,475,62,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,476,68,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,477,64,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,478,77,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,479,74,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,480,74,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,481,76,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,482,77,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,483,71,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,484,65,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,485,70,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,486,73,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,487,73,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,488,75,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,489,76,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,490,76,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,491,76,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,492,72,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,493,76,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,494,72,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,495,63,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,496,62,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,497,68,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,498,72,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,499,72,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,500,66,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,501,74,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,502,62,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,503,77,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,504,64,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,505,76,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,506,69,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,507,66,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,508,74,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,509,65,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,510,63,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,511,62,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,512,62,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,513,76,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,514,66,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,515,69,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,516,70,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,517,77,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,518,71,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,519,62,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,520,74,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,521,74,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,522,63,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,523,72,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,524,62,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,525,65,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,526,69,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,527,71,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,528,62,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,529,69,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,530,64,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,531,69,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,532,71,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,533,67,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,534,71,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,535,74,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,536,74,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,537,69,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,538,76,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,539,63,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,540,73,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,541,68,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,542,69,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,543,71,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,544,72,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,545,75,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,546,77,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,547,68,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,548,74,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,549,62,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,550,76,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,551,76,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,552,66,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,553,62,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,554,77,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,555,73,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,556,69,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,557,76,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,558,64,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,559,62,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,560,64,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,561,70,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,562,71,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,563,67,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,564,66,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,565,62,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,566,68,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,567,74,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,568,70,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,569,77,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,570,72,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,571,63,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,572,72,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,573,71,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,574,70,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,575,63,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,576,66,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,577,64,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,578,75,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,579,62,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,580,69,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,581,69,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,582,72,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
