,n,30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
319,114,74,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,115,73,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,116,58,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,117,66,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,118,57,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,119,61,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,120,65,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,121,57,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,122,65,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,123,65,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,124,55,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,125,53,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,126,57,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,127,64,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,128,68,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,129,66,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,130,67,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,131,47,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,132,73,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,133,47,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,134,61,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,135,65,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,136,69,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,137,62,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,138,50,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,139,52,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,140,70,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,141,65,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,142,50,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,143,66,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,144,62,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,145,49,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,146,58,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,147,51,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,148,47,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,149,63,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,150,52,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,151,69,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,152,66,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,153,71,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,154,66,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,155,53,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,156,75,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,157,50,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,158,61,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,159,75,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,160,60,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,161,51,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,162,56,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,163,66,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,164,72,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,165,49,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,166,60,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,167,55,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,168,58,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,169,73,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,170,61,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,171,63,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,172,51,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,173,53,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,174,60,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,175,74,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,176,54,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,177,47,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,178,69,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,179,63,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,180,60,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,181,59,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,182,58,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,183,53,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,184,73,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,185,51,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,186,60,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,187,49,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,188,53,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,189,75,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,190,52,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,191,68,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,192,49,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,193,64,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,194,66,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,195,49,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,196,53,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,197,62,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,198,74,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,199,64,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,200,51,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,201,56,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,202,60,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,203,51,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,204,73,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,205,51,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,206,66,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,207,47,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,208,72,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,209,62,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,210,69,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,211,64,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,212,51,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,213,62,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,214,60,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,215,51,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,216,61,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,217,69,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,218,51,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,219,70,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,220,56,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,221,62,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,222,68,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,223,49,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,224,66,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,225,74,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,226,60,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,227,47,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,228,57,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,229,49,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,230,66,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,231,70,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,232,67,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,233,51,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,234,71,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,235,71,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,236,57,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,237,64,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,238,54,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,239,53,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,240,55,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,241,50,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,242,54,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,243,69,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,244,51,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,245,73,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,246,59,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,247,53,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,248,61,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,249,49,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,250,55,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,251,68,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,252,67,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,253,59,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,254,49,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,255,50,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,256,49,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,257,69,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,258,54,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,259,59,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,260,50,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,261,55,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,262,72,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,263,74,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,264,59,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,265,74,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,266,68,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,267,59,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,268,52,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,269,53,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,270,74,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,271,68,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,272,55,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,273,68,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,274,74,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,275,67,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,276,58,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,277,67,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,278,56,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,279,47,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,280,64,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,281,58,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,282,65,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,283,70,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,284,74,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,285,61,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,286,65,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,287,58,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,288,63,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,289,51,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,290,55,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,291,66,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,292,73,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,293,47,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,294,66,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,295,56,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,296,53,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,297,48,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,298,63,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,299,75,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,300,63,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,301,50,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,302,75,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,303,75,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,304,56,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,305,58,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,306,51,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,307,58,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,308,50,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,309,62,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,310,67,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,311,47,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,312,69,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,313,69,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,314,67,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,315,63,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,316,67,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,317,73,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,318,70,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,319,74,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,320,57,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,321,66,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,322,49,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,323,68,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,324,51,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,325,47,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,326,69,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,327,72,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,328,47,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,329,49,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,330,73,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,331,74,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,332,75,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,333,74,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,334,64,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,335,72,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,336,61,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,337,74,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,338,49,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,339,58,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,340,72,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,341,75,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,342,53,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,343,60,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,344,67,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,345,54,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,346,69,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,347,56,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,348,59,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,349,50,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,350,68,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,351,50,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,352,60,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,353,64,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,354,68,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,355,67,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,356,54,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,357,61,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,358,73,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,359,71,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,360,66,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,361,71,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,362,72,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,363,62,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,364,75,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,365,73,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,366,70,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,367,58,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,368,75,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,369,71,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,370,70,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,371,55,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,372,59,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,373,73,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,374,49,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,375,63,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,376,69,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,377,55,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,378,56,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,379,49,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,380,53,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,381,62,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,382,65,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,383,55,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,384,63,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,385,71,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,386,69,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,387,68,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,388,64,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,389,47,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,390,69,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,391,72,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,392,72,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,393,67,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,394,51,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,395,56,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,396,72,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,397,55,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,398,59,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,399,62,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,400,72,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,401,53,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,402,65,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,403,47,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,404,70,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,405,52,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,406,65,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,407,75,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,408,70,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,409,58,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,410,62,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,411,65,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,412,61,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,413,48,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,414,48,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,415,54,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,416,50,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,417,71,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,418,61,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,419,71,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,420,49,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,421,60,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,422,58,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,423,66,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,424,50,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,425,55,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,426,65,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,427,67,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,428,60,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,429,68,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,430,64,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,431,58,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,432,55,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,433,62,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,434,62,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,435,75,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,436,53,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,437,59,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,438,63,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,439,65,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,440,72,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,441,64,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,442,55,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,443,75,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,444,48,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,445,53,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,446,72,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,447,64,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,448,71,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,449,55,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,450,50,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,451,75,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,452,70,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,453,51,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,454,62,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,455,55,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,456,63,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,457,52,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,458,68,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,459,72,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,460,65,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,461,70,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,462,48,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,463,56,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,464,63,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
