,n,21,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
360,201,72,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,202,77,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,203,67,266,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,204,91,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,205,67,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,206,83,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,207,64,439,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,208,90,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,209,79,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,210,86,388,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,211,81,437,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,212,67,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,213,79,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,214,77,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,215,68,259,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,216,78,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,217,87,261,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,218,67,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,219,87,411,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,220,73,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,221,79,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,222,86,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,223,65,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,224,83,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,225,92,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,226,77,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,227,63,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,228,73,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,229,65,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,230,83,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,231,88,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,232,85,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,233,67,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,234,89,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,235,89,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,236,74,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,237,81,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,238,70,395,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,239,70,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,240,72,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,241,66,423,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,242,71,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,243,87,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,244,68,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,245,91,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,246,76,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,247,69,432,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,248,78,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,249,65,402,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,250,71,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,251,86,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,252,84,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,253,76,396,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,254,65,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,255,66,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,256,65,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,257,86,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,258,70,412,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,259,76,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,260,66,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,261,71,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,262,89,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,263,92,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,264,76,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,265,92,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,266,85,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,267,76,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,268,69,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,269,70,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,270,92,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,271,86,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,272,71,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,273,85,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,274,92,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,275,85,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,276,75,375,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,277,85,431,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,278,73,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,279,63,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,280,82,393,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,281,75,306,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,282,82,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,283,87,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,284,92,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,285,78,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,286,83,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,287,75,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,288,80,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,289,67,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,290,71,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,291,84,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,292,91,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,293,63,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,294,83,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,295,73,416,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,296,69,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,297,65,233,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,298,81,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,299,93,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,300,80,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,301,66,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,302,93,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,303,93,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,304,73,336,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,305,75,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,306,67,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,307,75,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,308,66,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,309,79,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,310,84,389,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,311,63,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,312,87,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,313,87,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,314,84,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,315,80,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,316,85,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,317,91,261,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,318,88,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,319,92,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,320,73,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,321,84,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,322,65,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,323,86,370,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,324,67,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,325,63,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,326,87,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,327,89,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,328,63,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,329,65,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,330,91,408,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,331,92,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,332,93,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,333,92,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,334,81,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,335,90,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,336,78,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,337,92,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,338,66,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,339,74,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,340,89,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,341,92,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,342,70,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,343,77,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,344,85,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,345,70,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,346,86,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,347,72,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,348,76,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,349,66,428,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,350,85,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,351,66,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,352,77,378,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,353,82,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,354,85,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,355,84,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,356,70,432,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,357,78,398,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,358,90,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,359,88,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,360,83,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,361,89,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,362,90,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,363,79,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,364,93,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,365,91,315,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,366,87,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,367,74,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,368,92,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,369,89,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,370,88,432,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,371,72,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,372,76,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,373,91,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,374,65,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,375,81,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,376,87,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,377,71,395,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,378,73,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,379,65,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,380,69,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,381,79,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,382,82,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,383,71,395,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,384,81,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,385,89,423,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,386,87,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,387,86,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,388,82,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,389,63,375,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,390,87,375,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,391,89,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,392,90,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,393,84,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,394,67,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,395,73,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,396,90,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,397,71,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,398,76,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,399,79,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,400,90,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,401,69,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,402,82,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,403,63,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,404,87,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,405,68,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,406,83,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,407,93,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,408,88,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,409,75,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,410,79,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,411,83,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,412,78,333,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,413,64,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,414,64,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,415,71,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,416,67,388,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,417,88,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,418,79,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,419,88,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,420,65,257,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,421,77,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,422,74,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,423,83,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,424,66,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,425,72,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,426,82,440,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,427,85,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,428,77,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,429,86,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,430,82,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,431,75,245,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,432,72,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,433,79,408,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,434,79,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,435,93,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,436,69,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,437,76,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,438,80,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,439,82,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,440,90,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,441,81,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,442,72,413,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,443,93,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,444,65,431,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,445,70,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,446,90,381,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,447,81,385,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,448,88,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,449,71,389,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,450,66,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,451,93,397,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,452,88,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,453,68,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,454,80,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,455,72,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,456,80,420,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,457,69,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,458,85,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,459,90,301,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,460,82,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,461,87,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,462,64,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,463,73,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,464,80,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,465,76,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,466,87,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,467,85,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,468,80,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,469,76,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,470,85,325,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,471,81,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,472,83,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,473,86,430,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,474,80,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,475,64,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,476,74,406,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,477,68,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,478,93,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,479,86,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,480,86,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,481,90,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,482,93,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,483,81,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,484,69,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,485,79,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,486,84,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,487,84,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,488,88,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,489,91,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,490,90,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,491,91,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,492,82,383,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,493,91,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,494,84,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,495,65,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,496,63,266,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,497,76,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,498,82,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,499,83,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,500,70,209,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,501,86,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,502,63,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,503,93,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,504,67,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,505,90,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,506,78,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,507,71,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,508,87,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,509,70,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,510,65,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,511,64,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,512,63,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,513,91,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,514,70,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,515,77,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,516,78,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,517,92,405,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,518,82,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,519,64,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,520,87,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,521,87,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,522,66,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,523,83,315,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,524,63,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,525,69,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,526,77,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,527,81,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,528,63,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,529,77,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,530,68,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,531,76,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,532,81,390,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,533,73,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,534,80,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,535,87,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,536,87,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,537,76,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,538,90,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,539,65,379,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,540,85,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,541,76,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,542,77,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,543,82,221,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,544,84,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,545,89,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,546,93,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,547,74,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,548,87,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,549,63,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,550,92,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,551,91,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,552,71,406,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,553,63,389,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,554,93,377,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,555,85,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,556,77,370,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,557,91,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,558,67,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,559,63,425,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,560,68,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,561,80,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,562,80,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,563,74,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,564,72,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,565,64,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,566,74,385,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,567,88,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,568,79,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,569,92,348,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,570,82,402,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,571,66,427,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,572,83,260,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,573,81,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,574,78,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,575,65,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,576,72,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,577,67,368,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,578,90,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,579,63,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,580,78,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,581,77,379,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,582,84,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,583,69,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,584,90,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,585,68,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,586,71,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,587,72,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,588,66,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,589,80,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,590,66,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,591,89,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,592,67,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
