,n,40,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
372,102,72,301,,,,,,,,,,,,,,,,,,,,,,,,,,
373,103,62,619,,,,,,,,,,,,,,,,,,,,,,,,,,
374,104,76,567,,,,,,,,,,,,,,,,,,,,,,,,,,
375,105,66,415,,,,,,,,,,,,,,,,,,,,,,,,,,
376,106,87,308,,,,,,,,,,,,,,,,,,,,,,,,,,
377,107,67,243,,,,,,,,,,,,,,,,,,,,,,,,,,
378,108,64,351,,,,,,,,,,,,,,,,,,,,,,,,,,
379,109,93,299,,,,,,,,,,,,,,,,,,,,,,,,,,
380,110,62,436,,,,,,,,,,,,,,,,,,,,,,,,,,
381,111,77,570,,,,,,,,,,,,,,,,,,,,,,,,,,
382,112,83,416,,,,,,,,,,,,,,,,,,,,,,,,,,
383,113,74,614,,,,,,,,,,,,,,,,,,,,,,,,,,
384,114,93,383,,,,,,,,,,,,,,,,,,,,,,,,,,
385,115,92,261,,,,,,,,,,,,,,,,,,,,,,,,,,
386,116,73,283,,,,,,,,,,,,,,,,,,,,,,,,,,
387,117,83,567,,,,,,,,,,,,,,,,,,,,,,,,,,
388,118,71,263,,,,,,,,,,,,,,,,,,,,,,,,,,
389,119,77,594,,,,,,,,,,,,,,,,,,,,,,,,,,
390,120,81,242,,,,,,,,,,,,,,,,,,,,,,,,,,
391,121,72,432,,,,,,,,,,,,,,,,,,,,,,,,,,
392,122,82,320,,,,,,,,,,,,,,,,,,,,,,,,,,
393,123,81,344,,,,,,,,,,,,,,,,,,,,,,,,,,
394,124,69,372,,,,,,,,,,,,,,,,,,,,,,,,,,
395,125,67,478,,,,,,,,,,,,,,,,,,,,,,,,,,
396,126,72,309,,,,,,,,,,,,,,,,,,,,,,,,,,
397,127,80,370,,,,,,,,,,,,,,,,,,,,,,,,,,
398,128,85,299,,,,,,,,,,,,,,,,,,,,,,,,,,
399,129,82,614,,,,,,,,,,,,,,,,,,,,,,,,,,
400,130,84,301,,,,,,,,,,,,,,,,,,,,,,,,,,
401,131,59,287,,,,,,,,,,,,,,,,,,,,,,,,,,
402,132,91,304,,,,,,,,,,,,,,,,,,,,,,,,,,
403,133,60,510,,,,,,,,,,,,,,,,,,,,,,,,,,
404,134,76,404,,,,,,,,,,,,,,,,,,,,,,,,,,
405,135,82,273,,,,,,,,,,,,,,,,,,,,,,,,,,
406,136,86,263,,,,,,,,,,,,,,,,,,,,,,,,,,
407,137,77,274,,,,,,,,,,,,,,,,,,,,,,,,,,
408,138,63,254,,,,,,,,,,,,,,,,,,,,,,,,,,
409,139,65,424,,,,,,,,,,,,,,,,,,,,,,,,,,
410,140,88,307,,,,,,,,,,,,,,,,,,,,,,,,,,
411,141,82,483,,,,,,,,,,,,,,,,,,,,,,,,,,
412,142,63,367,,,,,,,,,,,,,,,,,,,,,,,,,,
413,143,83,332,,,,,,,,,,,,,,,,,,,,,,,,,,
414,144,77,381,,,,,,,,,,,,,,,,,,,,,,,,,,
415,145,62,322,,,,,,,,,,,,,,,,,,,,,,,,,,
416,146,73,468,,,,,,,,,,,,,,,,,,,,,,,,,,
417,147,65,427,,,,,,,,,,,,,,,,,,,,,,,,,,
418,148,59,342,,,,,,,,,,,,,,,,,,,,,,,,,,
419,149,79,434,,,,,,,,,,,,,,,,,,,,,,,,,,
420,150,65,616,,,,,,,,,,,,,,,,,,,,,,,,,,
421,151,86,591,,,,,,,,,,,,,,,,,,,,,,,,,,
422,152,83,295,,,,,,,,,,,,,,,,,,,,,,,,,,
423,153,88,364,,,,,,,,,,,,,,,,,,,,,,,,,,
424,154,82,438,,,,,,,,,,,,,,,,,,,,,,,,,,
425,155,66,516,,,,,,,,,,,,,,,,,,,,,,,,,,
426,156,94,315,,,,,,,,,,,,,,,,,,,,,,,,,,
427,157,63,457,,,,,,,,,,,,,,,,,,,,,,,,,,
428,158,77,396,,,,,,,,,,,,,,,,,,,,,,,,,,
429,159,94,470,,,,,,,,,,,,,,,,,,,,,,,,,,
430,160,76,557,,,,,,,,,,,,,,,,,,,,,,,,,,
431,161,64,291,,,,,,,,,,,,,,,,,,,,,,,,,,
432,162,70,416,,,,,,,,,,,,,,,,,,,,,,,,,,
433,163,83,317,,,,,,,,,,,,,,,,,,,,,,,,,,
434,164,91,258,,,,,,,,,,,,,,,,,,,,,,,,,,
435,165,62,582,,,,,,,,,,,,,,,,,,,,,,,,,,
436,166,75,514,,,,,,,,,,,,,,,,,,,,,,,,,,
437,167,69,591,,,,,,,,,,,,,,,,,,,,,,,,,,
438,168,73,543,,,,,,,,,,,,,,,,,,,,,,,,,,
439,169,92,635,,,,,,,,,,,,,,,,,,,,,,,,,,
440,170,76,386,,,,,,,,,,,,,,,,,,,,,,,,,,
441,171,79,249,,,,,,,,,,,,,,,,,,,,,,,,,,
442,172,64,396,,,,,,,,,,,,,,,,,,,,,,,,,,
443,173,67,324,,,,,,,,,,,,,,,,,,,,,,,,,,
444,174,75,488,,,,,,,,,,,,,,,,,,,,,,,,,,
445,175,93,482,,,,,,,,,,,,,,,,,,,,,,,,,,
446,176,68,240,,,,,,,,,,,,,,,,,,,,,,,,,,
447,177,59,389,,,,,,,,,,,,,,,,,,,,,,,,,,
448,178,87,496,,,,,,,,,,,,,,,,,,,,,,,,,,
449,179,78,334,,,,,,,,,,,,,,,,,,,,,,,,,,
450,180,75,491,,,,,,,,,,,,,,,,,,,,,,,,,,
451,181,74,481,,,,,,,,,,,,,,,,,,,,,,,,,,
452,182,73,380,,,,,,,,,,,,,,,,,,,,,,,,,,
453,183,67,353,,,,,,,,,,,,,,,,,,,,,,,,,,
454,184,91,332,,,,,,,,,,,,,,,,,,,,,,,,,,
455,185,64,539,,,,,,,,,,,,,,,,,,,,,,,,,,
456,186,75,637,,,,,,,,,,,,,,,,,,,,,,,,,,
457,187,62,285,,,,,,,,,,,,,,,,,,,,,,,,,,
458,188,66,289,,,,,,,,,,,,,,,,,,,,,,,,,,
459,189,94,612,,,,,,,,,,,,,,,,,,,,,,,,,,
460,190,66,425,,,,,,,,,,,,,,,,,,,,,,,,,,
461,191,85,346,,,,,,,,,,,,,,,,,,,,,,,,,,
462,192,62,429,,,,,,,,,,,,,,,,,,,,,,,,,,
463,193,80,420,,,,,,,,,,,,,,,,,,,,,,,,,,
464,194,83,604,,,,,,,,,,,,,,,,,,,,,,,,,,
465,195,62,539,,,,,,,,,,,,,,,,,,,,,,,,,,
466,196,66,515,,,,,,,,,,,,,,,,,,,,,,,,,,
467,197,78,583,,,,,,,,,,,,,,,,,,,,,,,,,,
468,198,93,627,,,,,,,,,,,,,,,,,,,,,,,,,,
469,199,81,555,,,,,,,,,,,,,,,,,,,,,,,,,,
470,200,64,619,,,,,,,,,,,,,,,,,,,,,,,,,,
471,201,70,329,,,,,,,,,,,,,,,,,,,,,,,,,,
472,202,75,323,,,,,,,,,,,,,,,,,,,,,,,,,,
473,203,64,348,,,,,,,,,,,,,,,,,,,,,,,,,,
474,204,92,595,,,,,,,,,,,,,,,,,,,,,,,,,,
475,205,64,503,,,,,,,,,,,,,,,,,,,,,,,,,,
476,206,82,486,,,,,,,,,,,,,,,,,,,,,,,,,,
477,207,60,636,,,,,,,,,,,,,,,,,,,,,,,,,,
478,208,91,300,,,,,,,,,,,,,,,,,,,,,,,,,,
479,209,77,612,,,,,,,,,,,,,,,,,,,,,,,,,,
480,210,86,552,,,,,,,,,,,,,,,,,,,,,,,,,,
481,211,80,633,,,,,,,,,,,,,,,,,,,,,,,,,,
482,212,64,398,,,,,,,,,,,,,,,,,,,,,,,,,,
483,213,78,548,,,,,,,,,,,,,,,,,,,,,,,,,,
484,214,75,328,,,,,,,,,,,,,,,,,,,,,,,,,,
485,215,65,337,,,,,,,,,,,,,,,,,,,,,,,,,,
486,216,77,317,,,,,,,,,,,,,,,,,,,,,,,,,,
487,217,86,341,,,,,,,,,,,,,,,,,,,,,,,,,,
488,218,64,442,,,,,,,,,,,,,,,,,,,,,,,,,,
489,219,87,590,,,,,,,,,,,,,,,,,,,,,,,,,,
490,220,70,364,,,,,,,,,,,,,,,,,,,,,,,,,,
491,221,78,555,,,,,,,,,,,,,,,,,,,,,,,,,,
492,222,86,410,,,,,,,,,,,,,,,,,,,,,,,,,,
493,223,62,474,,,,,,,,,,,,,,,,,,,,,,,,,,
494,224,82,453,,,,,,,,,,,,,,,,,,,,,,,,,,
495,225,93,555,,,,,,,,,,,,,,,,,,,,,,,,,,
496,226,75,511,,,,,,,,,,,,,,,,,,,,,,,,,,
497,227,59,388,,,,,,,,,,,,,,,,,,,,,,,,,,
498,228,71,369,,,,,,,,,,,,,,,,,,,,,,,,,,
499,229,62,268,,,,,,,,,,,,,,,,,,,,,,,,,,
500,230,83,386,,,,,,,,,,,,,,,,,,,,,,,,,,
501,231,88,517,,,,,,,,,,,,,,,,,,,,,,,,,,
502,232,84,604,,,,,,,,,,,,,,,,,,,,,,,,,,
503,233,64,423,,,,,,,,,,,,,,,,,,,,,,,,,,
504,234,89,549,,,,,,,,,,,,,,,,,,,,,,,,,,
505,235,89,393,,,,,,,,,,,,,,,,,,,,,,,,,,
506,236,71,494,,,,,,,,,,,,,,,,,,,,,,,,,,
507,237,80,420,,,,,,,,,,,,,,,,,,,,,,,,,,
508,238,67,563,,,,,,,,,,,,,,,,,,,,,,,,,,
509,239,67,523,,,,,,,,,,,,,,,,,,,,,,,,,,
510,240,69,620,,,,,,,,,,,,,,,,,,,,,,,,,,
511,241,63,610,,,,,,,,,,,,,,,,,,,,,,,,,,
512,242,68,390,,,,,,,,,,,,,,,,,,,,,,,,,,
513,243,87,571,,,,,,,,,,,,,,,,,,,,,,,,,,
514,244,65,400,,,,,,,,,,,,,,,,,,,,,,,,,,
515,245,91,569,,,,,,,,,,,,,,,,,,,,,,,,,,
516,246,74,527,,,,,,,,,,,,,,,,,,,,,,,,,,
517,247,66,624,,,,,,,,,,,,,,,,,,,,,,,,,,
518,248,77,573,,,,,,,,,,,,,,,,,,,,,,,,,,
519,249,61,574,,,,,,,,,,,,,,,,,,,,,,,,,,
520,250,69,492,,,,,,,,,,,,,,,,,,,,,,,,,,
521,251,85,591,,,,,,,,,,,,,,,,,,,,,,,,,,
522,252,84,470,,,,,,,,,,,,,,,,,,,,,,,,,,
523,253,74,565,,,,,,,,,,,,,,,,,,,,,,,,,,
524,254,61,467,,,,,,,,,,,,,,,,,,,,,,,,,,
525,255,63,453,,,,,,,,,,,,,,,,,,,,,,,,,,
526,256,62,388,,,,,,,,,,,,,,,,,,,,,,,,,,
527,257,86,525,,,,,,,,,,,,,,,,,,,,,,,,,,
528,258,68,591,,,,,,,,,,,,,,,,,,,,,,,,,,
529,259,74,376,,,,,,,,,,,,,,,,,,,,,,,,,,
530,260,63,366,,,,,,,,,,,,,,,,,,,,,,,,,,
531,261,69,414,,,,,,,,,,,,,,,,,,,,,,,,,,
532,262,90,244,,,,,,,,,,,,,,,,,,,,,,,,,,
533,263,93,492,,,,,,,,,,,,,,,,,,,,,,,,,,
534,264,74,493,,,,,,,,,,,,,,,,,,,,,,,,,,
535,265,93,403,,,,,,,,,,,,,,,,,,,,,,,,,,
536,266,85,395,,,,,,,,,,,,,,,,,,,,,,,,,,
537,267,74,506,,,,,,,,,,,,,,,,,,,,,,,,,,
538,268,66,333,,,,,,,,,,,,,,,,,,,,,,,,,,
539,269,67,511,,,,,,,,,,,,,,,,,,,,,,,,,,
540,270,92,628,,,,,,,,,,,,,,,,,,,,,,,,,,
541,271,86,479,,,,,,,,,,,,,,,,,,,,,,,,,,
542,272,69,387,,,,,,,,,,,,,,,,,,,,,,,,,,
543,273,85,258,,,,,,,,,,,,,,,,,,,,,,,,,,
544,274,93,436,,,,,,,,,,,,,,,,,,,,,,,,,,
545,275,84,488,,,,,,,,,,,,,,,,,,,,,,,,,,
546,276,73,530,,,,,,,,,,,,,,,,,,,,,,,,,,
547,277,84,622,,,,,,,,,,,,,,,,,,,,,,,,,,
548,278,71,362,,,,,,,,,,,,,,,,,,,,,,,,,,
549,279,59,513,,,,,,,,,,,,,,,,,,,,,,,,,,
550,280,81,559,,,,,,,,,,,,,,,,,,,,,,,,,,
551,281,73,415,,,,,,,,,,,,,,,,,,,,,,,,,,
552,282,81,523,,,,,,,,,,,,,,,,,,,,,,,,,,
553,283,87,520,,,,,,,,,,,,,,,,,,,,,,,,,,
554,284,92,279,,,,,,,,,,,,,,,,,,,,,,,,,,
555,285,77,245,,,,,,,,,,,,,,,,,,,,,,,,,,
556,286,82,542,,,,,,,,,,,,,,,,,,,,,,,,,,
557,287,73,299,,,,,,,,,,,,,,,,,,,,,,,,,,
558,288,79,514,,,,,,,,,,,,,,,,,,,,,,,,,,
559,289,64,437,,,,,,,,,,,,,,,,,,,,,,,,,,
560,290,69,605,,,,,,,,,,,,,,,,,,,,,,,,,,
561,291,83,612,,,,,,,,,,,,,,,,,,,,,,,,,,
562,292,92,368,,,,,,,,,,,,,,,,,,,,,,,,,,
563,293,59,244,,,,,,,,,,,,,,,,,,,,,,,,,,
564,294,83,428,,,,,,,,,,,,,,,,,,,,,,,,,,
565,295,70,597,,,,,,,,,,,,,,,,,,,,,,,,,,
566,296,67,456,,,,,,,,,,,,,,,,,,,,,,,,,,
567,297,61,295,,,,,,,,,,,,,,,,,,,,,,,,,,
568,298,80,363,,,,,,,,,,,,,,,,,,,,,,,,,,
569,299,94,466,,,,,,,,,,,,,,,,,,,,,,,,,,
570,300,79,250,,,,,,,,,,,,,,,,,,,,,,,,,,
571,301,62,578,,,,,,,,,,,,,,,,,,,,,,,,,,
572,302,94,518,,,,,,,,,,,,,,,,,,,,,,,,,,
573,303,94,495,,,,,,,,,,,,,,,,,,,,,,,,,,
574,304,70,465,,,,,,,,,,,,,,,,,,,,,,,,,,
575,305,73,501,,,,,,,,,,,,,,,,,,,,,,,,,,
576,306,64,445,,,,,,,,,,,,,,,,,,,,,,,,,,
577,307,73,518,,,,,,,,,,,,,,,,,,,,,,,,,,
578,308,63,421,,,,,,,,,,,,,,,,,,,,,,,,,,
579,309,77,358,,,,,,,,,,,,,,,,,,,,,,,,,,
580,310,84,552,,,,,,,,,,,,,,,,,,,,,,,,,,
581,311,59,426,,,,,,,,,,,,,,,,,,,,,,,,,,
582,312,86,484,,,,,,,,,,,,,,,,,,,,,,,,,,
583,313,87,281,,,,,,,,,,,,,,,,,,,,,,,,,,
584,314,83,342,,,,,,,,,,,,,,,,,,,,,,,,,,
585,315,79,341,,,,,,,,,,,,,,,,,,,,,,,,,,
586,316,84,474,,,,,,,,,,,,,,,,,,,,,,,,,,
587,317,92,340,,,,,,,,,,,,,,,,,,,,,,,,,,
588,318,88,572,,,,,,,,,,,,,,,,,,,,,,,,,,
589,319,93,329,,,,,,,,,,,,,,,,,,,,,,,,,,
590,320,71,387,,,,,,,,,,,,,,,,,,,,,,,,,,
591,321,83,283,,,,,,,,,,,,,,,,,,,,,,,,,,
592,322,61,507,,,,,,,,,,,,,,,,,,,,,,,,,,
593,323,85,522,,,,,,,,,,,,,,,,,,,,,,,,,,
594,324,64,386,,,,,,,,,,,,,,,,,,,,,,,,,,
595,325,59,290,,,,,,,,,,,,,,,,,,,,,,,,,,
596,326,87,511,,,,,,,,,,,,,,,,,,,,,,,,,,
597,327,90,554,,,,,,,,,,,,,,,,,,,,,,,,,,
598,328,59,493,,,,,,,,,,,,,,,,,,,,,,,,,,
599,329,61,387,,,,,,,,,,,,,,,,,,,,,,,,,,
600,330,91,585,,,,,,,,,,,,,,,,,,,,,,,,,,
601,331,93,265,,,,,,,,,,,,,,,,,,,,,,,,,,
602,332,94,292,,,,,,,,,,,,,,,,,,,,,,,,,,
603,333,93,463,,,,,,,,,,,,,,,,,,,,,,,,,,
604,334,80,298,,,,,,,,,,,,,,,,,,,,,,,,,,
605,335,90,352,,,,,,,,,,,,,,,,,,,,,,,,,,
606,336,77,355,,,,,,,,,,,,,,,,,,,,,,,,,,
607,337,93,369,,,,,,,,,,,,,,,,,,,,,,,,,,
608,338,62,605,,,,,,,,,,,,,,,,,,,,,,,,,,
609,339,72,281,,,,,,,,,,,,,,,,,,,,,,,,,,
610,340,90,272,,,,,,,,,,,,,,,,,,,,,,,,,,
611,341,93,368,,,,,,,,,,,,,,,,,,,,,,,,,,
612,342,67,414,,,,,,,,,,,,,,,,,,,,,,,,,,
613,343,75,250,,,,,,,,,,,,,,,,,,,,,,,,,,
614,344,84,292,,,,,,,,,,,,,,,,,,,,,,,,,,
615,345,68,308,,,,,,,,,,,,,,,,,,,,,,,,,,
616,346,86,469,,,,,,,,,,,,,,,,,,,,,,,,,,
617,347,70,433,,,,,,,,,,,,,,,,,,,,,,,,,,
618,348,74,486,,,,,,,,,,,,,,,,,,,,,,,,,,
619,349,62,618,,,,,,,,,,,,,,,,,,,,,,,,,,
620,350,85,313,,,,,,,,,,,,,,,,,,,,,,,,,,
621,351,63,635,,,,,,,,,,,,,,,,,,,,,,,,,,
622,352,76,534,,,,,,,,,,,,,,,,,,,,,,,,,,
623,353,81,439,,,,,,,,,,,,,,,,,,,,,,,,,,
624,354,85,456,,,,,,,,,,,,,,,,,,,,,,,,,,
625,355,83,272,,,,,,,,,,,,,,,,,,,,,,,,,,
626,356,68,625,,,,,,,,,,,,,,,,,,,,,,,,,,
627,357,77,568,,,,,,,,,,,,,,,,,,,,,,,,,,
628,358,91,488,,,,,,,,,,,,,,,,,,,,,,,,,,
629,359,88,463,,,,,,,,,,,,,,,,,,,,,,,,,,
630,360,83,605,,,,,,,,,,,,,,,,,,,,,,,,,,
631,361,89,421,,,,,,,,,,,,,,,,,,,,,,,,,,
632,362,91,524,,,,,,,,,,,,,,,,,,,,,,,,,,
633,363,77,612,,,,,,,,,,,,,,,,,,,,,,,,,,
634,364,93,423,,,,,,,,,,,,,,,,,,,,,,,,,,
635,365,91,431,,,,,,,,,,,,,,,,,,,,,,,,,,
636,366,88,414,,,,,,,,,,,,,,,,,,,,,,,,,,
637,367,72,510,,,,,,,,,,,,,,,,,,,,,,,,,,
638,368,93,628,,,,,,,,,,,,,,,,,,,,,,,,,,
639,369,89,438,,,,,,,,,,,,,,,,,,,,,,,,,,
640,370,88,624,,,,,,,,,,,,,,,,,,,,,,,,,,
641,371,69,308,,,,,,,,,,,,,,,,,,,,,,,,,,
642,372,74,306,,,,,,,,,,,,,,,,,,,,,,,,,,
643,373,92,557,,,,,,,,,,,,,,,,,,,,,,,,,,
644,374,61,437,,,,,,,,,,,,,,,,,,,,,,,,,,
645,375,80,558,,,,,,,,,,,,,,,,,,,,,,,,,,
646,376,87,458,,,,,,,,,,,,,,,,,,,,,,,,,,
647,377,69,562,,,,,,,,,,,,,,,,,,,,,,,,,,
648,378,71,502,,,,,,,,,,,,,,,,,,,,,,,,,,
649,379,62,545,,,,,,,,,,,,,,,,,,,,,,,,,,
650,380,66,513,,,,,,,,,,,,,,,,,,,,,,,,,,
651,381,78,348,,,,,,,,,,,,,,,,,,,,,,,,,,
652,382,82,323,,,,,,,,,,,,,,,,,,,,,,,,,,
653,383,69,564,,,,,,,,,,,,,,,,,,,,,,,,,,
654,384,80,569,,,,,,,,,,,,,,,,,,,,,,,,,,
655,385,89,609,,,,,,,,,,,,,,,,,,,,,,,,,,
656,386,87,371,,,,,,,,,,,,,,,,,,,,,,,,,,
657,387,85,520,,,,,,,,,,,,,,,,,,,,,,,,,,
658,388,81,506,,,,,,,,,,,,,,,,,,,,,,,,,,
659,389,59,529,,,,,,,,,,,,,,,,,,,,,,,,,,
660,390,87,529,,,,,,,,,,,,,,,,,,,,,,,,,,
661,391,90,429,,,,,,,,,,,,,,,,,,,,,,,,,,
662,392,90,281,,,,,,,,,,,,,,,,,,,,,,,,,,
663,393,83,342,,,,,,,,,,,,,,,,,,,,,,,,,,
664,394,64,467,,,,,,,,,,,,,,,,,,,,,,,,,,
665,395,71,361,,,,,,,,,,,,,,,,,,,,,,,,,,
666,396,90,270,,,,,,,,,,,,,,,,,,,,,,,,,,
667,397,69,291,,,,,,,,,,,,,,,,,,,,,,,,,,
668,398,74,248,,,,,,,,,,,,,,,,,,,,,,,,,,
669,399,78,332,,,,,,,,,,,,,,,,,,,,,,,,,,
670,400,91,282,,,,,,,,,,,,,,,,,,,,,,,,,,
671,401,66,335,,,,,,,,,,,,,,,,,,,,,,,,,,
672,402,81,502,,,,,,,,,,,,,,,,,,,,,,,,,,
673,403,59,421,,,,,,,,,,,,,,,,,,,,,,,,,,
674,404,87,469,,,,,,,,,,,,,,,,,,,,,,,,,,
675,405,65,509,,,,,,,,,,,,,,,,,,,,,,,,,,
676,406,82,386,,,,,,,,,,,,,,,,,,,,,,,,,,
677,407,94,435,,,,,,,,,,,,,,,,,,,,,,,,,,
678,408,88,260,,,,,,,,,,,,,,,,,,,,,,,,,,
679,409,73,453,,,,,,,,,,,,,,,,,,,,,,,,,,
680,410,77,247,,,,,,,,,,,,,,,,,,,,,,,,,,
681,411,82,244,,,,,,,,,,,,,,,,,,,,,,,,,,
682,412,76,459,,,,,,,,,,,,,,,,,,,,,,,,,,
683,413,60,518,,,,,,,,,,,,,,,,,,,,,,,,,,
684,414,60,484,,,,,,,,,,,,,,,,,,,,,,,,,,
685,415,68,477,,,,,,,,,,,,,,,,,,,,,,,,,,
686,416,63,551,,,,,,,,,,,,,,,,,,,,,,,,,,
687,417,89,512,,,,,,,,,,,,,,,,,,,,,,,,,,
688,418,77,487,,,,,,,,,,,,,,,,,,,,,,,,,,
689,419,89,326,,,,,,,,,,,,,,,,,,,,,,,,,,
690,420,62,333,,,,,,,,,,,,,,,,,,,,,,,,,,
691,421,75,472,,,,,,,,,,,,,,,,,,,,,,,,,,
692,422,72,502,,,,,,,,,,,,,,,,,,,,,,,,,,
693,423,82,443,,,,,,,,,,,,,,,,,,,,,,,,,,
694,424,62,555,,,,,,,,,,,,,,,,,,,,,,,,,,
695,425,70,391,,,,,,,,,,,,,,,,,,,,,,,,,,
696,426,81,638,,,,,,,,,,,,,,,,,,,,,,,,,,
697,427,84,587,,,,,,,,,,,,,,,,,,,,,,,,,,
698,428,75,317,,,,,,,,,,,,,,,,,,,,,,,,,,
699,429,85,273,,,,,,,,,,,,,,,,,,,,,,,,,,
700,430,81,366,,,,,,,,,,,,,,,,,,,,,,,,,,
701,431,73,315,,,,,,,,,,,,,,,,,,,,,,,,,,
702,432,70,476,,,,,,,,,,,,,,,,,,,,,,,,,,
703,433,78,584,,,,,,,,,,,,,,,,,,,,,,,,,,
704,434,78,354,,,,,,,,,,,,,,,,,,,,,,,,,,
705,435,94,320,,,,,,,,,,,,,,,,,,,,,,,,,,
706,436,66,309,,,,,,,,,,,,,,,,,,,,,,,,,,
707,437,75,351,,,,,,,,,,,,,,,,,,,,,,,,,,
708,438,79,267,,,,,,,,,,,,,,,,,,,,,,,,,,
709,439,81,572,,,,,,,,,,,,,,,,,,,,,,,,,,
710,440,91,452,,,,,,,,,,,,,,,,,,,,,,,,,,
711,441,80,342,,,,,,,,,,,,,,,,,,,,,,,,,,
712,442,70,593,,,,,,,,,,,,,,,,,,,,,,,,,,
713,443,93,293,,,,,,,,,,,,,,,,,,,,,,,,,,
714,444,61,623,,,,,,,,,,,,,,,,,,,,,,,,,,
715,445,67,367,,,,,,,,,,,,,,,,,,,,,,,,,,
716,446,90,540,,,,,,,,,,,,,,,,,,,,,,,,,,
717,447,80,546,,,,,,,,,,,,,,,,,,,,,,,,,,
718,448,88,344,,,,,,,,,,,,,,,,,,,,,,,,,,
719,449,68,554,,,,,,,,,,,,,,,,,,,,,,,,,,
720,450,63,557,,,,,,,,,,,,,,,,,,,,,,,,,,
721,451,94,566,,,,,,,,,,,,,,,,,,,,,,,,,,
722,452,88,280,,,,,,,,,,,,,,,,,,,,,,,,,,
723,453,65,419,,,,,,,,,,,,,,,,,,,,,,,,,,
724,454,78,412,,,,,,,,,,,,,,,,,,,,,,,,,,
725,455,69,392,,,,,,,,,,,,,,,,,,,,,,,,,,
726,456,79,605,,,,,,,,,,,,,,,,,,,,,,,,,,
727,457,65,270,,,,,,,,,,,,,,,,,,,,,,,,,,
728,458,85,296,,,,,,,,,,,,,,,,,,,,,,,,,,
729,459,90,406,,,,,,,,,,,,,,,,,,,,,,,,,,
730,460,81,400,,,,,,,,,,,,,,,,,,,,,,,,,,
731,461,87,467,,,,,,,,,,,,,,,,,,,,,,,,,,
732,462,61,500,,,,,,,,,,,,,,,,,,,,,,,,,,
733,463,70,423,,,,,,,,,,,,,,,,,,,,,,,,,,
734,464,79,510,,,,,,,,,,,,,,,,,,,,,,,,,,
735,465,75,360,,,,,,,,,,,,,,,,,,,,,,,,,,
736,466,87,577,,,,,,,,,,,,,,,,,,,,,,,,,,
737,467,84,276,,,,,,,,,,,,,,,,,,,,,,,,,,
738,468,79,549,,,,,,,,,,,,,,,,,,,,,,,,,,
739,469,74,319,,,,,,,,,,,,,,,,,,,,,,,,,,
740,470,84,446,,,,,,,,,,,,,,,,,,,,,,,,,,
741,471,80,492,,,,,,,,,,,,,,,,,,,,,,,,,,
742,472,82,576,,,,,,,,,,,,,,,,,,,,,,,,,,
743,473,86,621,,,,,,,,,,,,,,,,,,,,,,,,,,
744,474,79,449,,,,,,,,,,,,,,,,,,,,,,,,,,
745,475,60,514,,,,,,,,,,,,,,,,,,,,,,,,,,
746,476,72,582,,,,,,,,,,,,,,,,,,,,,,,,,,
747,477,64,524,,,,,,,,,,,,,,,,,,,,,,,,,,
748,478,94,401,,,,,,,,,,,,,,,,,,,,,,,,,,
749,479,86,305,,,,,,,,,,,,,,,,,,,,,,,,,,
750,480,86,521,,,,,,,,,,,,,,,,,,,,,,,,,,
751,481,90,587,,,,,,,,,,,,,,,,,,,,,,,,,,
752,482,94,239,,,,,,,,,,,,,,,,,,,,,,,,,,
753,483,80,525,,,,,,,,,,,,,,,,,,,,,,,,,,
754,484,66,278,,,,,,,,,,,,,,,,,,,,,,,,,,
755,485,77,619,,,,,,,,,,,,,,,,,,,,,,,,,,
756,486,84,512,,,,,,,,,,,,,,,,,,,,,,,,,,
757,487,84,281,,,,,,,,,,,,,,,,,,,,,,,,,,
758,488,88,304,,,,,,,,,,,,,,,,,,,,,,,,,,
759,489,91,325,,,,,,,,,,,,,,,,,,,,,,,,,,
760,490,91,389,,,,,,,,,,,,,,,,,,,,,,,,,,
761,491,91,257,,,,,,,,,,,,,,,,,,,,,,,,,,
762,492,81,543,,,,,,,,,,,,,,,,,,,,,,,,,,
763,493,92,613,,,,,,,,,,,,,,,,,,,,,,,,,,
764,494,83,240,,,,,,,,,,,,,,,,,,,,,,,,,,
765,495,62,298,,,,,,,,,,,,,,,,,,,,,,,,,,
766,496,59,349,,,,,,,,,,,,,,,,,,,,,,,,,,
767,497,74,244,,,,,,,,,,,,,,,,,,,,,,,,,,
768,498,82,525,,,,,,,,,,,,,,,,,,,,,,,,,,
769,499,82,501,,,,,,,,,,,,,,,,,,,,,,,,,,
770,500,68,255,,,,,,,,,,,,,,,,,,,,,,,,,,
771,501,86,422,,,,,,,,,,,,,,,,,,,,,,,,,,
772,502,59,276,,,,,,,,,,,,,,,,,,,,,,,,,,
773,503,94,517,,,,,,,,,,,,,,,,,,,,,,,,,,
774,504,64,262,,,,,,,,,,,,,,,,,,,,,,,,,,
775,505,91,573,,,,,,,,,,,,,,,,,,,,,,,,,,
