,n,58,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
214,4,39,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,24","1,24","1,24","1,24",,,,,
215,4,41,1,,,,,,,,,,"2,25","2,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,4,41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,38","3,38","3,38","3,38",,,,,
217,4,41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,28","17,28","17,28","17,28",
218,4,41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,25","2,25","2,25","2,25",,,,,
219,4,45,1,,,,,,,,,,"0,19","0,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,4,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,28","8,28","8,28","8,28",
221,4,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,"4,15","4,15","4,15","4,15","4,15","4,15",,,,,,,,,,,
222,4,45,4,,,,,"1,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,38","3,38","3,38","3,38",
224,4,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,28","2,28","2,28","2,28",,,,,
225,4,46,1,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,
227,4,46,3,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,4,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,216,216,216,
229,4,46,5,,,,,,,,,,,,,,,,,,,,,,,,,,144,144,144,144,144,144,,,,,,,,,,,
230,4,46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,78,78,78,,,,,
231,4,46,7,,,,,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,4,46,8,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18,18,18,,,,,,,,,,,
233,4,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,
234,4,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,,,,,
235,4,46,11,,,,,,,,,,,,,,,,,,,216,216,216,216,216,216,216,,,,,,,,,,,,,,,,,
236,4,46,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,,,,,
237,4,47,1,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,4,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,
239,4,47,3,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,4,47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,216,216,216,
241,4,47,5,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,600,600,600,600,,,,,,,,,,,
242,4,47,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,120,
243,4,47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,,,,
244,4,47,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,,,,,
245,4,47,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,180,180,
246,4,47,10,,,,,,,,,,,,,,,,,,,216,216,216,216,216,216,216,,,,,,,,,,,,,,,,,
247,4,47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,
248,4,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,,,,,,,,,
249,4,47,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,72,,,,,
250,4,47,14,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,,,,,,,,,,
251,4,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,
252,4,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,
253,4,48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,
254,4,48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,
255,4,48,5,,,,,,,,,,,,,,,,,,,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
256,4,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,,,,,,,,,,
257,4,48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,,,,,
258,4,51,1,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,4,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,24,24,
260,4,51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,240,,,,,,,,,
261,4,51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,84,84,
262,4,52,1,,,,,,,,,,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,4,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5","4,5",,,,,,,,,
264,4,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,
265,4,56,1,,,,,,,,,,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,4,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,252,252,252,
267,4,56,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,,,,,,,,,
268,4,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,,,,,
269,4,56,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,54,
270,4,56,6,,,,,,,,,,,,,,,,,,,258,258,258,258,258,258,258,,,,,,,,,,,,,,,,,
271,4,56,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,54,
272,4,58,1,,,,,,,,,,108,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,4,58,2,,,,,,,,,,,,162,162,162,162,162,162,162,,,,,,,,,,,,,,,,,,,,,,,,
274,4,58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,,,,,,,,,
275,4,58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,,,,,
276,4,58,5,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,,,,,,,,,,,
277,4,58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,186,186,186,,,,,
278,4,58,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,180,180,
279,4,58,8,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,,,,,,,,,,,
280,4,58,9,,,,,,,,,,,,,,,,,,,516,516,516,516,516,516,516,,,,,,,,,,,,,,,,,
281,4,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Part Family,Part Family,Setup Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1,2,"35,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1,3,"65,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1,4,"49,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2,1,"75,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2,3,"45,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2,4,"25,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,3,1,"65,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,3,2,"58,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,3,4,"35,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,4,1,"79,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,4,2,"55,33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,4,3,"25,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Cell,Cell,Transportation Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,2,"12,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1,3,"18,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1,4,"21,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2,1,"25,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2,3,"10,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2,4,"21,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,3,1,"9,53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,3,2,"16,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,3,4,"25,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,4,1,"24,31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,4,2,"15,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,4,3,"19,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Job,Due Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,38,"1434,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,4,"1182,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,5,"1283,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,6,"243,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,7,"326,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,9,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,17,"794,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,19,"962,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,20,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,21,"340,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,22,"559,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,28,"1171,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,31,"1137,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,32,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,33,"570,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,34,"1511,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,37,"903,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,40,"1336,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,42,"254,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,44,"1573,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,50,"194,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,53,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,54,"749,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,55,"1552,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,57,"1180,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,10,"828,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,23,"1555,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,24,"568,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,25,"1225,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,26,1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,35,"936,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,36,"1190,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,43,"736,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,49,"162,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1,"836,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2,"1073,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,3,"210,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,8,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,11,"1473,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,13,"225,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,14,"24,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,15,"262,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,16,"152,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,18,"864,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,27,"1374,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,29,"1620,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,30,"254,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,39,"1195,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,41,"1665,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,45,1616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,46,"1615,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,47,"1306,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,48,"326,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,51,"1440,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,52,"924,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,56,"552,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,58,"1578,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,No,Reference_point1,Reference_point2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1,"1798,118278","3126,328311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2,"1909,505498","13135,65659",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,3,"2006,693264","8003,896329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,4,"1851,895832","15744,66309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,5,"1722,921081","11179,58402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,6,"1685,86907","5205,637116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,7,"1834,564184","16439,93414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,8,"2019,245109","11367,883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,9,"1815,494314","10768,99132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,10,"2030,533921","12078,35928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,11,"2155,789475","2863,463523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,12,"1753,346801","7234,309566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,13,"2078,333018","4015,744249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,14,"2076,208715","6102,261306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,15,"2091,127954","14875,39788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,16,"1955,057626","12304,59877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,17,"2028,005769","1655,212517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,18,"2177,265591","13661,18154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,19,"2109,348047","2395,679733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,20,"1933,677973","9404,524094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,21,"1810,441755","16500,96007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,22,"2023,826924","7304,653328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,23,"1892,835453","11678,64137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,24,"2016,826261","8611,127384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,25,"1796,00124","6802,848526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,26,"1939,727787","4015,140439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,27,"1848,071772","11925,35968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,28,"1872,842252","3800,868473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,29,"2155,819239","2737,012161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,30,"2167,970825","8840,99774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,31,"1997,245329","2158,67951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,32,"1732,903386","4702,304712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,33,"1715,211075","6173,061819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,34,"1951,1963","6091,166728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,35,"2180,33412","14714,12383",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,36,"2077,413008","4784,531648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,37,"1722,760997","4160,026281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,38,"1890,099819","15928,2288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,39,"1876,48521","13176,36242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,40,"2154,697092","3305,022635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,41,"1922,297407","6309,467925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,42,"1703,251248","8560,686006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,43,"1855,024649","7308,584369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,44,"1860,090081","1564,132057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,45,"1986,773135","14120,01762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,46,"2108,185525","13167,4611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,47,"1716,585246","1847,983757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,48,"2123,385164","4871,525783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,49,"2116,601821","8663,120752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,50,"1824,540814","3303,340759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,51,"1735,881831","7066,415138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,52,"1913,5729","7033,265147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,53,"1955,586911","6084,06357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,54,"1706,192334","3987,38153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,55,"1805,288367","8100,503025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,56,"2055,400935","4107,800133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,57,"1741,355861","14339,90995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,58,"2179,352188","6266,773095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,59,"2173,322097","11313,38255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,60,"2107,223996","12040,21484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,61,"2151,697135","9644,953321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,62,"2022,255661","3891,970436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,63,"1681,134821","1788,888628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,64,"1738,282996","2579,056065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,65,"1820,598263","4523,658207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,66,"1713,612445","15473,76731",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,67,"1912,984097","13947,50623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,68,"2179,303055","3284,687246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,69,"2102,808796","11960,45719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,70,"2136,621124","2269,769093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,71,"1833,691962","4516,839428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,72,"2051,259216","4164,827666",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,73,"1713,908511","11762,15885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,74,"1995,869233","5049,687206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,75,"1686,75619","10054,44998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,76,"1794,626314","4806,448973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,77,"1988,434282","10554,48927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,78,"1763,431102","10317,54267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,79,"2019,621804","6200,108896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,80,"1849,476074","9550,550165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
