,n,7,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
799,730,33,53,,,,,,,,,
800,731,37,43,,,,,,,,,
801,732,34,36,,,,,,,,,
802,733,44,42,,,,,,,,,
803,734,36,46,,,,,,,,,
804,735,35,55,,,,,,,,,
805,736,43,45,,,,,,,,,
806,737,62,50,,,,,,,,,
807,738,34,36,,,,,,,,,
808,739,44,47,,,,,,,,,
809,740,49,52,,,,,,,,,
810,741,45,56,,,,,,,,,
811,742,45,52,,,,,,,,,
812,743,49,42,,,,,,,,,
813,744,48,49,,,,,,,,,
814,745,35,47,,,,,,,,,
815,746,55,39,,,,,,,,,
816,747,36,41,,,,,,,,,
817,748,46,53,,,,,,,,,
818,749,62,37,,,,,,,,,
819,750,54,38,,,,,,,,,
820,751,46,42,,,,,,,,,
821,752,49,55,,,,,,,,,
822,753,33,37,,,,,,,,,
823,754,62,40,,,,,,,,,
824,755,37,51,,,,,,,,,
825,756,59,44,,,,,,,,,
826,757,38,43,,,,,,,,,
827,758,40,41,,,,,,,,,
828,759,58,43,,,,,,,,,
829,760,43,38,,,,,,,,,
830,761,54,48,,,,,,,,,
831,762,38,49,,,,,,,,,
832,763,33,42,,,,,,,,,
833,764,35,50,,,,,,,,,
834,765,34,43,,,,,,,,,
835,766,30,44,,,,,,,,,
836,767,56,45,,,,,,,,,
837,768,39,39,,,,,,,,,
838,769,42,48,,,,,,,,,
839,770,51,46,,,,,,,,,
840,771,40,43,,,,,,,,,
841,772,41,45,,,,,,,,,
842,773,51,44,,,,,,,,,
843,774,58,54,,,,,,,,,
844,775,60,41,,,,,,,,,
845,776,61,48,,,,,,,,,
846,777,51,48,,,,,,,,,
847,778,41,55,,,,,,,,,
848,779,29,56,,,,,,,,,
849,780,55,53,,,,,,,,,
850,781,59,41,,,,,,,,,
851,782,30,54,,,,,,,,,
852,783,52,46,,,,,,,,,
853,784,49,53,,,,,,,,,
854,785,30,39,,,,,,,,,
855,786,58,41,,,,,,,,,
856,787,53,55,,,,,,,,,
857,788,56,44,,,,,,,,,
858,789,36,53,,,,,,,,,
859,790,62,51,,,,,,,,,
860,791,43,42,,,,,,,,,
861,792,54,55,,,,,,,,,
862,793,42,45,,,,,,,,,
863,794,53,40,,,,,,,,,
864,795,32,43,,,,,,,,,
865,796,33,45,,,,,,,,,
866,797,56,53,,,,,,,,,
867,798,50,37,,,,,,,,,
868,799,40,45,,,,,,,,,
869,800,55,39,,,,,,,,,
870,801,55,36,,,,,,,,,
871,802,57,52,,,,,,,,,
872,803,41,50,,,,,,,,,
873,804,59,51,,,,,,,,,
874,805,56,56,,,,,,,,,
875,806,52,40,,,,,,,,,
876,807,62,36,,,,,,,,,
877,808,42,47,,,,,,,,,
878,809,46,38,,,,,,,,,
879,810,46,41,,,,,,,,,
880,811,54,44,,,,,,,,,
881,812,53,50,,,,,,,,,
882,813,29,45,,,,,,,,,
883,814,45,54,,,,,,,,,
884,815,39,51,,,,,,,,,
885,816,31,51,,,,,,,,,
886,817,30,53,,,,,,,,,
887,818,62,44,,,,,,,,,
888,819,45,56,,,,,,,,,
889,820,47,50,,,,,,,,,
890,821,47,56,,,,,,,,,
891,822,42,38,,,,,,,,,
892,823,52,55,,,,,,,,,
893,824,44,52,,,,,,,,,
894,825,43,36,,,,,,,,,
895,826,47,40,,,,,,,,,
896,827,61,47,,,,,,,,,
897,828,42,43,,,,,,,,,
898,829,39,39,,,,,,,,,
899,830,54,55,,,,,,,,,
900,831,35,36,,,,,,,,,
901,832,44,37,,,,,,,,,
902,833,59,55,,,,,,,,,
903,834,33,39,,,,,,,,,
904,835,30,56,,,,,,,,,
905,836,32,47,,,,,,,,,
906,837,47,52,,,,,,,,,
907,838,52,52,,,,,,,,,
908,839,29,48,,,,,,,,,
909,840,62,37,,,,,,,,,
910,841,62,50,,,,,,,,,
911,842,44,41,,,,,,,,,
912,843,35,53,,,,,,,,,
913,844,56,47,,,,,,,,,
914,845,43,48,,,,,,,,,
915,846,32,42,,,,,,,,,
916,847,37,49,,,,,,,,,
917,848,46,47,,,,,,,,,
918,849,47,42,,,,,,,,,
919,850,36,51,,,,,,,,,
920,851,56,42,,,,,,,,,
921,852,54,44,,,,,,,,,
922,853,61,36,,,,,,,,,
923,854,51,39,,,,,,,,,
924,855,57,49,,,,,,,,,
925,856,40,50,,,,,,,,,
926,857,35,49,,,,,,,,,
927,858,60,46,,,,,,,,,
928,859,47,40,,,,,,,,,
929,860,59,37,,,,,,,,,
930,861,33,48,,,,,,,,,
931,862,52,44,,,,,,,,,
932,863,59,52,,,,,,,,,
933,864,38,55,,,,,,,,,
934,865,39,39,,,,,,,,,
935,866,36,50,,,,,,,,,
936,867,41,41,,,,,,,,,
937,868,38,50,,,,,,,,,
938,869,60,36,,,,,,,,,
939,870,39,39,,,,,,,,,
940,871,35,49,,,,,,,,,
941,872,52,53,,,,,,,,,
942,873,38,44,,,,,,,,,
943,874,32,48,,,,,,,,,
944,875,53,56,,,,,,,,,
945,876,62,43,,,,,,,,,
946,877,43,39,,,,,,,,,
947,878,49,39,,,,,,,,,
948,879,49,43,,,,,,,,,
949,880,47,39,,,,,,,,,
950,881,54,51,,,,,,,,,
951,882,57,50,,,,,,,,,
952,883,42,49,,,,,,,,,
953,884,41,55,,,,,,,,,
954,885,41,41,,,,,,,,,
955,886,49,46,,,,,,,,,
956,887,59,51,,,,,,,,,
957,888,58,45,,,,,,,,,
958,889,60,54,,,,,,,,,
959,890,33,46,,,,,,,,,
960,891,52,49,,,,,,,,,
961,892,36,42,,,,,,,,,
962,893,34,53,,,,,,,,,
963,894,38,39,,,,,,,,,
964,895,50,38,,,,,,,,,
965,896,31,48,,,,,,,,,
966,897,45,39,,,,,,,,,
967,898,42,45,,,,,,,,,
968,899,56,36,,,,,,,,,
969,900,43,49,,,,,,,,,
970,901,30,39,,,,,,,,,
971,902,37,45,,,,,,,,,
972,903,42,45,,,,,,,,,
973,904,44,50,,,,,,,,,
974,905,39,38,,,,,,,,,
975,906,38,51,,,,,,,,,
976,907,35,36,,,,,,,,,
977,908,44,37,,,,,,,,,
978,909,47,47,,,,,,,,,
979,910,45,47,,,,,,,,,
980,911,41,39,,,,,,,,,
981,912,39,41,,,,,,,,,
982,913,35,36,,,,,,,,,
983,914,29,51,,,,,,,,,
984,915,40,45,,,,,,,,,
985,916,51,54,,,,,,,,,
986,917,45,46,,,,,,,,,
987,918,44,47,,,,,,,,,
988,919,43,51,,,,,,,,,
989,920,59,50,,,,,,,,,
990,921,42,47,,,,,,,,,
991,922,58,46,,,,,,,,,
992,923,57,43,,,,,,,,,
993,924,42,45,,,,,,,,,
994,925,52,42,,,,,,,,,
995,926,59,41,,,,,,,,,
996,927,47,54,,,,,,,,,
997,928,38,54,,,,,,,,,
998,929,57,36,,,,,,,,,
999,930,38,44,,,,,,,,,
1000,931,44,51,,,,,,,,,
1001,932,42,54,,,,,,,,,
1002,933,44,44,,,,,,,,,
1003,934,37,50,,,,,,,,,
1004,935,48,55,,,,,,,,,
1005,936,51,52,,,,,,,,,
1006,937,50,52,,,,,,,,,
1007,938,34,53,,,,,,,,,
1008,939,39,53,,,,,,,,,
1009,940,42,53,,,,,,,,,
1010,941,49,47,,,,,,,,,
1011,942,30,36,,,,,,,,,
1012,943,47,44,,,,,,,,,
1013,944,40,48,,,,,,,,,
1014,945,36,48,,,,,,,,,
1015,946,52,44,,,,,,,,,
1016,947,45,46,,,,,,,,,
1017,948,37,49,,,,,,,,,
1018,949,34,36,,,,,,,,,
1019,950,29,45,,,,,,,,,
1020,951,32,50,,,,,,,,,
1021,952,59,52,,,,,,,,,
1022,953,50,38,,,,,,,,,
1023,954,50,51,,,,,,,,,
1024,955,52,45,,,,,,,,,
1025,956,48,36,,,,,,,,,
1026,957,49,45,,,,,,,,,
1027,958,55,54,,,,,,,,,
1028,959,52,43,,,,,,,,,
1029,960,40,37,,,,,,,,,
1030,961,30,49,,,,,,,,,
1031,962,45,56,,,,,,,,,
1032,963,36,41,,,,,,,,,
1033,964,38,38,,,,,,,,,
1034,965,47,46,,,,,,,,,
1035,966,50,41,,,,,,,,,
1036,967,56,55,,,,,,,,,
1037,968,53,55,,,,,,,,,
1038,969,51,41,,,,,,,,,
1039,970,41,44,,,,,,,,,
1040,971,55,48,,,,,,,,,
1041,972,60,52,,,,,,,,,
1042,973,30,50,,,,,,,,,
1043,974,56,37,,,,,,,,,
1044,975,53,43,,,,,,,,,
1045,976,62,52,,,,,,,,,
1046,977,52,56,,,,,,,,,
1047,978,43,45,,,,,,,,,
1048,979,36,55,,,,,,,,,
1049,980,48,43,,,,,,,,,
1050,981,58,46,,,,,,,,,
1051,982,36,40,,,,,,,,,
1052,983,56,42,,,,,,,,,
1053,984,35,49,,,,,,,,,
1054,985,53,53,,,,,,,,,
1055,986,36,44,,,,,,,,,
1056,987,62,55,,,,,,,,,
1057,988,37,45,,,,,,,,,
1058,989,53,50,,,,,,,,,
1059,990,60,46,,,,,,,,,
1060,991,44,40,,,,,,,,,
1061,992,42,39,,,,,,,,,
1062,993,46,53,,,,,,,,,
1063,994,49,53,,,,,,,,,
1064,995,46,41,,,,,,,,,
1065,996,53,51,,,,,,,,,
1066,997,52,36,,,,,,,,,
1067,998,47,42,,,,,,,,,
1068,999,42,51,,,,,,,,,
1069,1000,61,51,,,,,,,,,
