,n,9,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
752,675,41,111,,,,,,,,,,
753,676,58,105,,,,,,,,,,
754,677,67,110,,,,,,,,,,
755,678,34,102,,,,,,,,,,
756,679,36,94,,,,,,,,,,
757,680,67,78,,,,,,,,,,
758,681,49,126,,,,,,,,,,
759,682,45,87,,,,,,,,,,
760,683,40,123,,,,,,,,,,
761,684,63,114,,,,,,,,,,
762,685,43,105,,,,,,,,,,
763,686,53,111,,,,,,,,,,
764,687,65,97,,,,,,,,,,
765,688,51,92,,,,,,,,,,
766,689,61,123,,,,,,,,,,
767,690,68,123,,,,,,,,,,
768,691,49,132,,,,,,,,,,
769,692,35,86,,,,,,,,,,
770,693,64,124,,,,,,,,,,
771,694,58,88,,,,,,,,,,
772,695,68,86,,,,,,,,,,
773,696,71,88,,,,,,,,,,
774,697,66,105,,,,,,,,,,
775,698,35,94,,,,,,,,,,
776,699,35,92,,,,,,,,,,
777,700,62,130,,,,,,,,,,
778,701,68,115,,,,,,,,,,
779,702,69,115,,,,,,,,,,
780,703,37,75,,,,,,,,,,
781,704,59,105,,,,,,,,,,
782,705,39,117,,,,,,,,,,
783,706,62,90,,,,,,,,,,
784,707,50,78,,,,,,,,,,
785,708,59,102,,,,,,,,,,
786,709,64,79,,,,,,,,,,
787,710,50,94,,,,,,,,,,
788,711,40,107,,,,,,,,,,
789,712,62,76,,,,,,,,,,
790,713,54,90,,,,,,,,,,
791,714,63,94,,,,,,,,,,
792,715,47,81,,,,,,,,,,
793,716,44,99,,,,,,,,,,
794,717,35,132,,,,,,,,,,
795,718,68,118,,,,,,,,,,
796,719,35,96,,,,,,,,,,
797,720,38,120,,,,,,,,,,
798,721,40,82,,,,,,,,,,
799,722,37,86,,,,,,,,,,
800,723,51,118,,,,,,,,,,
801,724,64,121,,,,,,,,,,
802,725,66,108,,,,,,,,,,
803,726,53,132,,,,,,,,,,
804,727,66,99,,,,,,,,,,
805,728,63,95,,,,,,,,,,
806,729,69,127,,,,,,,,,,
807,730,39,124,,,,,,,,,,
808,731,43,94,,,,,,,,,,
809,732,40,75,,,,,,,,,,
810,733,51,93,,,,,,,,,,
811,734,42,103,,,,,,,,,,
812,735,40,130,,,,,,,,,,
813,736,50,100,,,,,,,,,,
814,737,71,114,,,,,,,,,,
815,738,40,75,,,,,,,,,,
816,739,51,106,,,,,,,,,,
817,740,56,123,,,,,,,,,,
818,741,52,134,,,,,,,,,,
819,742,52,122,,,,,,,,,,
820,743,56,93,,,,,,,,,,
821,744,55,112,,,,,,,,,,
822,745,41,107,,,,,,,,,,
823,746,64,82,,,,,,,,,,
824,747,42,91,,,,,,,,,,
825,748,53,123,,,,,,,,,,
826,749,71,78,,,,,,,,,,
827,750,62,81,,,,,,,,,,
828,751,53,92,,,,,,,,,,
829,752,56,129,,,,,,,,,,
830,753,38,79,,,,,,,,,,
831,754,70,85,,,,,,,,,,
832,755,43,119,,,,,,,,,,
833,756,67,98,,,,,,,,,,
834,757,45,94,,,,,,,,,,
835,758,47,90,,,,,,,,,,
836,759,66,96,,,,,,,,,,
837,760,49,82,,,,,,,,,,
838,761,63,110,,,,,,,,,,
839,762,44,112,,,,,,,,,,
840,763,39,91,,,,,,,,,,
841,764,41,116,,,,,,,,,,
842,765,40,95,,,,,,,,,,
843,766,35,97,,,,,,,,,,
844,767,64,102,,,,,,,,,,
845,768,45,84,,,,,,,,,,
846,769,48,109,,,,,,,,,,
847,770,59,104,,,,,,,,,,
848,771,46,96,,,,,,,,,,
849,772,47,101,,,,,,,,,,
850,773,58,97,,,,,,,,,,
851,774,66,128,,,,,,,,,,
852,775,69,88,,,,,,,,,,
853,776,70,111,,,,,,,,,,
854,777,58,110,,,,,,,,,,
855,778,47,129,,,,,,,,,,
856,779,35,132,,,,,,,,,,
857,780,63,125,,,,,,,,,,
858,781,67,90,,,,,,,,,,
859,782,35,129,,,,,,,,,,
860,783,60,104,,,,,,,,,,
861,784,57,124,,,,,,,,,,
862,785,35,84,,,,,,,,,,
863,786,67,91,,,,,,,,,,
864,787,60,129,,,,,,,,,,
865,788,64,98,,,,,,,,,,
866,789,42,124,,,,,,,,,,
867,790,71,120,,,,,,,,,,
868,791,50,93,,,,,,,,,,
869,792,62,130,,,,,,,,,,
870,793,48,101,,,,,,,,,,
871,794,61,85,,,,,,,,,,
872,795,37,97,,,,,,,,,,
873,796,39,100,,,,,,,,,,
874,797,64,124,,,,,,,,,,
875,798,57,78,,,,,,,,,,
876,799,46,102,,,,,,,,,,
877,800,63,83,,,,,,,,,,
878,801,63,75,,,,,,,,,,
879,802,66,120,,,,,,,,,,
880,803,47,115,,,,,,,,,,
881,804,68,119,,,,,,,,,,
882,805,64,132,,,,,,,,,,
883,806,60,86,,,,,,,,,,
884,807,71,74,,,,,,,,,,
885,808,49,108,,,,,,,,,,
886,809,53,80,,,,,,,,,,
887,810,53,88,,,,,,,,,,
888,811,63,99,,,,,,,,,,
889,812,61,114,,,,,,,,,,
890,813,35,101,,,,,,,,,,
891,814,52,127,,,,,,,,,,
892,815,45,118,,,,,,,,,,
893,816,36,120,,,,,,,,,,
894,817,36,124,,,,,,,,,,
895,818,71,98,,,,,,,,,,
896,819,51,134,,,,,,,,,,
897,820,55,117,,,,,,,,,,
898,821,54,134,,,,,,,,,,
899,822,48,82,,,,,,,,,,
900,823,59,131,,,,,,,,,,
901,824,51,122,,,,,,,,,,
902,825,50,76,,,,,,,,,,
903,826,54,87,,,,,,,,,,
904,827,70,106,,,,,,,,,,
905,828,48,96,,,,,,,,,,
906,829,45,84,,,,,,,,,,
907,830,62,130,,,,,,,,,,
908,831,41,74,,,,,,,,,,
909,832,50,78,,,,,,,,,,
910,833,68,131,,,,,,,,,,
911,834,39,82,,,,,,,,,,
912,835,35,134,,,,,,,,,,
913,836,37,106,,,,,,,,,,
914,837,55,123,,,,,,,,,,
915,838,60,120,,,,,,,,,,
916,839,34,110,,,,,,,,,,
917,840,71,79,,,,,,,,,,
918,841,71,115,,,,,,,,,,
919,842,51,89,,,,,,,,,,
920,843,40,125,,,,,,,,,,
921,844,64,106,,,,,,,,,,
922,845,50,111,,,,,,,,,,
923,846,37,92,,,,,,,,,,
924,847,43,112,,,,,,,,,,
925,848,53,106,,,,,,,,,,
926,849,55,93,,,,,,,,,,
927,850,42,119,,,,,,,,,,
928,851,64,92,,,,,,,,,,
929,852,62,100,,,,,,,,,,
930,853,70,75,,,,,,,,,,
931,854,59,83,,,,,,,,,,
932,855,65,111,,,,,,,,,,
933,856,46,117,,,,,,,,,,
934,857,41,113,,,,,,,,,,
935,858,69,105,,,,,,,,,,
936,859,54,85,,,,,,,,,,
937,860,67,77,,,,,,,,,,
938,861,39,111,,,,,,,,,,
939,862,60,99,,,,,,,,,,
940,863,67,122,,,,,,,,,,
941,864,44,130,,,,,,,,,,
942,865,45,83,,,,,,,,,,
943,866,42,116,,,,,,,,,,
944,867,47,88,,,,,,,,,,
945,868,45,115,,,,,,,,,,
946,869,69,76,,,,,,,,,,
947,870,45,83,,,,,,,,,,
948,871,40,114,,,,,,,,,,
949,872,60,123,,,,,,,,,,
950,873,44,97,,,,,,,,,,
951,874,38,110,,,,,,,,,,
952,875,60,134,,,,,,,,,,
953,876,71,95,,,,,,,,,,
954,877,50,84,,,,,,,,,,
955,878,57,85,,,,,,,,,,
956,879,57,94,,,,,,,,,,
957,880,54,83,,,,,,,,,,
958,881,62,119,,,,,,,,,,
959,882,66,114,,,,,,,,,,
960,883,49,112,,,,,,,,,,
961,884,47,131,,,,,,,,,,
962,885,47,89,,,,,,,,,,
963,886,56,105,,,,,,,,,,
964,887,67,118,,,,,,,,,,
965,888,67,103,,,,,,,,,,
966,889,68,128,,,,,,,,,,
967,890,39,104,,,,,,,,,,
968,891,60,114,,,,,,,,,,
969,892,42,92,,,,,,,,,,
970,893,40,126,,,,,,,,,,
971,894,44,85,,,,,,,,,,
972,895,57,80,,,,,,,,,,
973,896,36,109,,,,,,,,,,
974,897,52,83,,,,,,,,,,
975,898,49,100,,,,,,,,,,
976,899,64,75,,,,,,,,,,
977,900,49,113,,,,,,,,,,
978,901,35,83,,,,,,,,,,
979,902,43,101,,,,,,,,,,
980,903,49,102,,,,,,,,,,
981,904,51,117,,,,,,,,,,
982,905,45,82,,,,,,,,,,
983,906,44,117,,,,,,,,,,
984,907,41,76,,,,,,,,,,
985,908,51,79,,,,,,,,,,
986,909,54,107,,,,,,,,,,
987,910,52,107,,,,,,,,,,
988,911,48,84,,,,,,,,,,
989,912,46,88,,,,,,,,,,
990,913,40,74,,,,,,,,,,
991,914,34,119,,,,,,,,,,
992,915,46,100,,,,,,,,,,
993,916,59,127,,,,,,,,,,
994,917,51,104,,,,,,,,,,
995,918,51,106,,,,,,,,,,
996,919,49,120,,,,,,,,,,
997,920,68,117,,,,,,,,,,
998,921,48,107,,,,,,,,,,
999,922,67,104,,,,,,,,,,
1000,923,66,95,,,,,,,,,,
1001,924,48,102,,,,,,,,,,
1002,925,60,92,,,,,,,,,,
1003,926,68,89,,,,,,,,,,
1004,927,54,126,,,,,,,,,,
1005,928,44,126,,,,,,,,,,
1006,929,65,74,,,,,,,,,,
1007,930,44,98,,,,,,,,,,
1008,931,51,118,,,,,,,,,,
1009,932,48,126,,,,,,,,,,
1010,933,51,97,,,,,,,,,,
1011,934,43,116,,,,,,,,,,
1012,935,55,129,,,,,,,,,,
1013,936,59,121,,,,,,,,,,
1014,937,58,122,,,,,,,,,,
1015,938,40,123,,,,,,,,,,
1016,939,45,124,,,,,,,,,,
1017,940,49,124,,,,,,,,,,
1018,941,57,107,,,,,,,,,,
1019,942,35,74,,,,,,,,,,
1020,943,54,99,,,,,,,,,,
1021,944,47,111,,,,,,,,,,
1022,945,42,111,,,,,,,,,,
1023,946,60,99,,,,,,,,,,
1024,947,52,105,,,,,,,,,,
1025,948,43,114,,,,,,,,,,
1026,949,40,75,,,,,,,,,,
1027,950,35,102,,,,,,,,,,
1028,951,37,115,,,,,,,,,,
1029,952,67,121,,,,,,,,,,
1030,953,58,82,,,,,,,,,,
1031,954,57,119,,,,,,,,,,
1032,955,60,101,,,,,,,,,,
1033,956,55,74,,,,,,,,,,
1034,957,56,100,,,,,,,,,,
1035,958,63,128,,,,,,,,,,
1036,959,59,96,,,,,,,,,,
1037,960,46,77,,,,,,,,,,
1038,961,35,112,,,,,,,,,,
1039,962,51,132,,,,,,,,,,
1040,963,41,90,,,,,,,,,,
1041,964,44,81,,,,,,,,,,
1042,965,54,104,,,,,,,,,,
1043,966,58,90,,,,,,,,,,
1044,967,64,131,,,,,,,,,,
1045,968,61,130,,,,,,,,,,
1046,969,59,89,,,,,,,,,,
1047,970,48,98,,,,,,,,,,
1048,971,64,110,,,,,,,,,,
1049,972,68,121,,,,,,,,,,
1050,973,35,116,,,,,,,,,,
1051,974,64,77,,,,,,,,,,
1052,975,61,95,,,,,,,,,,
1053,976,71,123,,,,,,,,,,
1054,977,60,133,,,,,,,,,,
1055,978,50,102,,,,,,,,,,
1056,979,42,130,,,,,,,,,,
1057,980,55,96,,,,,,,,,,
1058,981,66,104,,,,,,,,,,
1059,982,42,85,,,,,,,,,,
1060,983,64,91,,,,,,,,,,
1061,984,41,114,,,,,,,,,,
1062,985,60,126,,,,,,,,,,
1063,986,42,99,,,,,,,,,,
1064,987,71,130,,,,,,,,,,
1065,988,44,100,,,,,,,,,,
1066,989,61,116,,,,,,,,,,
1067,990,69,105,,,,,,,,,,
1068,991,51,87,,,,,,,,,,
1069,992,49,85,,,,,,,,,,
1070,993,53,125,,,,,,,,,,
1071,994,56,124,,,,,,,,,,
1072,995,53,89,,,,,,,,,,
1073,996,60,119,,,,,,,,,,
1074,997,60,74,,,,,,,,,,
1075,998,54,92,,,,,,,,,,
1076,999,48,117,,,,,,,,,,
1077,1000,70,120,,,,,,,,,,
