,n,5,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
912,865,29,35,,,,,,,
913,866,29,45,,,,,,,
914,867,30,37,,,,,,,
915,868,29,45,,,,,,,
916,869,33,33,,,,,,,
917,870,29,35,,,,,,,
918,871,29,44,,,,,,,
919,872,32,47,,,,,,,
920,873,29,40,,,,,,,
921,874,28,43,,,,,,,
922,875,32,50,,,,,,,
923,876,33,39,,,,,,,
924,877,30,36,,,,,,,
925,878,31,36,,,,,,,
926,879,31,39,,,,,,,
927,880,31,35,,,,,,,
928,881,32,46,,,,,,,
929,882,33,45,,,,,,,
930,883,30,44,,,,,,,
931,884,30,50,,,,,,,
932,885,30,37,,,,,,,
933,886,31,42,,,,,,,
934,887,33,46,,,,,,,
935,888,33,41,,,,,,,
936,889,33,48,,,,,,,
937,890,28,42,,,,,,,
938,891,32,44,,,,,,,
939,892,29,38,,,,,,,
940,893,29,48,,,,,,,
941,894,29,36,,,,,,,
942,895,31,34,,,,,,,
943,896,28,43,,,,,,,
944,897,30,35,,,,,,,
945,898,30,40,,,,,,,
946,899,32,33,,,,,,,
947,900,30,44,,,,,,,
948,901,28,35,,,,,,,
949,902,29,41,,,,,,,
950,903,30,41,,,,,,,
951,904,30,45,,,,,,,
952,905,29,35,,,,,,,
953,906,29,45,,,,,,,
954,907,29,33,,,,,,,
955,908,30,34,,,,,,,
956,909,31,42,,,,,,,
957,910,30,42,,,,,,,
958,911,30,36,,,,,,,
959,912,29,37,,,,,,,
960,913,29,33,,,,,,,
961,914,28,46,,,,,,,
962,915,29,40,,,,,,,
963,916,32,48,,,,,,,
964,917,30,41,,,,,,,
965,918,30,42,,,,,,,
966,919,30,46,,,,,,,
967,920,33,45,,,,,,,
968,921,30,43,,,,,,,
969,922,33,41,,,,,,,
970,923,33,39,,,,,,,
971,924,30,41,,,,,,,
972,925,32,38,,,,,,,
973,926,33,37,,,,,,,
974,927,31,48,,,,,,,
975,928,29,48,,,,,,,
976,929,33,33,,,,,,,
977,930,29,40,,,,,,,
978,931,30,46,,,,,,,
979,932,30,48,,,,,,,
980,933,30,39,,,,,,,
981,934,29,45,,,,,,,
982,935,31,49,,,,,,,
983,936,32,46,,,,,,,
984,937,31,47,,,,,,,
985,938,28,47,,,,,,,
986,939,29,47,,,,,,,
987,940,30,47,,,,,,,
988,941,31,43,,,,,,,
989,942,28,33,,,,,,,
990,943,31,40,,,,,,,
991,944,30,44,,,,,,,
992,945,29,43,,,,,,,
993,946,32,40,,,,,,,
994,947,30,42,,,,,,,
995,948,29,44,,,,,,,
996,949,29,33,,,,,,,
997,950,28,41,,,,,,,
998,951,28,45,,,,,,,
999,952,33,47,,,,,,,
1000,953,31,35,,,,,,,
1001,954,31,46,,,,,,,
1002,955,32,41,,,,,,,
1003,956,31,33,,,,,,,
1004,957,31,40,,,,,,,
1005,958,32,49,,,,,,,
1006,959,32,39,,,,,,,
1007,960,29,33,,,,,,,
1008,961,28,44,,,,,,,
1009,962,30,50,,,,,,,
1010,963,29,37,,,,,,,
1011,964,29,35,,,,,,,
1012,965,31,42,,,,,,,
1013,966,31,37,,,,,,,
1014,967,32,49,,,,,,,
1015,968,32,49,,,,,,,
1016,969,31,37,,,,,,,
1017,970,30,40,,,,,,,
1018,971,32,43,,,,,,,
1019,972,33,46,,,,,,,
1020,973,28,45,,,,,,,
1021,974,32,34,,,,,,,
1022,975,32,39,,,,,,,
1023,976,33,47,,,,,,,
1024,977,32,50,,,,,,,
1025,978,30,41,,,,,,,
1026,979,29,49,,,,,,,
1027,980,31,39,,,,,,,
1028,981,33,41,,,,,,,
1029,982,29,36,,,,,,,
1030,983,32,38,,,,,,,
1031,984,29,44,,,,,,,
1032,985,32,48,,,,,,,
1033,986,29,40,,,,,,,
1034,987,33,49,,,,,,,
1035,988,29,40,,,,,,,
1036,989,32,45,,,,,,,
1037,990,33,42,,,,,,,
1038,991,30,36,,,,,,,
1039,992,30,36,,,,,,,
1040,993,31,48,,,,,,,
1041,994,31,47,,,,,,,
1042,995,31,37,,,,,,,
1043,996,32,46,,,,,,,
1044,997,32,33,,,,,,,
1045,998,31,38,,,,,,,
1046,999,30,45,,,,,,,
1047,1000,33,46,,,,,,,
