,n,11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
672,586,40,98,,,,,,,,,,,,
673,587,41,94,,,,,,,,,,,,
674,588,37,111,,,,,,,,,,,,
675,589,46,94,,,,,,,,,,,,
676,590,37,79,,,,,,,,,,,,
677,591,53,113,,,,,,,,,,,,
678,592,38,104,,,,,,,,,,,,
679,593,40,92,,,,,,,,,,,,
680,594,48,81,,,,,,,,,,,,
681,595,43,126,,,,,,,,,,,,
682,596,52,99,,,,,,,,,,,,
683,597,37,134,,,,,,,,,,,,
684,598,42,96,,,,,,,,,,,,
685,599,40,105,,,,,,,,,,,,
686,600,35,128,,,,,,,,,,,,
687,601,43,127,,,,,,,,,,,,
688,602,45,121,,,,,,,,,,,,
689,603,41,130,,,,,,,,,,,,
690,604,51,124,,,,,,,,,,,,
691,605,47,90,,,,,,,,,,,,
692,606,37,116,,,,,,,,,,,,
693,607,43,99,,,,,,,,,,,,
694,608,51,124,,,,,,,,,,,,
695,609,47,86,,,,,,,,,,,,
696,610,53,130,,,,,,,,,,,,
697,611,36,122,,,,,,,,,,,,
698,612,39,93,,,,,,,,,,,,
699,613,45,126,,,,,,,,,,,,
700,614,40,93,,,,,,,,,,,,
701,615,55,120,,,,,,,,,,,,
702,616,42,78,,,,,,,,,,,,
703,617,40,89,,,,,,,,,,,,
704,618,49,133,,,,,,,,,,,,
705,619,37,97,,,,,,,,,,,,
706,620,39,96,,,,,,,,,,,,
707,621,45,122,,,,,,,,,,,,
708,622,46,84,,,,,,,,,,,,
709,623,50,82,,,,,,,,,,,,
710,624,55,117,,,,,,,,,,,,
711,625,39,107,,,,,,,,,,,,
712,626,51,79,,,,,,,,,,,,
713,627,48,81,,,,,,,,,,,,
714,628,51,111,,,,,,,,,,,,
715,629,49,86,,,,,,,,,,,,
716,630,41,101,,,,,,,,,,,,
717,631,48,103,,,,,,,,,,,,
718,632,53,124,,,,,,,,,,,,
719,633,54,79,,,,,,,,,,,,
720,634,43,85,,,,,,,,,,,,
721,635,50,123,,,,,,,,,,,,
722,636,49,88,,,,,,,,,,,,
723,637,55,106,,,,,,,,,,,,
724,638,44,92,,,,,,,,,,,,
725,639,40,78,,,,,,,,,,,,
726,640,47,97,,,,,,,,,,,,
727,641,53,108,,,,,,,,,,,,
728,642,37,100,,,,,,,,,,,,
729,643,55,91,,,,,,,,,,,,
730,644,44,85,,,,,,,,,,,,
731,645,44,80,,,,,,,,,,,,
732,646,41,131,,,,,,,,,,,,
733,647,36,120,,,,,,,,,,,,
734,648,49,75,,,,,,,,,,,,
735,649,54,117,,,,,,,,,,,,
736,650,39,114,,,,,,,,,,,,
737,651,49,123,,,,,,,,,,,,
738,652,55,98,,,,,,,,,,,,
739,653,52,107,,,,,,,,,,,,
740,654,36,81,,,,,,,,,,,,
741,655,48,105,,,,,,,,,,,,
742,656,42,111,,,,,,,,,,,,
743,657,47,129,,,,,,,,,,,,
744,658,47,80,,,,,,,,,,,,
745,659,42,100,,,,,,,,,,,,
746,660,52,113,,,,,,,,,,,,
747,661,48,89,,,,,,,,,,,,
748,662,50,113,,,,,,,,,,,,
749,663,45,120,,,,,,,,,,,,
750,664,37,88,,,,,,,,,,,,
751,665,52,101,,,,,,,,,,,,
752,666,42,107,,,,,,,,,,,,
753,667,52,131,,,,,,,,,,,,
754,668,49,78,,,,,,,,,,,,
755,669,47,119,,,,,,,,,,,,
756,670,47,101,,,,,,,,,,,,
757,671,38,94,,,,,,,,,,,,
758,672,45,130,,,,,,,,,,,,
759,673,50,116,,,,,,,,,,,,
760,674,42,85,,,,,,,,,,,,
761,675,38,111,,,,,,,,,,,,
762,676,48,105,,,,,,,,,,,,
763,677,53,110,,,,,,,,,,,,
764,678,35,102,,,,,,,,,,,,
765,679,36,95,,,,,,,,,,,,
766,680,53,79,,,,,,,,,,,,
767,681,43,126,,,,,,,,,,,,
768,682,41,88,,,,,,,,,,,,
769,683,38,123,,,,,,,,,,,,
770,684,51,114,,,,,,,,,,,,
771,685,40,105,,,,,,,,,,,,
772,686,45,112,,,,,,,,,,,,
773,687,52,97,,,,,,,,,,,,
774,688,44,93,,,,,,,,,,,,
775,689,50,123,,,,,,,,,,,,
776,690,53,123,,,,,,,,,,,,
777,691,43,132,,,,,,,,,,,,
778,692,35,87,,,,,,,,,,,,
779,693,51,125,,,,,,,,,,,,
780,694,48,88,,,,,,,,,,,,
781,695,54,87,,,,,,,,,,,,
782,696,55,89,,,,,,,,,,,,
783,697,52,105,,,,,,,,,,,,
784,698,35,94,,,,,,,,,,,,
785,699,35,92,,,,,,,,,,,,
786,700,50,130,,,,,,,,,,,,
787,701,54,115,,,,,,,,,,,,
788,702,54,115,,,,,,,,,,,,
789,703,37,76,,,,,,,,,,,,
790,704,49,105,,,,,,,,,,,,
791,705,37,118,,,,,,,,,,,,
792,706,50,90,,,,,,,,,,,,
793,707,44,79,,,,,,,,,,,,
794,708,48,102,,,,,,,,,,,,
795,709,51,80,,,,,,,,,,,,
796,710,44,95,,,,,,,,,,,,
797,711,38,108,,,,,,,,,,,,
798,712,50,77,,,,,,,,,,,,
799,713,46,91,,,,,,,,,,,,
800,714,51,94,,,,,,,,,,,,
801,715,42,82,,,,,,,,,,,,
802,716,40,100,,,,,,,,,,,,
803,717,36,132,,,,,,,,,,,,
804,718,53,119,,,,,,,,,,,,
805,719,35,97,,,,,,,,,,,,
806,720,37,120,,,,,,,,,,,,
807,721,38,83,,,,,,,,,,,,
808,722,36,86,,,,,,,,,,,,
809,723,44,118,,,,,,,,,,,,
810,724,51,121,,,,,,,,,,,,
811,725,52,108,,,,,,,,,,,,
812,726,46,132,,,,,,,,,,,,
813,727,53,100,,,,,,,,,,,,
814,728,51,96,,,,,,,,,,,,
815,729,54,127,,,,,,,,,,,,
816,730,38,124,,,,,,,,,,,,
817,731,40,95,,,,,,,,,,,,
818,732,38,76,,,,,,,,,,,,
819,733,44,94,,,,,,,,,,,,
820,734,39,103,,,,,,,,,,,,
821,735,38,130,,,,,,,,,,,,
822,736,44,101,,,,,,,,,,,,
823,737,55,115,,,,,,,,,,,,
824,738,38,76,,,,,,,,,,,,
825,739,44,107,,,,,,,,,,,,
826,740,47,123,,,,,,,,,,,,
827,741,45,134,,,,,,,,,,,,
828,742,45,122,,,,,,,,,,,,
829,743,47,93,,,,,,,,,,,,
830,744,46,112,,,,,,,,,,,,
831,745,39,107,,,,,,,,,,,,
832,746,51,83,,,,,,,,,,,,
833,747,39,91,,,,,,,,,,,,
834,748,45,124,,,,,,,,,,,,
835,749,55,79,,,,,,,,,,,,
836,750,50,82,,,,,,,,,,,,
837,751,45,93,,,,,,,,,,,,
838,752,47,129,,,,,,,,,,,,
839,753,37,80,,,,,,,,,,,,
840,754,55,86,,,,,,,,,,,,
841,755,40,119,,,,,,,,,,,,
842,756,53,99,,,,,,,,,,,,
843,757,41,95,,,,,,,,,,,,
844,758,42,91,,,,,,,,,,,,
845,759,53,97,,,,,,,,,,,,
846,760,43,83,,,,,,,,,,,,
847,761,51,110,,,,,,,,,,,,
848,762,40,113,,,,,,,,,,,,
849,763,37,92,,,,,,,,,,,,
850,764,39,116,,,,,,,,,,,,
851,765,38,96,,,,,,,,,,,,
852,766,36,98,,,,,,,,,,,,
853,767,51,102,,,,,,,,,,,,
854,768,41,85,,,,,,,,,,,,
855,769,43,109,,,,,,,,,,,,
856,770,48,105,,,,,,,,,,,,
857,771,42,97,,,,,,,,,,,,
858,772,42,102,,,,,,,,,,,,
859,773,48,98,,,,,,,,,,,,
860,774,52,128,,,,,,,,,,,,
861,775,54,89,,,,,,,,,,,,
862,776,55,111,,,,,,,,,,,,
863,777,48,111,,,,,,,,,,,,
864,778,42,130,,,,,,,,,,,,
865,779,35,132,,,,,,,,,,,,
866,780,51,125,,,,,,,,,,,,
867,781,53,91,,,,,,,,,,,,
868,782,35,129,,,,,,,,,,,,
869,783,49,104,,,,,,,,,,,,
870,784,47,124,,,,,,,,,,,,
871,785,35,85,,,,,,,,,,,,
872,786,53,91,,,,,,,,,,,,
873,787,49,129,,,,,,,,,,,,
874,788,51,98,,,,,,,,,,,,
875,789,39,124,,,,,,,,,,,,
876,790,55,120,,,,,,,,,,,,
877,791,44,93,,,,,,,,,,,,
878,792,50,130,,,,,,,,,,,,
879,793,43,101,,,,,,,,,,,,
880,794,50,86,,,,,,,,,,,,
881,795,37,97,,,,,,,,,,,,
882,796,38,100,,,,,,,,,,,,
883,797,51,124,,,,,,,,,,,,
884,798,47,79,,,,,,,,,,,,
885,799,41,102,,,,,,,,,,,,
886,800,51,84,,,,,,,,,,,,
887,801,51,76,,,,,,,,,,,,
888,802,52,120,,,,,,,,,,,,
889,803,42,115,,,,,,,,,,,,
890,804,53,119,,,,,,,,,,,,
891,805,51,132,,,,,,,,,,,,
892,806,49,87,,,,,,,,,,,,
893,807,55,75,,,,,,,,,,,,
894,808,43,109,,,,,,,,,,,,
895,809,45,81,,,,,,,,,,,,
896,810,45,89,,,,,,,,,,,,
897,811,51,99,,,,,,,,,,,,
898,812,50,115,,,,,,,,,,,,
899,813,35,101,,,,,,,,,,,,
900,814,45,128,,,,,,,,,,,,
901,815,41,119,,,,,,,,,,,,
902,816,36,120,,,,,,,,,,,,
903,817,36,124,,,,,,,,,,,,
904,818,55,99,,,,,,,,,,,,
905,819,44,134,,,,,,,,,,,,
906,820,46,117,,,,,,,,,,,,
907,821,46,134,,,,,,,,,,,,
908,822,43,83,,,,,,,,,,,,
909,823,49,131,,,,,,,,,,,,
910,824,44,122,,,,,,,,,,,,
911,825,43,77,,,,,,,,,,,,
912,826,46,88,,,,,,,,,,,,
913,827,54,106,,,,,,,,,,,,
914,828,43,96,,,,,,,,,,,,
915,829,41,85,,,,,,,,,,,,
916,830,50,130,,,,,,,,,,,,
917,831,39,75,,,,,,,,,,,,
918,832,44,79,,,,,,,,,,,,
919,833,53,131,,,,,,,,,,,,
920,834,38,83,,,,,,,,,,,,
921,835,35,134,,,,,,,,,,,,
922,836,37,106,,,,,,,,,,,,
923,837,46,123,,,,,,,,,,,,
924,838,49,121,,,,,,,,,,,,
925,839,35,110,,,,,,,,,,,,
926,840,55,80,,,,,,,,,,,,
927,841,55,116,,,,,,,,,,,,
928,842,44,89,,,,,,,,,,,,
929,843,38,125,,,,,,,,,,,,
930,844,51,106,,,,,,,,,,,,
931,845,44,111,,,,,,,,,,,,
932,846,37,92,,,,,,,,,,,,
933,847,40,113,,,,,,,,,,,,
934,848,45,107,,,,,,,,,,,,
935,849,46,94,,,,,,,,,,,,
936,850,39,119,,,,,,,,,,,,
937,851,51,93,,,,,,,,,,,,
938,852,50,100,,,,,,,,,,,,
939,853,54,76,,,,,,,,,,,,
940,854,48,83,,,,,,,,,,,,
941,855,52,112,,,,,,,,,,,,
942,856,42,117,,,,,,,,,,,,
943,857,39,113,,,,,,,,,,,,
944,858,54,106,,,,,,,,,,,,
945,859,46,86,,,,,,,,,,,,
946,860,53,78,,,,,,,,,,,,
947,861,37,111,,,,,,,,,,,,
948,862,49,100,,,,,,,,,,,,
949,863,53,123,,,,,,,,,,,,
950,864,40,130,,,,,,,,,,,,
951,865,41,84,,,,,,,,,,,,
952,866,39,117,,,,,,,,,,,,
953,867,42,89,,,,,,,,,,,,
954,868,41,115,,,,,,,,,,,,
955,869,54,77,,,,,,,,,,,,
956,870,41,84,,,,,,,,,,,,
957,871,38,114,,,,,,,,,,,,
958,872,49,124,,,,,,,,,,,,
959,873,40,98,,,,,,,,,,,,
960,874,37,111,,,,,,,,,,,,
961,875,49,134,,,,,,,,,,,,
962,876,55,96,,,,,,,,,,,,
963,877,44,85,,,,,,,,,,,,
964,878,47,85,,,,,,,,,,,,
965,879,47,95,,,,,,,,,,,,
966,880,46,83,,,,,,,,,,,,
967,881,50,119,,,,,,,,,,,,
968,882,52,115,,,,,,,,,,,,
969,883,43,113,,,,,,,,,,,,
970,884,42,132,,,,,,,,,,,,
971,885,42,90,,,,,,,,,,,,
972,886,47,105,,,,,,,,,,,,
973,887,53,118,,,,,,,,,,,,
974,888,53,103,,,,,,,,,,,,
975,889,54,128,,,,,,,,,,,,
976,890,37,105,,,,,,,,,,,,
977,891,49,114,,,,,,,,,,,,
978,892,39,93,,,,,,,,,,,,
979,893,38,126,,,,,,,,,,,,
980,894,40,85,,,,,,,,,,,,
981,895,48,81,,,,,,,,,,,,
982,896,36,110,,,,,,,,,,,,
983,897,45,84,,,,,,,,,,,,
984,898,43,101,,,,,,,,,,,,
985,899,51,76,,,,,,,,,,,,
986,900,43,113,,,,,,,,,,,,
987,901,35,84,,,,,,,,,,,,
988,902,40,102,,,,,,,,,,,,
989,903,43,103,,,,,,,,,,,,
990,904,44,117,,,,,,,,,,,,
991,905,41,83,,,,,,,,,,,,
992,906,40,118,,,,,,,,,,,,
993,907,39,77,,,,,,,,,,,,
994,908,44,80,,,,,,,,,,,,
995,909,46,107,,,,,,,,,,,,
996,910,45,108,,,,,,,,,,,,
997,911,42,85,,,,,,,,,,,,
998,912,41,89,,,,,,,,,,,,
999,913,38,75,,,,,,,,,,,,
1000,914,35,119,,,,,,,,,,,,
1001,915,41,101,,,,,,,,,,,,
1002,916,49,128,,,,,,,,,,,,
1003,917,44,104,,,,,,,,,,,,
1004,918,44,107,,,,,,,,,,,,
1005,919,43,120,,,,,,,,,,,,
1006,920,54,117,,,,,,,,,,,,
1007,921,43,108,,,,,,,,,,,,
1008,922,53,104,,,,,,,,,,,,
1009,923,52,96,,,,,,,,,,,,
1010,924,43,102,,,,,,,,,,,,
1011,925,49,93,,,,,,,,,,,,
1012,926,54,90,,,,,,,,,,,,
1013,927,46,126,,,,,,,,,,,,
1014,928,40,126,,,,,,,,,,,,
1015,929,52,75,,,,,,,,,,,,
1016,930,40,98,,,,,,,,,,,,
1017,931,44,118,,,,,,,,,,,,
1018,932,43,126,,,,,,,,,,,,
1019,933,44,97,,,,,,,,,,,,
1020,934,40,116,,,,,,,,,,,,
1021,935,46,129,,,,,,,,,,,,
1022,936,49,121,,,,,,,,,,,,
1023,937,48,122,,,,,,,,,,,,
1024,938,38,123,,,,,,,,,,,,
1025,939,41,124,,,,,,,,,,,,
1026,940,43,124,,,,,,,,,,,,
1027,941,47,108,,,,,,,,,,,,
1028,942,35,75,,,,,,,,,,,,
1029,943,46,99,,,,,,,,,,,,
1030,944,42,111,,,,,,,,,,,,
1031,945,39,111,,,,,,,,,,,,
1032,946,49,99,,,,,,,,,,,,
1033,947,45,105,,,,,,,,,,,,
1034,948,40,114,,,,,,,,,,,,
1035,949,38,76,,,,,,,,,,,,
1036,950,35,102,,,,,,,,,,,,
1037,951,37,116,,,,,,,,,,,,
1038,952,53,121,,,,,,,,,,,,
1039,953,48,83,,,,,,,,,,,,
1040,954,48,119,,,,,,,,,,,,
1041,955,49,102,,,,,,,,,,,,
1042,956,46,75,,,,,,,,,,,,
1043,957,47,101,,,,,,,,,,,,
1044,958,51,128,,,,,,,,,,,,
1045,959,49,97,,,,,,,,,,,,
1046,960,41,78,,,,,,,,,,,,
1047,961,35,113,,,,,,,,,,,,
1048,962,44,132,,,,,,,,,,,,
1049,963,39,90,,,,,,,,,,,,
1050,964,40,82,,,,,,,,,,,,
1051,965,46,105,,,,,,,,,,,,
1052,966,48,91,,,,,,,,,,,,
1053,967,51,131,,,,,,,,,,,,
1054,968,50,130,,,,,,,,,,,,
1055,969,48,90,,,,,,,,,,,,
1056,970,42,98,,,,,,,,,,,,
1057,971,51,111,,,,,,,,,,,,
1058,972,54,121,,,,,,,,,,,,
1059,973,35,117,,,,,,,,,,,,
1060,974,51,78,,,,,,,,,,,,
1061,975,50,96,,,,,,,,,,,,
1062,976,55,123,,,,,,,,,,,,
1063,977,49,133,,,,,,,,,,,,
1064,978,44,103,,,,,,,,,,,,
1065,979,39,130,,,,,,,,,,,,
1066,980,47,97,,,,,,,,,,,,
1067,981,53,104,,,,,,,,,,,,
1068,982,39,86,,,,,,,,,,,,
1069,983,52,92,,,,,,,,,,,,
1070,984,39,114,,,,,,,,,,,,
1071,985,49,126,,,,,,,,,,,,
1072,986,39,100,,,,,,,,,,,,
1073,987,55,130,,,,,,,,,,,,
1074,988,40,100,,,,,,,,,,,,
1075,989,50,117,,,,,,,,,,,,
1076,990,54,105,,,,,,,,,,,,
1077,991,44,88,,,,,,,,,,,,
1078,992,43,85,,,,,,,,,,,,
1079,993,46,125,,,,,,,,,,,,
1080,994,47,124,,,,,,,,,,,,
1081,995,45,90,,,,,,,,,,,,
1082,996,49,119,,,,,,,,,,,,
1083,997,49,75,,,,,,,,,,,,
1084,998,46,92,,,,,,,,,,,,
1085,999,43,118,,,,,,,,,,,,
1086,1000,55,120,,,,,,,,,,,,
