,n,12,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
750,662,54,204,,,,,,,,,,
751,663,50,215,,,,,,,,,,
752,664,44,163,,,,,,,,,,
753,665,55,184,,,,,,,,,,
754,666,47,194,,,,,,,,,,
755,667,56,234,,,,,,,,,,
756,668,53,146,,,,,,,,,,
757,669,51,213,,,,,,,,,,
758,670,52,185,,,,,,,,,,
759,671,45,173,,,,,,,,,,
760,672,50,232,,,,,,,,,,
761,673,54,209,,,,,,,,,,
762,674,47,158,,,,,,,,,,
763,675,45,201,,,,,,,,,,
764,676,53,191,,,,,,,,,,
765,677,57,199,,,,,,,,,,
766,678,42,187,,,,,,,,,,
767,679,43,174,,,,,,,,,,
768,680,56,149,,,,,,,,,,
769,681,49,225,,,,,,,,,,
770,682,46,163,,,,,,,,,,
771,683,44,221,,,,,,,,,,
772,684,55,206,,,,,,,,,,
773,685,46,191,,,,,,,,,,
774,686,50,202,,,,,,,,,,
775,687,56,178,,,,,,,,,,
776,688,49,170,,,,,,,,,,
777,689,54,221,,,,,,,,,,
778,690,57,220,,,,,,,,,,
779,691,49,235,,,,,,,,,,
780,692,42,161,,,,,,,,,,
781,693,55,223,,,,,,,,,,
782,694,52,163,,,,,,,,,,
783,695,57,160,,,,,,,,,,
784,696,58,164,,,,,,,,,,
785,697,56,191,,,,,,,,,,
786,698,42,173,,,,,,,,,,
787,699,42,170,,,,,,,,,,
788,700,54,233,,,,,,,,,,
789,701,57,208,,,,,,,,,,
790,702,57,207,,,,,,,,,,
791,703,43,143,,,,,,,,,,
792,704,53,191,,,,,,,,,,
793,705,44,212,,,,,,,,,,
794,706,54,167,,,,,,,,,,
795,707,49,148,,,,,,,,,,
796,708,53,186,,,,,,,,,,
797,709,55,149,,,,,,,,,,
798,710,49,174,,,,,,,,,,
799,711,44,196,,,,,,,,,,
800,712,54,145,,,,,,,,,,
801,713,50,168,,,,,,,,,,
802,714,55,173,,,,,,,,,,
803,715,48,153,,,,,,,,,,
804,716,46,182,,,,,,,,,,
805,717,42,236,,,,,,,,,,
806,718,57,213,,,,,,,,,,
807,719,42,178,,,,,,,,,,
808,720,43,216,,,,,,,,,,
809,721,44,154,,,,,,,,,,
810,722,43,160,,,,,,,,,,
811,723,49,212,,,,,,,,,,
812,724,55,218,,,,,,,,,,
813,725,56,196,,,,,,,,,,
814,726,50,235,,,,,,,,,,
815,727,56,183,,,,,,,,,,
816,728,55,175,,,,,,,,,,
817,729,58,228,,,,,,,,,,
818,730,44,222,,,,,,,,,,
819,731,46,174,,,,,,,,,,
820,732,44,142,,,,,,,,,,
821,733,49,173,,,,,,,,,,
822,734,45,188,,,,,,,,,,
823,735,45,233,,,,,,,,,,
824,736,49,183,,,,,,,,,,
825,737,58,207,,,,,,,,,,
826,738,44,143,,,,,,,,,,
827,739,49,194,,,,,,,,,,
828,740,52,220,,,,,,,,,,
829,741,50,238,,,,,,,,,,
830,742,50,219,,,,,,,,,,
831,743,52,172,,,,,,,,,,
832,744,51,202,,,,,,,,,,
833,745,45,194,,,,,,,,,,
834,746,55,155,,,,,,,,,,
835,747,45,168,,,,,,,,,,
836,748,50,222,,,,,,,,,,
837,749,58,148,,,,,,,,,,
838,750,54,153,,,,,,,,,,
839,751,50,171,,,,,,,,,,
840,752,52,231,,,,,,,,,,
841,753,44,150,,,,,,,,,,
842,754,58,160,,,,,,,,,,
843,755,46,214,,,,,,,,,,
844,756,57,180,,,,,,,,,,
845,757,46,174,,,,,,,,,,
846,758,47,167,,,,,,,,,,
847,759,56,177,,,,,,,,,,
848,760,49,155,,,,,,,,,,
849,761,54,199,,,,,,,,,,
850,762,46,204,,,,,,,,,,
851,763,44,169,,,,,,,,,,
852,764,45,210,,,,,,,,,,
853,765,44,175,,,,,,,,,,
854,766,42,179,,,,,,,,,,
855,767,55,186,,,,,,,,,,
856,768,47,157,,,,,,,,,,
857,769,48,197,,,,,,,,,,
858,770,53,191,,,,,,,,,,
859,771,47,177,,,,,,,,,,
860,772,48,186,,,,,,,,,,
861,773,53,179,,,,,,,,,,
862,774,56,228,,,,,,,,,,
863,775,57,164,,,,,,,,,,
864,776,58,201,,,,,,,,,,
865,777,53,200,,,,,,,,,,
866,778,48,231,,,,,,,,,,
867,779,42,236,,,,,,,,,,
868,780,55,223,,,,,,,,,,
869,781,57,168,,,,,,,,,,
870,782,42,230,,,,,,,,,,
871,783,53,190,,,,,,,,,,
872,784,52,222,,,,,,,,,,
873,785,42,158,,,,,,,,,,
874,786,56,169,,,,,,,,,,
875,787,54,231,,,,,,,,,,
876,788,55,180,,,,,,,,,,
877,789,45,222,,,,,,,,,,
878,790,58,215,,,,,,,,,,
879,791,49,172,,,,,,,,,,
880,792,54,232,,,,,,,,,,
881,793,48,185,,,,,,,,,,
882,794,54,160,,,,,,,,,,
883,795,43,178,,,,,,,,,,
884,796,44,183,,,,,,,,,,
885,797,55,222,,,,,,,,,,
886,798,52,147,,,,,,,,,,
887,799,47,187,,,,,,,,,,
888,800,55,156,,,,,,,,,,
889,801,55,143,,,,,,,,,,
890,802,56,216,,,,,,,,,,
891,803,48,208,,,,,,,,,,
892,804,57,214,,,,,,,,,,
893,805,55,236,,,,,,,,,,
894,806,53,160,,,,,,,,,,
895,807,58,142,,,,,,,,,,
896,808,48,197,,,,,,,,,,
897,809,50,152,,,,,,,,,,
898,810,50,165,,,,,,,,,,
899,811,54,182,,,,,,,,,,
900,812,54,207,,,,,,,,,,
901,813,42,184,,,,,,,,,,
902,814,50,228,,,,,,,,,,
903,815,47,213,,,,,,,,,,
904,816,43,215,,,,,,,,,,
905,817,42,223,,,,,,,,,,
906,818,58,181,,,,,,,,,,
907,819,50,239,,,,,,,,,,
908,820,51,211,,,,,,,,,,
909,821,51,239,,,,,,,,,,
910,822,48,154,,,,,,,,,,
911,823,53,234,,,,,,,,,,
912,824,49,219,,,,,,,,,,
913,825,49,145,,,,,,,,,,
914,826,51,162,,,,,,,,,,
915,827,58,193,,,,,,,,,,
916,828,48,176,,,,,,,,,,
917,829,47,158,,,,,,,,,,
918,830,54,232,,,,,,,,,,
919,831,45,142,,,,,,,,,,
920,832,49,147,,,,,,,,,,
921,833,57,233,,,,,,,,,,
922,834,44,155,,,,,,,,,,
923,835,42,239,,,,,,,,,,
924,836,43,192,,,,,,,,,,
925,837,51,220,,,,,,,,,,
926,838,53,217,,,,,,,,,,
927,839,42,199,,,,,,,,,,
928,840,58,149,,,,,,,,,,
929,841,58,208,,,,,,,,,,
930,842,49,165,,,,,,,,,,
931,843,45,224,,,,,,,,,,
932,844,55,193,,,,,,,,,,
933,845,49,201,,,,,,,,,,
934,846,43,170,,,,,,,,,,
935,847,46,204,,,,,,,,,,
936,848,50,193,,,,,,,,,,
937,849,51,172,,,,,,,,,,
938,850,45,214,,,,,,,,,,
939,851,55,171,,,,,,,,,,
940,852,54,183,,,,,,,,,,
941,853,58,143,,,,,,,,,,
942,854,53,155,,,,,,,,,,
943,855,56,202,,,,,,,,,,
944,856,47,211,,,,,,,,,,
945,857,45,205,,,,,,,,,,
946,858,57,192,,,,,,,,,,
947,859,51,160,,,,,,,,,,
948,860,57,146,,,,,,,,,,
949,861,44,201,,,,,,,,,,
950,862,53,182,,,,,,,,,,
951,863,57,220,,,,,,,,,,
952,864,46,231,,,,,,,,,,
953,865,47,156,,,,,,,,,,
954,866,45,210,,,,,,,,,,
955,867,48,164,,,,,,,,,,
956,868,46,208,,,,,,,,,,
957,869,57,144,,,,,,,,,,
958,870,47,156,,,,,,,,,,
959,871,45,206,,,,,,,,,,
960,872,53,222,,,,,,,,,,
961,873,46,179,,,,,,,,,,
962,874,43,200,,,,,,,,,,
963,875,54,239,,,,,,,,,,
964,876,58,176,,,,,,,,,,
965,877,49,158,,,,,,,,,,
966,878,52,158,,,,,,,,,,
967,879,52,174,,,,,,,,,,
968,880,51,155,,,,,,,,,,
969,881,54,214,,,,,,,,,,
970,882,56,207,,,,,,,,,,
971,883,48,203,,,,,,,,,,
972,884,48,235,,,,,,,,,,
973,885,48,166,,,,,,,,,,
974,886,52,191,,,,,,,,,,
975,887,57,213,,,,,,,,,,
976,888,56,188,,,,,,,,,,
977,889,57,228,,,,,,,,,,
978,890,44,190,,,,,,,,,,
979,891,53,206,,,,,,,,,,
980,892,45,171,,,,,,,,,,
981,893,44,225,,,,,,,,,,
982,894,46,158,,,,,,,,,,
983,895,52,151,,,,,,,,,,
984,896,43,199,,,,,,,,,,
985,897,50,156,,,,,,,,,,
986,898,48,184,,,,,,,,,,
987,899,55,143,,,,,,,,,,
988,900,49,204,,,,,,,,,,
989,901,42,156,,,,,,,,,,
990,902,46,185,,,,,,,,,,
991,903,48,187,,,,,,,,,,
992,904,49,211,,,,,,,,,,
993,905,47,154,,,,,,,,,,
994,906,46,212,,,,,,,,,,
995,907,45,144,,,,,,,,,,
996,908,49,150,,,,,,,,,,
997,909,51,195,,,,,,,,,,
998,910,50,195,,,,,,,,,,
999,911,48,158,,,,,,,,,,
1000,912,47,165,,,,,,,,,,
1001,913,45,141,,,,,,,,,,
1002,914,42,214,,,,,,,,,,
1003,915,47,184,,,,,,,,,,
1004,916,53,228,,,,,,,,,,
1005,917,50,190,,,,,,,,,,
1006,918,49,194,,,,,,,,,,
1007,919,49,216,,,,,,,,,,
1008,920,57,210,,,,,,,,,,
1009,921,48,196,,,,,,,,,,
1010,922,56,189,,,,,,,,,,
1011,923,56,175,,,,,,,,,,
1012,924,48,186,,,,,,,,,,
1013,925,53,171,,,,,,,,,,
1014,926,57,166,,,,,,,,,,
1015,927,51,226,,,,,,,,,,
1016,928,46,226,,,,,,,,,,
1017,929,56,141,,,,,,,,,,
1018,930,46,180,,,,,,,,,,
1019,931,49,212,,,,,,,,,,
1020,932,48,226,,,,,,,,,,
1021,933,49,178,,,,,,,,,,
1022,934,46,210,,,,,,,,,,
1023,935,51,231,,,,,,,,,,
1024,936,53,217,,,,,,,,,,
1025,937,52,219,,,,,,,,,,
1026,938,44,221,,,,,,,,,,
1027,939,47,223,,,,,,,,,,
1028,940,48,223,,,,,,,,,,
1029,941,52,196,,,,,,,,,,
1030,942,42,142,,,,,,,,,,
1031,943,51,181,,,,,,,,,,
1032,944,47,201,,,,,,,,,,
1033,945,45,201,,,,,,,,,,
1034,946,53,181,,,,,,,,,,
1035,947,50,191,,,,,,,,,,
1036,948,46,206,,,,,,,,,,
1037,949,44,142,,,,,,,,,,
1038,950,42,186,,,,,,,,,,
1039,951,43,209,,,,,,,,,,
1040,952,57,218,,,,,,,,,,
1041,953,52,154,,,,,,,,,,
1042,954,52,214,,,,,,,,,,
1043,955,53,186,,,,,,,,,,
1044,956,51,141,,,,,,,,,,
1045,957,52,184,,,,,,,,,,
1046,958,55,229,,,,,,,,,,
1047,959,53,177,,,,,,,,,,
1048,960,47,146,,,,,,,,,,
1049,961,42,203,,,,,,,,,,
1050,962,50,236,,,,,,,,,,
1051,963,45,167,,,,,,,,,,
1052,964,46,153,,,,,,,,,,
1053,965,51,190,,,,,,,,,,
1054,966,52,168,,,,,,,,,,
1055,967,55,234,,,,,,,,,,
1056,968,54,232,,,,,,,,,,
1057,969,53,166,,,,,,,,,,
1058,970,48,180,,,,,,,,,,
1059,971,55,200,,,,,,,,,,
1060,972,57,217,,,,,,,,,,
1061,973,42,210,,,,,,,,,,
1062,974,55,146,,,,,,,,,,
1063,975,54,176,,,,,,,,,,
1064,976,58,220,,,,,,,,,,
1065,977,53,237,,,,,,,,,,
1066,978,49,187,,,,,,,,,,
1067,979,45,232,,,,,,,,,,
1068,980,51,177,,,,,,,,,,
1069,981,56,189,,,,,,,,,,
1070,982,45,160,,,,,,,,,,
1071,983,55,169,,,,,,,,,,
1072,984,45,206,,,,,,,,,,
1073,985,54,225,,,,,,,,,,
1074,986,45,182,,,,,,,,,,
1075,987,58,233,,,,,,,,,,
1076,988,46,183,,,,,,,,,,
1077,989,54,210,,,,,,,,,,
1078,990,57,191,,,,,,,,,,
1079,991,49,162,,,,,,,,,,
1080,992,48,158,,,,,,,,,,
1081,993,50,223,,,,,,,,,,
1082,994,52,223,,,,,,,,,,
1083,995,50,166,,,,,,,,,,
1084,996,54,214,,,,,,,,,,
1085,997,53,141,,,,,,,,,,
1086,998,51,170,,,,,,,,,,
1087,999,48,212,,,,,,,,,,
1088,1000,58,215,,,,,,,,,,
