,n,10,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
797,726,51,150,,,,,,,,,
798,727,54,114,,,,,,,,,
799,728,53,109,,,,,,,,,
800,729,55,145,,,,,,,,,
801,730,48,141,,,,,,,,,
802,731,49,108,,,,,,,,,
803,732,48,86,,,,,,,,,
804,733,51,107,,,,,,,,,
805,734,48,118,,,,,,,,,
806,735,48,149,,,,,,,,,
807,736,50,114,,,,,,,,,
808,737,55,131,,,,,,,,,
809,738,48,86,,,,,,,,,
810,739,51,122,,,,,,,,,
811,740,52,140,,,,,,,,,
812,741,51,153,,,,,,,,,
813,742,51,139,,,,,,,,,
814,743,52,106,,,,,,,,,
815,744,52,127,,,,,,,,,
816,745,48,122,,,,,,,,,
817,746,54,94,,,,,,,,,
818,747,49,104,,,,,,,,,
819,748,51,141,,,,,,,,,
820,749,55,90,,,,,,,,,
821,750,53,93,,,,,,,,,
822,751,51,106,,,,,,,,,
823,752,52,147,,,,,,,,,
824,753,48,91,,,,,,,,,
825,754,55,98,,,,,,,,,
826,755,49,136,,,,,,,,,
827,756,55,112,,,,,,,,,
828,757,49,108,,,,,,,,,
829,758,50,103,,,,,,,,,
830,759,54,110,,,,,,,,,
831,760,50,94,,,,,,,,,
832,761,53,125,,,,,,,,,
833,762,49,129,,,,,,,,,
834,763,48,105,,,,,,,,,
835,764,48,133,,,,,,,,,
836,765,48,109,,,,,,,,,
837,766,47,111,,,,,,,,,
838,767,54,117,,,,,,,,,
839,768,49,96,,,,,,,,,
840,769,50,124,,,,,,,,,
841,770,52,119,,,,,,,,,
842,771,50,110,,,,,,,,,
843,772,50,116,,,,,,,,,
844,773,52,111,,,,,,,,,
845,774,54,146,,,,,,,,,
846,775,55,101,,,,,,,,,
847,776,55,126,,,,,,,,,
848,777,52,126,,,,,,,,,
849,778,50,148,,,,,,,,,
850,779,47,151,,,,,,,,,
851,780,53,142,,,,,,,,,
852,781,54,103,,,,,,,,,
853,782,47,147,,,,,,,,,
854,783,53,119,,,,,,,,,
855,784,52,141,,,,,,,,,
856,785,47,96,,,,,,,,,
857,786,54,104,,,,,,,,,
858,787,53,148,,,,,,,,,
859,788,54,112,,,,,,,,,
860,789,49,141,,,,,,,,,
861,790,55,137,,,,,,,,,
862,791,50,106,,,,,,,,,
863,792,53,148,,,,,,,,,
864,793,50,115,,,,,,,,,
865,794,53,98,,,,,,,,,
866,795,47,111,,,,,,,,,
867,796,48,114,,,,,,,,,
868,797,54,141,,,,,,,,,
869,798,52,89,,,,,,,,,
870,799,49,117,,,,,,,,,
871,800,53,95,,,,,,,,,
872,801,53,86,,,,,,,,,
873,802,54,137,,,,,,,,,
874,803,50,131,,,,,,,,,
875,804,55,136,,,,,,,,,
876,805,54,151,,,,,,,,,
877,806,53,98,,,,,,,,,
878,807,55,85,,,,,,,,,
879,808,50,124,,,,,,,,,
880,809,51,92,,,,,,,,,
881,810,51,101,,,,,,,,,
882,811,53,113,,,,,,,,,
883,812,53,131,,,,,,,,,
884,813,47,115,,,,,,,,,
885,814,51,146,,,,,,,,,
886,815,49,135,,,,,,,,,
887,816,47,137,,,,,,,,,
888,817,47,142,,,,,,,,,
889,818,55,113,,,,,,,,,
890,819,51,153,,,,,,,,,
891,820,52,133,,,,,,,,,
892,821,51,153,,,,,,,,,
893,822,50,94,,,,,,,,,
894,823,53,149,,,,,,,,,
895,824,51,139,,,,,,,,,
896,825,50,88,,,,,,,,,
897,826,51,100,,,,,,,,,
898,827,55,121,,,,,,,,,
899,828,50,110,,,,,,,,,
900,829,49,97,,,,,,,,,
901,830,53,148,,,,,,,,,
902,831,48,85,,,,,,,,,
903,832,50,89,,,,,,,,,
904,833,55,149,,,,,,,,,
905,834,48,95,,,,,,,,,
906,835,47,153,,,,,,,,,
907,836,47,121,,,,,,,,,
908,837,52,140,,,,,,,,,
909,838,53,138,,,,,,,,,
910,839,47,125,,,,,,,,,
911,840,55,91,,,,,,,,,
912,841,55,132,,,,,,,,,
913,842,51,102,,,,,,,,,
914,843,48,143,,,,,,,,,
915,844,54,121,,,,,,,,,
916,845,50,127,,,,,,,,,
917,846,47,105,,,,,,,,,
918,847,49,128,,,,,,,,,
919,848,51,121,,,,,,,,,
920,849,51,107,,,,,,,,,
921,850,49,136,,,,,,,,,
922,851,54,106,,,,,,,,,
923,852,53,114,,,,,,,,,
924,853,55,86,,,,,,,,,
925,854,52,95,,,,,,,,,
926,855,54,127,,,,,,,,,
927,856,50,134,,,,,,,,,
928,857,48,129,,,,,,,,,
929,858,55,120,,,,,,,,,
930,859,51,98,,,,,,,,,
931,860,54,88,,,,,,,,,
932,861,48,127,,,,,,,,,
933,862,53,113,,,,,,,,,
934,863,55,140,,,,,,,,,
935,864,49,148,,,,,,,,,
936,865,49,96,,,,,,,,,
937,866,48,133,,,,,,,,,
938,867,50,101,,,,,,,,,
939,868,49,131,,,,,,,,,
940,869,55,87,,,,,,,,,
941,870,49,95,,,,,,,,,
942,871,48,130,,,,,,,,,
943,872,53,141,,,,,,,,,
944,873,49,111,,,,,,,,,
945,874,47,126,,,,,,,,,
946,875,53,153,,,,,,,,,
947,876,55,109,,,,,,,,,
948,877,50,97,,,,,,,,,
949,878,52,97,,,,,,,,,
950,879,52,108,,,,,,,,,
951,880,51,95,,,,,,,,,
952,881,53,136,,,,,,,,,
953,882,54,131,,,,,,,,,
954,883,50,128,,,,,,,,,
955,884,50,150,,,,,,,,,
956,885,50,102,,,,,,,,,
957,886,52,120,,,,,,,,,
958,887,55,135,,,,,,,,,
959,888,54,117,,,,,,,,,
960,889,55,146,,,,,,,,,
961,890,48,119,,,,,,,,,
962,891,53,130,,,,,,,,,
963,892,48,106,,,,,,,,,
964,893,48,143,,,,,,,,,
965,894,49,97,,,,,,,,,
966,895,52,92,,,,,,,,,
967,896,47,125,,,,,,,,,
968,897,51,95,,,,,,,,,
969,898,50,115,,,,,,,,,
970,899,54,87,,,,,,,,,
971,900,50,129,,,,,,,,,
972,901,47,95,,,,,,,,,
973,902,49,116,,,,,,,,,
974,903,50,117,,,,,,,,,
975,904,51,133,,,,,,,,,
976,905,49,94,,,,,,,,,
977,906,49,134,,,,,,,,,
978,907,48,87,,,,,,,,,
979,908,51,91,,,,,,,,,
980,909,51,122,,,,,,,,,
981,910,51,123,,,,,,,,,
982,911,50,97,,,,,,,,,
983,912,49,101,,,,,,,,,
984,913,48,85,,,,,,,,,
985,914,47,136,,,,,,,,,
986,915,49,115,,,,,,,,,
987,916,53,146,,,,,,,,,
988,917,51,119,,,,,,,,,
989,918,51,122,,,,,,,,,
990,919,50,137,,,,,,,,,
991,920,55,133,,,,,,,,,
992,921,50,123,,,,,,,,,
993,922,54,118,,,,,,,,,
994,923,54,109,,,,,,,,,
995,924,50,116,,,,,,,,,
996,925,53,106,,,,,,,,,
997,926,55,102,,,,,,,,,
998,927,51,144,,,,,,,,,
999,928,49,144,,,,,,,,,
1000,929,54,85,,,,,,,,,
1001,930,49,112,,,,,,,,,
1002,931,51,135,,,,,,,,,
1003,932,50,144,,,,,,,,,
1004,933,51,111,,,,,,,,,
1005,934,49,133,,,,,,,,,
1006,935,52,148,,,,,,,,,
1007,936,53,138,,,,,,,,,
1008,937,52,139,,,,,,,,,
1009,938,48,141,,,,,,,,,
1010,939,49,142,,,,,,,,,
1011,940,50,142,,,,,,,,,
1012,941,52,123,,,,,,,,,
1013,942,47,85,,,,,,,,,
1014,943,51,113,,,,,,,,,
1015,944,50,127,,,,,,,,,
1016,945,49,126,,,,,,,,,
1017,946,53,113,,,,,,,,,
1018,947,51,120,,,,,,,,,
1019,948,49,130,,,,,,,,,
1020,949,48,86,,,,,,,,,
1021,950,47,116,,,,,,,,,
1022,951,47,132,,,,,,,,,
1023,952,55,138,,,,,,,,,
1024,953,52,94,,,,,,,,,
1025,954,52,136,,,,,,,,,
1026,955,53,116,,,,,,,,,
1027,956,52,85,,,,,,,,,
1028,957,52,115,,,,,,,,,
1029,958,54,146,,,,,,,,,
1030,959,53,110,,,,,,,,,
1031,960,49,88,,,,,,,,,
1032,961,47,128,,,,,,,,,
1033,962,51,151,,,,,,,,,
1034,963,48,103,,,,,,,,,
1035,964,49,93,,,,,,,,,
1036,965,51,119,,,,,,,,,
1037,966,52,104,,,,,,,,,
1038,967,54,149,,,,,,,,,
1039,968,53,148,,,,,,,,,
1040,969,52,103,,,,,,,,,
1041,970,50,112,,,,,,,,,
1042,971,54,126,,,,,,,,,
1043,972,55,138,,,,,,,,,
1044,973,47,133,,,,,,,,,
1045,974,54,88,,,,,,,,,
1046,975,53,109,,,,,,,,,
1047,976,55,140,,,,,,,,,
1048,977,53,152,,,,,,,,,
1049,978,50,117,,,,,,,,,
1050,979,48,148,,,,,,,,,
1051,980,52,110,,,,,,,,,
1052,981,54,119,,,,,,,,,
1053,982,48,98,,,,,,,,,
1054,983,54,104,,,,,,,,,
1055,984,48,130,,,,,,,,,
1056,985,53,143,,,,,,,,,
1057,986,49,114,,,,,,,,,
1058,987,55,149,,,,,,,,,
1059,988,49,114,,,,,,,,,
1060,989,53,133,,,,,,,,,
1061,990,55,120,,,,,,,,,
1062,991,51,100,,,,,,,,,
1063,992,50,97,,,,,,,,,
1064,993,51,142,,,,,,,,,
1065,994,52,142,,,,,,,,,
1066,995,51,102,,,,,,,,,
1067,996,53,136,,,,,,,,,
1068,997,53,85,,,,,,,,,
1069,998,51,105,,,,,,,,,
1070,999,50,134,,,,,,,,,
1071,1000,55,137,,,,,,,,,
