,n,12,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
796,718,60,202,,,,,,,,,
797,719,52,160,,,,,,,,,
798,720,53,206,,,,,,,,,
799,721,53,132,,,,,,,,,
800,722,52,140,,,,,,,,,
801,723,56,201,,,,,,,,,
802,724,59,208,,,,,,,,,
803,725,60,182,,,,,,,,,
804,726,57,228,,,,,,,,,
805,727,60,166,,,,,,,,,
806,728,59,158,,,,,,,,,
807,729,61,220,,,,,,,,,
808,730,53,213,,,,,,,,,
809,731,54,157,,,,,,,,,
810,732,53,118,,,,,,,,,
811,733,56,155,,,,,,,,,
812,734,54,173,,,,,,,,,
813,735,53,226,,,,,,,,,
814,736,56,167,,,,,,,,,
815,737,61,195,,,,,,,,,
816,738,53,120,,,,,,,,,
817,739,56,180,,,,,,,,,
818,740,57,211,,,,,,,,,
819,741,56,232,,,,,,,,,
820,742,56,209,,,,,,,,,
821,743,57,153,,,,,,,,,
822,744,57,189,,,,,,,,,
823,745,53,180,,,,,,,,,
824,746,59,133,,,,,,,,,
825,747,54,149,,,,,,,,,
826,748,57,212,,,,,,,,,
827,749,61,125,,,,,,,,,
828,750,59,131,,,,,,,,,
829,751,57,153,,,,,,,,,
830,752,57,223,,,,,,,,,
831,753,53,127,,,,,,,,,
832,754,61,139,,,,,,,,,
833,755,54,203,,,,,,,,,
834,756,60,164,,,,,,,,,
835,757,54,156,,,,,,,,,
836,758,55,148,,,,,,,,,
837,759,60,160,,,,,,,,,
838,760,56,133,,,,,,,,,
839,761,59,186,,,,,,,,,
840,762,54,191,,,,,,,,,
841,763,53,151,,,,,,,,,
842,764,54,198,,,,,,,,,
843,765,53,158,,,,,,,,,
844,766,52,162,,,,,,,,,
845,767,59,171,,,,,,,,,
846,768,54,136,,,,,,,,,
847,769,55,184,,,,,,,,,
848,770,58,176,,,,,,,,,
849,771,55,159,,,,,,,,,
850,772,55,170,,,,,,,,,
851,773,58,162,,,,,,,,,
852,774,60,220,,,,,,,,,
853,775,61,145,,,,,,,,,
854,776,61,187,,,,,,,,,
855,777,58,187,,,,,,,,,
856,778,55,224,,,,,,,,,
857,779,52,229,,,,,,,,,
858,780,59,214,,,,,,,,,
859,781,60,149,,,,,,,,,
860,782,52,222,,,,,,,,,
861,783,58,175,,,,,,,,,
862,784,58,213,,,,,,,,,
863,785,52,137,,,,,,,,,
864,786,60,150,,,,,,,,,
865,787,59,224,,,,,,,,,
866,788,60,163,,,,,,,,,
867,789,54,213,,,,,,,,,
868,790,61,205,,,,,,,,,
869,791,56,153,,,,,,,,,
870,792,59,224,,,,,,,,,
871,793,55,169,,,,,,,,,
872,794,59,139,,,,,,,,,
873,795,53,161,,,,,,,,,
874,796,53,167,,,,,,,,,
875,797,60,213,,,,,,,,,
876,798,58,124,,,,,,,,,
877,799,55,171,,,,,,,,,
878,800,59,135,,,,,,,,,
879,801,59,120,,,,,,,,,
880,802,60,206,,,,,,,,,
881,803,55,196,,,,,,,,,
882,804,60,203,,,,,,,,,
883,805,60,230,,,,,,,,,
884,806,58,140,,,,,,,,,
885,807,61,118,,,,,,,,,
886,808,56,183,,,,,,,,,
887,809,57,130,,,,,,,,,
888,810,57,145,,,,,,,,,
889,811,59,165,,,,,,,,,
890,812,59,195,,,,,,,,,
891,813,52,168,,,,,,,,,
892,814,56,220,,,,,,,,,
893,815,54,202,,,,,,,,,
894,816,52,205,,,,,,,,,
895,817,52,214,,,,,,,,,
896,818,61,164,,,,,,,,,
897,819,56,233,,,,,,,,,
898,820,57,200,,,,,,,,,
899,821,57,233,,,,,,,,,
900,822,55,132,,,,,,,,,
901,823,58,227,,,,,,,,,
902,824,56,209,,,,,,,,,
903,825,56,122,,,,,,,,,
904,826,57,142,,,,,,,,,
905,827,61,178,,,,,,,,,
906,828,55,159,,,,,,,,,
907,829,55,137,,,,,,,,,
908,830,59,224,,,,,,,,,
909,831,54,118,,,,,,,,,
910,832,56,125,,,,,,,,,
911,833,61,226,,,,,,,,,
912,834,53,134,,,,,,,,,
913,835,52,233,,,,,,,,,
914,836,52,178,,,,,,,,,
915,837,57,211,,,,,,,,,
916,838,58,206,,,,,,,,,
917,839,52,186,,,,,,,,,
918,840,61,127,,,,,,,,,
919,841,61,197,,,,,,,,,
920,842,56,146,,,,,,,,,
921,843,53,215,,,,,,,,,
922,844,60,179,,,,,,,,,
923,845,56,189,,,,,,,,,
924,846,53,151,,,,,,,,,
925,847,54,191,,,,,,,,,
926,848,57,179,,,,,,,,,
927,849,57,154,,,,,,,,,
928,850,54,204,,,,,,,,,
929,851,59,153,,,,,,,,,
930,852,59,167,,,,,,,,,
931,853,61,119,,,,,,,,,
932,854,58,134,,,,,,,,,
933,855,60,189,,,,,,,,,
934,856,55,200,,,,,,,,,
935,857,53,192,,,,,,,,,
936,858,61,177,,,,,,,,,
937,859,57,139,,,,,,,,,
938,860,60,123,,,,,,,,,
939,861,53,188,,,,,,,,,
940,862,59,165,,,,,,,,,
941,863,60,210,,,,,,,,,
942,864,54,224,,,,,,,,,
943,865,54,135,,,,,,,,,
944,866,54,199,,,,,,,,,
945,867,55,145,,,,,,,,,
946,868,54,196,,,,,,,,,
947,869,61,121,,,,,,,,,
948,870,55,135,,,,,,,,,
949,871,53,193,,,,,,,,,
950,872,58,212,,,,,,,,,
951,873,54,162,,,,,,,,,
952,874,53,187,,,,,,,,,
953,875,59,232,,,,,,,,,
954,876,61,159,,,,,,,,,
955,877,56,137,,,,,,,,,
956,878,58,138,,,,,,,,,
957,879,58,156,,,,,,,,,
958,880,57,134,,,,,,,,,
959,881,59,204,,,,,,,,,
960,882,60,195,,,,,,,,,
961,883,56,191,,,,,,,,,
962,884,55,228,,,,,,,,,
963,885,55,146,,,,,,,,,
964,886,57,177,,,,,,,,,
965,887,60,202,,,,,,,,,
966,888,60,172,,,,,,,,,
967,889,61,220,,,,,,,,,
968,890,53,175,,,,,,,,,
969,891,58,194,,,,,,,,,
970,892,54,152,,,,,,,,,
971,893,53,217,,,,,,,,,
972,894,54,138,,,,,,,,,
973,895,58,129,,,,,,,,,
974,896,52,185,,,,,,,,,
975,897,56,134,,,,,,,,,
976,898,56,168,,,,,,,,,
977,899,60,120,,,,,,,,,
978,900,56,192,,,,,,,,,
979,901,52,135,,,,,,,,,
980,902,54,169,,,,,,,,,
981,903,55,172,,,,,,,,,
982,904,56,199,,,,,,,,,
983,905,55,132,,,,,,,,,
984,906,54,201,,,,,,,,,
985,907,53,121,,,,,,,,,
986,908,56,127,,,,,,,,,
987,909,57,180,,,,,,,,,
988,910,56,181,,,,,,,,,
989,911,55,137,,,,,,,,,
990,912,55,145,,,,,,,,,
991,913,53,117,,,,,,,,,
992,914,52,203,,,,,,,,,
993,915,55,168,,,,,,,,,
994,916,58,220,,,,,,,,,
995,917,56,175,,,,,,,,,
996,918,56,180,,,,,,,,,
997,919,56,206,,,,,,,,,
998,920,61,199,,,,,,,,,
999,921,55,182,,,,,,,,,
1000,922,60,174,,,,,,,,,
1001,923,60,158,,,,,,,,,
1002,924,55,170,,,,,,,,,
1003,925,58,153,,,,,,,,,
1004,926,61,147,,,,,,,,,
1005,927,57,217,,,,,,,,,
1006,928,54,217,,,,,,,,,
1007,929,60,117,,,,,,,,,
1008,930,54,163,,,,,,,,,
1009,931,56,201,,,,,,,,,
1010,932,55,217,,,,,,,,,
1011,933,56,161,,,,,,,,,
1012,934,54,198,,,,,,,,,
1013,935,57,224,,,,,,,,,
1014,936,58,207,,,,,,,,,
1015,937,58,209,,,,,,,,,
1016,938,53,212,,,,,,,,,
1017,939,54,214,,,,,,,,,
1018,940,56,214,,,,,,,,,
1019,941,58,182,,,,,,,,,
1020,942,52,118,,,,,,,,,
1021,943,57,165,,,,,,,,,
1022,944,55,188,,,,,,,,,
1023,945,54,188,,,,,,,,,
1024,946,59,165,,,,,,,,,
1025,947,56,176,,,,,,,,,
1026,948,54,194,,,,,,,,,
1027,949,53,118,,,,,,,,,
1028,950,52,171,,,,,,,,,
1029,951,53,197,,,,,,,,,
1030,952,60,208,,,,,,,,,
1031,953,58,132,,,,,,,,,
1032,954,58,204,,,,,,,,,
1033,955,58,170,,,,,,,,,
1034,956,57,117,,,,,,,,,
1035,957,58,168,,,,,,,,,
1036,958,59,221,,,,,,,,,
1037,959,58,160,,,,,,,,,
1038,960,55,123,,,,,,,,,
1039,961,52,191,,,,,,,,,
1040,962,56,229,,,,,,,,,
1041,963,54,147,,,,,,,,,
1042,964,54,131,,,,,,,,,
1043,965,57,175,,,,,,,,,
1044,966,58,149,,,,,,,,,
1045,967,60,226,,,,,,,,,
1046,968,59,225,,,,,,,,,
1047,969,58,147,,,,,,,,,
1048,970,55,163,,,,,,,,,
1049,971,59,187,,,,,,,,,
1050,972,61,207,,,,,,,,,
1051,973,52,199,,,,,,,,,
1052,974,60,123,,,,,,,,,
1053,975,59,158,,,,,,,,,
1054,976,61,211,,,,,,,,,
1055,977,58,230,,,,,,,,,
1056,978,56,172,,,,,,,,,
1057,979,54,225,,,,,,,,,
1058,980,57,160,,,,,,,,,
1059,981,60,174,,,,,,,,,
1060,982,54,139,,,,,,,,,
1061,983,60,150,,,,,,,,,
1062,984,54,194,,,,,,,,,
1063,985,59,216,,,,,,,,,
1064,986,54,166,,,,,,,,,
1065,987,61,226,,,,,,,,,
1066,988,54,167,,,,,,,,,
1067,989,59,198,,,,,,,,,
1068,990,61,176,,,,,,,,,
1069,991,56,142,,,,,,,,,
1070,992,55,138,,,,,,,,,
1071,993,57,214,,,,,,,,,
1072,994,57,214,,,,,,,,,
1073,995,57,147,,,,,,,,,
1074,996,59,203,,,,,,,,,
1075,997,58,117,,,,,,,,,
1076,998,57,151,,,,,,,,,
1077,999,55,201,,,,,,,,,
1078,1000,61,205,,,,,,,,,
