,n,12,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
640,538,47,95,,,,,,,,,,,,,
641,539,36,113,,,,,,,,,,,,,
642,540,45,98,,,,,,,,,,,,,
643,541,40,86,,,,,,,,,,,,,
644,542,41,108,,,,,,,,,,,,,
645,543,43,79,,,,,,,,,,,,,
646,544,44,93,,,,,,,,,,,,,
647,545,46,78,,,,,,,,,,,,,
648,546,48,96,,,,,,,,,,,,,
649,547,40,86,,,,,,,,,,,,,
650,548,46,90,,,,,,,,,,,,,
651,549,35,91,,,,,,,,,,,,,
652,550,48,96,,,,,,,,,,,,,
653,551,47,104,,,,,,,,,,,,,
654,552,38,118,,,,,,,,,,,,,
655,553,35,115,,,,,,,,,,,,,
656,554,48,112,,,,,,,,,,,,,
657,555,45,105,,,,,,,,,,,,,
658,556,41,111,,,,,,,,,,,,,
659,557,47,111,,,,,,,,,,,,,
660,558,36,86,,,,,,,,,,,,,
661,559,35,122,,,,,,,,,,,,,
662,560,37,86,,,,,,,,,,,,,
663,561,42,85,,,,,,,,,,,,,
664,562,42,111,,,,,,,,,,,,,
665,563,40,93,,,,,,,,,,,,,
666,564,39,86,,,,,,,,,,,,,
667,565,35,104,,,,,,,,,,,,,
668,566,40,114,,,,,,,,,,,,,
669,567,46,89,,,,,,,,,,,,,
670,568,42,117,,,,,,,,,,,,,
671,569,48,106,,,,,,,,,,,,,
672,570,43,117,,,,,,,,,,,,,
673,571,36,123,,,,,,,,,,,,,
674,572,44,87,,,,,,,,,,,,,
675,573,43,89,,,,,,,,,,,,,
676,574,42,109,,,,,,,,,,,,,
677,575,36,103,,,,,,,,,,,,,
678,576,39,79,,,,,,,,,,,,,
679,577,37,110,,,,,,,,,,,,,
680,578,47,110,,,,,,,,,,,,,
681,579,35,102,,,,,,,,,,,,,
682,580,41,108,,,,,,,,,,,,,
683,581,41,113,,,,,,,,,,,,,
684,582,44,82,,,,,,,,,,,,,
685,583,38,110,,,,,,,,,,,,,
686,584,47,106,,,,,,,,,,,,,
687,585,37,90,,,,,,,,,,,,,
688,586,38,94,,,,,,,,,,,,,
689,587,39,91,,,,,,,,,,,,,
690,588,36,106,,,,,,,,,,,,,
691,589,42,91,,,,,,,,,,,,,
692,590,36,79,,,,,,,,,,,,,
693,591,47,107,,,,,,,,,,,,,
694,592,37,100,,,,,,,,,,,,,
695,593,38,89,,,,,,,,,,,,,
696,594,43,80,,,,,,,,,,,,,
697,595,40,118,,,,,,,,,,,,,
698,596,46,95,,,,,,,,,,,,,
699,597,36,125,,,,,,,,,,,,,
700,598,40,93,,,,,,,,,,,,,
701,599,38,100,,,,,,,,,,,,,
702,600,35,120,,,,,,,,,,,,,
703,601,40,120,,,,,,,,,,,,,
704,602,42,114,,,,,,,,,,,,,
705,603,39,121,,,,,,,,,,,,,
706,604,46,116,,,,,,,,,,,,,
707,605,43,88,,,,,,,,,,,,,
708,606,36,110,,,,,,,,,,,,,
709,607,40,96,,,,,,,,,,,,,
710,608,46,117,,,,,,,,,,,,,
711,609,43,84,,,,,,,,,,,,,
712,610,47,122,,,,,,,,,,,,,
713,611,36,115,,,,,,,,,,,,,
714,612,37,90,,,,,,,,,,,,,
715,613,41,118,,,,,,,,,,,,,
716,614,38,91,,,,,,,,,,,,,
717,615,48,113,,,,,,,,,,,,,
718,616,39,78,,,,,,,,,,,,,
719,617,38,87,,,,,,,,,,,,,
720,618,44,124,,,,,,,,,,,,,
721,619,36,94,,,,,,,,,,,,,
722,620,37,93,,,,,,,,,,,,,
723,621,41,115,,,,,,,,,,,,,
724,622,42,82,,,,,,,,,,,,,
725,623,45,81,,,,,,,,,,,,,
726,624,48,110,,,,,,,,,,,,,
727,625,37,102,,,,,,,,,,,,,
728,626,45,78,,,,,,,,,,,,,
729,627,43,80,,,,,,,,,,,,,
730,628,46,105,,,,,,,,,,,,,
731,629,44,84,,,,,,,,,,,,,
732,630,39,97,,,,,,,,,,,,,
733,631,44,99,,,,,,,,,,,,,
734,632,47,116,,,,,,,,,,,,,
735,633,47,78,,,,,,,,,,,,,
736,634,40,84,,,,,,,,,,,,,
737,635,45,116,,,,,,,,,,,,,
738,636,44,86,,,,,,,,,,,,,
739,637,48,101,,,,,,,,,,,,,
740,638,41,89,,,,,,,,,,,,,
741,639,38,78,,,,,,,,,,,,,
742,640,43,93,,,,,,,,,,,,,
743,641,47,103,,,,,,,,,,,,,
744,642,36,96,,,,,,,,,,,,,
745,643,48,88,,,,,,,,,,,,,
746,644,41,84,,,,,,,,,,,,,
747,645,41,79,,,,,,,,,,,,,
748,646,39,122,,,,,,,,,,,,,
749,647,36,113,,,,,,,,,,,,,
750,648,44,75,,,,,,,,,,,,,
751,649,48,111,,,,,,,,,,,,,
752,650,38,108,,,,,,,,,,,,,
753,651,44,116,,,,,,,,,,,,,
754,652,48,94,,,,,,,,,,,,,
755,653,46,102,,,,,,,,,,,,,
756,654,36,80,,,,,,,,,,,,,
757,655,44,101,,,,,,,,,,,,,
758,656,39,106,,,,,,,,,,,,,
759,657,43,121,,,,,,,,,,,,,
760,658,43,79,,,,,,,,,,,,,
761,659,40,96,,,,,,,,,,,,,
762,660,46,107,,,,,,,,,,,,,
763,661,43,87,,,,,,,,,,,,,
764,662,45,107,,,,,,,,,,,,,
765,663,42,113,,,,,,,,,,,,,
766,664,36,86,,,,,,,,,,,,,
767,665,46,97,,,,,,,,,,,,,
768,666,39,102,,,,,,,,,,,,,
769,667,46,123,,,,,,,,,,,,,
770,668,44,77,,,,,,,,,,,,,
771,669,43,112,,,,,,,,,,,,,
772,670,43,97,,,,,,,,,,,,,
773,671,37,91,,,,,,,,,,,,,
774,672,42,122,,,,,,,,,,,,,
775,673,45,110,,,,,,,,,,,,,
776,674,39,83,,,,,,,,,,,,,
777,675,37,106,,,,,,,,,,,,,
778,676,44,101,,,,,,,,,,,,,
779,677,47,105,,,,,,,,,,,,,
780,678,35,98,,,,,,,,,,,,,
781,679,36,92,,,,,,,,,,,,,
782,680,47,79,,,,,,,,,,,,,
783,681,40,118,,,,,,,,,,,,,
784,682,39,86,,,,,,,,,,,,,
785,683,37,116,,,,,,,,,,,,,
786,684,46,108,,,,,,,,,,,,,
787,685,38,101,,,,,,,,,,,,,
788,686,42,106,,,,,,,,,,,,,
789,687,46,94,,,,,,,,,,,,,
790,688,41,90,,,,,,,,,,,,,
791,689,45,116,,,,,,,,,,,,,
792,690,47,116,,,,,,,,,,,,,
793,691,40,123,,,,,,,,,,,,,
794,692,35,85,,,,,,,,,,,,,
795,693,46,117,,,,,,,,,,,,,
796,694,44,86,,,,,,,,,,,,,
797,695,47,85,,,,,,,,,,,,,
798,696,48,87,,,,,,,,,,,,,
799,697,46,100,,,,,,,,,,,,,
800,698,35,91,,,,,,,,,,,,,
801,699,35,90,,,,,,,,,,,,,
802,700,45,122,,,,,,,,,,,,,
803,701,47,109,,,,,,,,,,,,,
804,702,47,109,,,,,,,,,,,,,
805,703,36,76,,,,,,,,,,,,,
806,704,44,101,,,,,,,,,,,,,
807,705,36,111,,,,,,,,,,,,,
808,706,45,88,,,,,,,,,,,,,
809,707,41,78,,,,,,,,,,,,,
810,708,44,98,,,,,,,,,,,,,
811,709,46,79,,,,,,,,,,,,,
812,710,41,92,,,,,,,,,,,,,
813,711,37,103,,,,,,,,,,,,,
814,712,45,77,,,,,,,,,,,,,
815,713,42,88,,,,,,,,,,,,,
816,714,45,91,,,,,,,,,,,,,
817,715,39,81,,,,,,,,,,,,,
818,716,38,96,,,,,,,,,,,,,
819,717,35,124,,,,,,,,,,,,,
820,718,47,112,,,,,,,,,,,,,
821,719,35,94,,,,,,,,,,,,,
822,720,36,114,,,,,,,,,,,,,
823,721,37,81,,,,,,,,,,,,,
824,722,36,85,,,,,,,,,,,,,
825,723,41,111,,,,,,,,,,,,,
826,724,46,114,,,,,,,,,,,,,
827,725,46,103,,,,,,,,,,,,,
828,726,42,123,,,,,,,,,,,,,
829,727,47,96,,,,,,,,,,,,,
830,728,45,93,,,,,,,,,,,,,
831,729,48,120,,,,,,,,,,,,,
832,730,37,117,,,,,,,,,,,,,
833,731,38,92,,,,,,,,,,,,,
834,732,37,75,,,,,,,,,,,,,
835,733,41,91,,,,,,,,,,,,,
836,734,37,99,,,,,,,,,,,,,
837,735,37,122,,,,,,,,,,,,,
838,736,41,97,,,,,,,,,,,,,
839,737,48,109,,,,,,,,,,,,,
840,738,37,76,,,,,,,,,,,,,
841,739,41,102,,,,,,,,,,,,,
842,740,43,116,,,,,,,,,,,,,
843,741,41,125,,,,,,,,,,,,,
844,742,41,115,,,,,,,,,,,,,
845,743,43,90,,,,,,,,,,,,,
846,744,42,106,,,,,,,,,,,,,
847,745,37,102,,,,,,,,,,,,,
848,746,46,82,,,,,,,,,,,,,
849,747,38,89,,,,,,,,,,,,,
850,748,42,116,,,,,,,,,,,,,
851,749,48,78,,,,,,,,,,,,,
852,750,45,81,,,,,,,,,,,,,
853,751,42,90,,,,,,,,,,,,,
854,752,43,121,,,,,,,,,,,,,
855,753,36,79,,,,,,,,,,,,,
856,754,48,84,,,,,,,,,,,,,
857,755,38,112,,,,,,,,,,,,,
858,756,47,95,,,,,,,,,,,,,
859,757,39,92,,,,,,,,,,,,,
860,758,39,88,,,,,,,,,,,,,
861,759,47,93,,,,,,,,,,,,,
862,760,40,82,,,,,,,,,,,,,
863,761,45,105,,,,,,,,,,,,,
864,762,38,107,,,,,,,,,,,,,
865,763,36,89,,,,,,,,,,,,,
866,764,37,110,,,,,,,,,,,,,
867,765,37,92,,,,,,,,,,,,,
868,766,35,94,,,,,,,,,,,,,
869,767,46,98,,,,,,,,,,,,,
870,768,39,83,,,,,,,,,,,,,
871,769,40,104,,,,,,,,,,,,,
872,770,44,100,,,,,,,,,,,,,
873,771,39,93,,,,,,,,,,,,,
874,772,40,98,,,,,,,,,,,,,
875,773,44,94,,,,,,,,,,,,,
876,774,46,120,,,,,,,,,,,,,
877,775,48,87,,,,,,,,,,,,,
878,776,48,105,,,,,,,,,,,,,
879,777,44,105,,,,,,,,,,,,,
880,778,40,121,,,,,,,,,,,,,
881,779,35,123,,,,,,,,,,,,,
882,780,45,117,,,,,,,,,,,,,
883,781,47,89,,,,,,,,,,,,,
884,782,35,121,,,,,,,,,,,,,
885,783,44,100,,,,,,,,,,,,,
886,784,43,117,,,,,,,,,,,,,
887,785,35,83,,,,,,,,,,,,,
888,786,47,89,,,,,,,,,,,,,
889,787,44,121,,,,,,,,,,,,,
890,788,46,95,,,,,,,,,,,,,
891,789,38,117,,,,,,,,,,,,,
892,790,48,113,,,,,,,,,,,,,
893,791,41,91,,,,,,,,,,,,,
894,792,45,121,,,,,,,,,,,,,
895,793,40,97,,,,,,,,,,,,,
896,794,45,84,,,,,,,,,,,,,
897,795,36,94,,,,,,,,,,,,,
898,796,37,97,,,,,,,,,,,,,
899,797,46,116,,,,,,,,,,,,,
900,798,43,78,,,,,,,,,,,,,
901,799,39,98,,,,,,,,,,,,,
902,800,45,82,,,,,,,,,,,,,
903,801,45,76,,,,,,,,,,,,,
904,802,46,114,,,,,,,,,,,,,
905,803,40,109,,,,,,,,,,,,,
906,804,47,112,,,,,,,,,,,,,
907,805,46,124,,,,,,,,,,,,,
908,806,44,85,,,,,,,,,,,,,
909,807,48,75,,,,,,,,,,,,,
910,808,40,104,,,,,,,,,,,,,
911,809,42,80,,,,,,,,,,,,,
912,810,42,87,,,,,,,,,,,,,
913,811,45,96,,,,,,,,,,,,,
914,812,45,109,,,,,,,,,,,,,
915,813,35,97,,,,,,,,,,,,,
916,814,41,120,,,,,,,,,,,,,
917,815,39,112,,,,,,,,,,,,,
918,816,35,113,,,,,,,,,,,,,
919,817,35,117,,,,,,,,,,,,,
920,818,48,95,,,,,,,,,,,,,
921,819,41,125,,,,,,,,,,,,,
922,820,42,111,,,,,,,,,,,,,
923,821,42,125,,,,,,,,,,,,,
924,822,40,81,,,,,,,,,,,,,
925,823,44,122,,,,,,,,,,,,,
926,824,41,115,,,,,,,,,,,,,
927,825,40,77,,,,,,,,,,,,,
928,826,42,86,,,,,,,,,,,,,
929,827,48,101,,,,,,,,,,,,,
930,828,40,93,,,,,,,,,,,,,
931,829,39,83,,,,,,,,,,,,,
932,830,45,121,,,,,,,,,,,,,
933,831,37,75,,,,,,,,,,,,,
934,832,41,78,,,,,,,,,,,,,
935,833,47,122,,,,,,,,,,,,,
936,834,37,82,,,,,,,,,,,,,
937,835,35,125,,,,,,,,,,,,,
938,836,36,101,,,,,,,,,,,,,
939,837,42,115,,,,,,,,,,,,,
940,838,44,114,,,,,,,,,,,,,
941,839,35,105,,,,,,,,,,,,,
942,840,48,79,,,,,,,,,,,,,
943,841,48,109,,,,,,,,,,,,,
944,842,41,87,,,,,,,,,,,,,
945,843,37,118,,,,,,,,,,,,,
946,844,46,102,,,,,,,,,,,,,
947,845,41,106,,,,,,,,,,,,,
948,846,36,90,,,,,,,,,,,,,
949,847,38,107,,,,,,,,,,,,,
950,848,42,102,,,,,,,,,,,,,
951,849,42,91,,,,,,,,,,,,,
952,850,38,112,,,,,,,,,,,,,
953,851,46,90,,,,,,,,,,,,,
954,852,45,96,,,,,,,,,,,,,
955,853,48,76,,,,,,,,,,,,,
956,854,44,82,,,,,,,,,,,,,
957,855,46,106,,,,,,,,,,,,,
958,856,39,111,,,,,,,,,,,,,
959,857,37,108,,,,,,,,,,,,,
960,858,48,101,,,,,,,,,,,,,
961,859,42,84,,,,,,,,,,,,,
962,860,47,77,,,,,,,,,,,,,
963,861,36,106,,,,,,,,,,,,,
964,862,44,96,,,,,,,,,,,,,
965,863,47,115,,,,,,,,,,,,,
966,864,38,121,,,,,,,,,,,,,
967,865,39,83,,,,,,,,,,,,,
968,866,38,110,,,,,,,,,,,,,
969,867,40,87,,,,,,,,,,,,,
970,868,39,109,,,,,,,,,,,,,
971,869,47,76,,,,,,,,,,,,,
972,870,39,83,,,,,,,,,,,,,
973,871,37,108,,,,,,,,,,,,,
974,872,44,116,,,,,,,,,,,,,
975,873,38,94,,,,,,,,,,,,,
976,874,36,105,,,,,,,,,,,,,
977,875,44,125,,,,,,,,,,,,,
978,876,48,93,,,,,,,,,,,,,
979,877,41,83,,,,,,,,,,,,,
980,878,43,84,,,,,,,,,,,,,
981,879,43,92,,,,,,,,,,,,,
982,880,42,82,,,,,,,,,,,,,
983,881,45,112,,,,,,,,,,,,,
984,882,46,109,,,,,,,,,,,,,
985,883,40,107,,,,,,,,,,,,,
986,884,39,123,,,,,,,,,,,,,
987,885,39,87,,,,,,,,,,,,,
988,886,43,101,,,,,,,,,,,,,
989,887,47,112,,,,,,,,,,,,,
990,888,47,99,,,,,,,,,,,,,
991,889,47,120,,,,,,,,,,,,,
992,890,36,100,,,,,,,,,,,,,
993,891,44,108,,,,,,,,,,,,,
994,892,37,90,,,,,,,,,,,,,
995,893,37,118,,,,,,,,,,,,,
996,894,38,84,,,,,,,,,,,,,
997,895,43,80,,,,,,,,,,,,,
998,896,35,104,,,,,,,,,,,,,
999,897,41,82,,,,,,,,,,,,,
1000,898,40,97,,,,,,,,,,,,,
1001,899,46,76,,,,,,,,,,,,,
1002,900,40,107,,,,,,,,,,,,,
1003,901,35,82,,,,,,,,,,,,,
1004,902,38,98,,,,,,,,,,,,,
1005,903,40,98,,,,,,,,,,,,,
1006,904,41,111,,,,,,,,,,,,,
1007,905,39,81,,,,,,,,,,,,,
1008,906,38,111,,,,,,,,,,,,,
1009,907,37,76,,,,,,,,,,,,,
1010,908,41,79,,,,,,,,,,,,,
1011,909,42,102,,,,,,,,,,,,,
1012,910,41,103,,,,,,,,,,,,,
1013,911,40,83,,,,,,,,,,,,,
1014,912,39,87,,,,,,,,,,,,,
1015,913,37,75,,,,,,,,,,,,,
1016,914,35,112,,,,,,,,,,,,,
1017,915,39,97,,,,,,,,,,,,,
1018,916,44,120,,,,,,,,,,,,,
1019,917,41,100,,,,,,,,,,,,,
1020,918,41,102,,,,,,,,,,,,,
1021,919,40,113,,,,,,,,,,,,,
1022,920,47,110,,,,,,,,,,,,,
1023,921,40,103,,,,,,,,,,,,,
1024,922,47,100,,,,,,,,,,,,,
1025,923,46,92,,,,,,,,,,,,,
1026,924,40,98,,,,,,,,,,,,,
1027,925,44,90,,,,,,,,,,,,,
1028,926,47,88,,,,,,,,,,,,,
1029,927,42,118,,,,,,,,,,,,,
1030,928,38,118,,,,,,,,,,,,,
1031,929,46,75,,,,,,,,,,,,,
1032,930,38,95,,,,,,,,,,,,,
1033,931,41,112,,,,,,,,,,,,,
1034,932,40,119,,,,,,,,,,,,,
1035,933,41,94,,,,,,,,,,,,,
1036,934,38,110,,,,,,,,,,,,,
1037,935,42,121,,,,,,,,,,,,,
1038,936,44,114,,,,,,,,,,,,,
1039,937,43,115,,,,,,,,,,,,,
1040,938,37,116,,,,,,,,,,,,,
1041,939,39,117,,,,,,,,,,,,,
1042,940,40,117,,,,,,,,,,,,,
1043,941,43,103,,,,,,,,,,,,,
1044,942,35,75,,,,,,,,,,,,,
1045,943,42,95,,,,,,,,,,,,,
1046,944,39,106,,,,,,,,,,,,,
1047,945,38,105,,,,,,,,,,,,,
1048,946,44,95,,,,,,,,,,,,,
1049,947,41,101,,,,,,,,,,,,,
1050,948,38,108,,,,,,,,,,,,,
1051,949,37,75,,,,,,,,,,,,,
1052,950,35,98,,,,,,,,,,,,,
1053,951,36,110,,,,,,,,,,,,,
1054,952,47,114,,,,,,,,,,,,,
1055,953,43,81,,,,,,,,,,,,,
1056,954,43,113,,,,,,,,,,,,,
1057,955,44,98,,,,,,,,,,,,,
1058,956,42,75,,,,,,,,,,,,,
1059,957,43,97,,,,,,,,,,,,,
1060,958,45,120,,,,,,,,,,,,,
1061,959,44,93,,,,,,,,,,,,,
1062,960,39,77,,,,,,,,,,,,,
1063,961,35,107,,,,,,,,,,,,,
1064,962,41,124,,,,,,,,,,,,,
1065,963,37,88,,,,,,,,,,,,,
1066,964,38,81,,,,,,,,,,,,,
1067,965,42,100,,,,,,,,,,,,,
1068,966,43,89,,,,,,,,,,,,,
1069,967,46,122,,,,,,,,,,,,,
1070,968,45,122,,,,,,,,,,,,,
1071,969,44,88,,,,,,,,,,,,,
1072,970,40,95,,,,,,,,,,,,,
1073,971,46,105,,,,,,,,,,,,,
1074,972,47,114,,,,,,,,,,,,,
1075,973,35,110,,,,,,,,,,,,,
1076,974,46,77,,,,,,,,,,,,,
1077,975,45,93,,,,,,,,,,,,,
1078,976,48,116,,,,,,,,,,,,,
1079,977,44,124,,,,,,,,,,,,,
1080,978,41,98,,,,,,,,,,,,,
1081,979,38,122,,,,,,,,,,,,,
1082,980,43,93,,,,,,,,,,,,,
1083,981,47,100,,,,,,,,,,,,,
1084,982,37,84,,,,,,,,,,,,,
1085,983,46,89,,,,,,,,,,,,,
1086,984,37,108,,,,,,,,,,,,,
1087,985,44,118,,,,,,,,,,,,,
1088,986,38,96,,,,,,,,,,,,,
1089,987,48,122,,,,,,,,,,,,,
1090,988,38,96,,,,,,,,,,,,,
1091,989,45,110,,,,,,,,,,,,,
1092,990,47,100,,,,,,,,,,,,,
1093,991,41,86,,,,,,,,,,,,,
1094,992,40,84,,,,,,,,,,,,,
1095,993,42,117,,,,,,,,,,,,,
1096,994,43,117,,,,,,,,,,,,,
1097,995,42,88,,,,,,,,,,,,,
1098,996,44,112,,,,,,,,,,,,,
1099,997,44,75,,,,,,,,,,,,,
1100,998,42,90,,,,,,,,,,,,,
1101,999,40,111,,,,,,,,,,,,,
1102,1000,48,113,,,,,,,,,,,,,
