,n,30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
373,178,70,443,,,,,,,,,,,,,,,,,,,,,,,,,,
374,179,64,320,,,,,,,,,,,,,,,,,,,,,,,,,,
375,180,62,440,,,,,,,,,,,,,,,,,,,,,,,,,,
376,181,61,432,,,,,,,,,,,,,,,,,,,,,,,,,,
377,182,61,355,,,,,,,,,,,,,,,,,,,,,,,,,,
378,183,56,334,,,,,,,,,,,,,,,,,,,,,,,,,,
379,184,73,318,,,,,,,,,,,,,,,,,,,,,,,,,,
380,185,54,476,,,,,,,,,,,,,,,,,,,,,,,,,,
381,186,62,550,,,,,,,,,,,,,,,,,,,,,,,,,,
382,187,53,282,,,,,,,,,,,,,,,,,,,,,,,,,,
383,188,56,286,,,,,,,,,,,,,,,,,,,,,,,,,,
384,189,75,532,,,,,,,,,,,,,,,,,,,,,,,,,,
385,190,56,390,,,,,,,,,,,,,,,,,,,,,,,,,,
386,191,69,329,,,,,,,,,,,,,,,,,,,,,,,,,,
387,192,53,393,,,,,,,,,,,,,,,,,,,,,,,,,,
388,193,65,385,,,,,,,,,,,,,,,,,,,,,,,,,,
389,194,68,525,,,,,,,,,,,,,,,,,,,,,,,,,,
390,195,53,476,,,,,,,,,,,,,,,,,,,,,,,,,,
391,196,56,457,,,,,,,,,,,,,,,,,,,,,,,,,,
392,197,64,509,,,,,,,,,,,,,,,,,,,,,,,,,,
393,198,74,543,,,,,,,,,,,,,,,,,,,,,,,,,,
394,199,66,488,,,,,,,,,,,,,,,,,,,,,,,,,,
395,200,54,536,,,,,,,,,,,,,,,,,,,,,,,,,,
396,201,58,317,,,,,,,,,,,,,,,,,,,,,,,,,,
397,202,62,311,,,,,,,,,,,,,,,,,,,,,,,,,,
398,203,54,331,,,,,,,,,,,,,,,,,,,,,,,,,,
399,204,73,518,,,,,,,,,,,,,,,,,,,,,,,,,,
400,205,54,449,,,,,,,,,,,,,,,,,,,,,,,,,,
401,206,67,436,,,,,,,,,,,,,,,,,,,,,,,,,,
402,207,51,549,,,,,,,,,,,,,,,,,,,,,,,,,,
403,208,73,294,,,,,,,,,,,,,,,,,,,,,,,,,,
404,209,63,532,,,,,,,,,,,,,,,,,,,,,,,,,,
405,210,70,486,,,,,,,,,,,,,,,,,,,,,,,,,,
406,211,66,547,,,,,,,,,,,,,,,,,,,,,,,,,,
407,212,54,368,,,,,,,,,,,,,,,,,,,,,,,,,,
408,213,64,483,,,,,,,,,,,,,,,,,,,,,,,,,,
409,214,62,315,,,,,,,,,,,,,,,,,,,,,,,,,,
410,215,55,322,,,,,,,,,,,,,,,,,,,,,,,,,,
411,216,63,307,,,,,,,,,,,,,,,,,,,,,,,,,,
412,217,70,325,,,,,,,,,,,,,,,,,,,,,,,,,,
413,218,54,402,,,,,,,,,,,,,,,,,,,,,,,,,,
414,219,70,515,,,,,,,,,,,,,,,,,,,,,,,,,,
415,220,59,343,,,,,,,,,,,,,,,,,,,,,,,,,,
416,221,64,488,,,,,,,,,,,,,,,,,,,,,,,,,,
417,222,69,378,,,,,,,,,,,,,,,,,,,,,,,,,,
418,223,53,427,,,,,,,,,,,,,,,,,,,,,,,,,,
419,224,67,411,,,,,,,,,,,,,,,,,,,,,,,,,,
420,225,75,488,,,,,,,,,,,,,,,,,,,,,,,,,,
421,226,62,454,,,,,,,,,,,,,,,,,,,,,,,,,,
422,227,51,361,,,,,,,,,,,,,,,,,,,,,,,,,,
423,228,59,347,,,,,,,,,,,,,,,,,,,,,,,,,,
424,229,53,270,,,,,,,,,,,,,,,,,,,,,,,,,,
425,230,67,360,,,,,,,,,,,,,,,,,,,,,,,,,,
426,231,71,459,,,,,,,,,,,,,,,,,,,,,,,,,,
427,232,69,526,,,,,,,,,,,,,,,,,,,,,,,,,,
428,233,54,388,,,,,,,,,,,,,,,,,,,,,,,,,,
429,234,72,484,,,,,,,,,,,,,,,,,,,,,,,,,,
430,235,71,365,,,,,,,,,,,,,,,,,,,,,,,,,,
431,236,59,441,,,,,,,,,,,,,,,,,,,,,,,,,,
432,237,66,385,,,,,,,,,,,,,,,,,,,,,,,,,,
433,238,57,494,,,,,,,,,,,,,,,,,,,,,,,,,,
434,239,56,464,,,,,,,,,,,,,,,,,,,,,,,,,,
435,240,58,537,,,,,,,,,,,,,,,,,,,,,,,,,,
436,241,53,530,,,,,,,,,,,,,,,,,,,,,,,,,,
437,242,57,362,,,,,,,,,,,,,,,,,,,,,,,,,,
438,243,70,500,,,,,,,,,,,,,,,,,,,,,,,,,,
439,244,55,370,,,,,,,,,,,,,,,,,,,,,,,,,,
440,245,73,499,,,,,,,,,,,,,,,,,,,,,,,,,,
441,246,61,467,,,,,,,,,,,,,,,,,,,,,,,,,,
442,247,56,541,,,,,,,,,,,,,,,,,,,,,,,,,,
443,248,63,502,,,,,,,,,,,,,,,,,,,,,,,,,,
444,249,52,503,,,,,,,,,,,,,,,,,,,,,,,,,,
445,250,57,440,,,,,,,,,,,,,,,,,,,,,,,,,,
446,251,69,515,,,,,,,,,,,,,,,,,,,,,,,,,,
447,252,68,423,,,,,,,,,,,,,,,,,,,,,,,,,,
448,253,61,496,,,,,,,,,,,,,,,,,,,,,,,,,,
449,254,52,421,,,,,,,,,,,,,,,,,,,,,,,,,,
450,255,54,411,,,,,,,,,,,,,,,,,,,,,,,,,,
451,256,53,361,,,,,,,,,,,,,,,,,,,,,,,,,,
452,257,70,465,,,,,,,,,,,,,,,,,,,,,,,,,,
453,258,57,515,,,,,,,,,,,,,,,,,,,,,,,,,,
454,259,61,352,,,,,,,,,,,,,,,,,,,,,,,,,,
455,260,54,345,,,,,,,,,,,,,,,,,,,,,,,,,,
456,261,58,381,,,,,,,,,,,,,,,,,,,,,,,,,,
457,262,72,251,,,,,,,,,,,,,,,,,,,,,,,,,,
458,263,75,440,,,,,,,,,,,,,,,,,,,,,,,,,,
459,264,61,441,,,,,,,,,,,,,,,,,,,,,,,,,,
460,265,74,373,,,,,,,,,,,,,,,,,,,,,,,,,,
461,266,69,367,,,,,,,,,,,,,,,,,,,,,,,,,,
462,267,61,451,,,,,,,,,,,,,,,,,,,,,,,,,,
463,268,56,319,,,,,,,,,,,,,,,,,,,,,,,,,,
464,269,56,454,,,,,,,,,,,,,,,,,,,,,,,,,,
465,270,74,544,,,,,,,,,,,,,,,,,,,,,,,,,,
466,271,69,430,,,,,,,,,,,,,,,,,,,,,,,,,,
467,272,58,360,,,,,,,,,,,,,,,,,,,,,,,,,,
468,273,69,262,,,,,,,,,,,,,,,,,,,,,,,,,,
469,274,74,398,,,,,,,,,,,,,,,,,,,,,,,,,,
470,275,68,437,,,,,,,,,,,,,,,,,,,,,,,,,,
471,276,60,469,,,,,,,,,,,,,,,,,,,,,,,,,,
472,277,68,539,,,,,,,,,,,,,,,,,,,,,,,,,,
473,278,59,341,,,,,,,,,,,,,,,,,,,,,,,,,,
474,279,51,456,,,,,,,,,,,,,,,,,,,,,,,,,,
475,280,66,491,,,,,,,,,,,,,,,,,,,,,,,,,,
476,281,60,382,,,,,,,,,,,,,,,,,,,,,,,,,,
477,282,66,464,,,,,,,,,,,,,,,,,,,,,,,,,,
478,283,70,461,,,,,,,,,,,,,,,,,,,,,,,,,,
479,284,74,279,,,,,,,,,,,,,,,,,,,,,,,,,,
480,285,63,252,,,,,,,,,,,,,,,,,,,,,,,,,,
481,286,67,478,,,,,,,,,,,,,,,,,,,,,,,,,,
482,287,61,293,,,,,,,,,,,,,,,,,,,,,,,,,,
483,288,65,457,,,,,,,,,,,,,,,,,,,,,,,,,,
484,289,54,399,,,,,,,,,,,,,,,,,,,,,,,,,,
485,290,58,526,,,,,,,,,,,,,,,,,,,,,,,,,,
486,291,68,531,,,,,,,,,,,,,,,,,,,,,,,,,,
487,292,74,346,,,,,,,,,,,,,,,,,,,,,,,,,,
488,293,51,251,,,,,,,,,,,,,,,,,,,,,,,,,,
489,294,67,392,,,,,,,,,,,,,,,,,,,,,,,,,,
490,295,59,520,,,,,,,,,,,,,,,,,,,,,,,,,,
491,296,56,413,,,,,,,,,,,,,,,,,,,,,,,,,,
492,297,52,290,,,,,,,,,,,,,,,,,,,,,,,,,,
493,298,65,342,,,,,,,,,,,,,,,,,,,,,,,,,,
494,299,75,420,,,,,,,,,,,,,,,,,,,,,,,,,,
495,300,65,256,,,,,,,,,,,,,,,,,,,,,,,,,,
496,301,53,506,,,,,,,,,,,,,,,,,,,,,,,,,,
497,302,75,460,,,,,,,,,,,,,,,,,,,,,,,,,,
498,303,75,442,,,,,,,,,,,,,,,,,,,,,,,,,,
499,304,59,419,,,,,,,,,,,,,,,,,,,,,,,,,,
500,305,60,447,,,,,,,,,,,,,,,,,,,,,,,,,,
501,306,54,404,,,,,,,,,,,,,,,,,,,,,,,,,,
502,307,61,460,,,,,,,,,,,,,,,,,,,,,,,,,,
503,308,53,386,,,,,,,,,,,,,,,,,,,,,,,,,,
504,309,63,338,,,,,,,,,,,,,,,,,,,,,,,,,,
505,310,68,486,,,,,,,,,,,,,,,,,,,,,,,,,,
506,311,51,390,,,,,,,,,,,,,,,,,,,,,,,,,,
507,312,70,434,,,,,,,,,,,,,,,,,,,,,,,,,,
508,313,70,280,,,,,,,,,,,,,,,,,,,,,,,,,,
509,314,68,326,,,,,,,,,,,,,,,,,,,,,,,,,,
510,315,65,326,,,,,,,,,,,,,,,,,,,,,,,,,,
511,316,68,427,,,,,,,,,,,,,,,,,,,,,,,,,,
512,317,74,325,,,,,,,,,,,,,,,,,,,,,,,,,,
513,318,71,501,,,,,,,,,,,,,,,,,,,,,,,,,,
514,319,74,316,,,,,,,,,,,,,,,,,,,,,,,,,,
515,320,59,361,,,,,,,,,,,,,,,,,,,,,,,,,,
516,321,68,281,,,,,,,,,,,,,,,,,,,,,,,,,,
517,322,53,451,,,,,,,,,,,,,,,,,,,,,,,,,,
518,323,69,463,,,,,,,,,,,,,,,,,,,,,,,,,,
519,324,54,359,,,,,,,,,,,,,,,,,,,,,,,,,,
520,325,51,286,,,,,,,,,,,,,,,,,,,,,,,,,,
521,326,70,454,,,,,,,,,,,,,,,,,,,,,,,,,,
522,327,72,487,,,,,,,,,,,,,,,,,,,,,,,,,,
523,328,51,441,,,,,,,,,,,,,,,,,,,,,,,,,,
524,329,52,361,,,,,,,,,,,,,,,,,,,,,,,,,,
525,330,73,511,,,,,,,,,,,,,,,,,,,,,,,,,,
526,331,74,268,,,,,,,,,,,,,,,,,,,,,,,,,,
527,332,75,288,,,,,,,,,,,,,,,,,,,,,,,,,,
528,333,74,418,,,,,,,,,,,,,,,,,,,,,,,,,,
529,334,65,293,,,,,,,,,,,,,,,,,,,,,,,,,,
530,335,73,334,,,,,,,,,,,,,,,,,,,,,,,,,,
531,336,63,336,,,,,,,,,,,,,,,,,,,,,,,,,,
532,337,74,347,,,,,,,,,,,,,,,,,,,,,,,,,,
533,338,53,526,,,,,,,,,,,,,,,,,,,,,,,,,,
534,339,60,280,,,,,,,,,,,,,,,,,,,,,,,,,,
535,340,72,273,,,,,,,,,,,,,,,,,,,,,,,,,,
536,341,75,346,,,,,,,,,,,,,,,,,,,,,,,,,,
537,342,56,381,,,,,,,,,,,,,,,,,,,,,,,,,,
538,343,62,257,,,,,,,,,,,,,,,,,,,,,,,,,,
539,344,68,288,,,,,,,,,,,,,,,,,,,,,,,,,,
540,345,57,300,,,,,,,,,,,,,,,,,,,,,,,,,,
541,346,70,423,,,,,,,,,,,,,,,,,,,,,,,,,,
542,347,58,395,,,,,,,,,,,,,,,,,,,,,,,,,,
543,348,61,435,,,,,,,,,,,,,,,,,,,,,,,,,,
544,349,53,536,,,,,,,,,,,,,,,,,,,,,,,,,,
545,350,69,304,,,,,,,,,,,,,,,,,,,,,,,,,,
546,351,53,549,,,,,,,,,,,,,,,,,,,,,,,,,,
547,352,62,472,,,,,,,,,,,,,,,,,,,,,,,,,,
548,353,66,400,,,,,,,,,,,,,,,,,,,,,,,,,,
549,354,69,413,,,,,,,,,,,,,,,,,,,,,,,,,,
550,355,68,273,,,,,,,,,,,,,,,,,,,,,,,,,,
551,356,57,541,,,,,,,,,,,,,,,,,,,,,,,,,,
552,357,63,498,,,,,,,,,,,,,,,,,,,,,,,,,,
553,358,73,437,,,,,,,,,,,,,,,,,,,,,,,,,,
554,359,71,418,,,,,,,,,,,,,,,,,,,,,,,,,,
555,360,67,526,,,,,,,,,,,,,,,,,,,,,,,,,,
556,361,72,387,,,,,,,,,,,,,,,,,,,,,,,,,,
557,362,73,465,,,,,,,,,,,,,,,,,,,,,,,,,,
558,363,64,531,,,,,,,,,,,,,,,,,,,,,,,,,,
559,364,75,388,,,,,,,,,,,,,,,,,,,,,,,,,,
560,365,73,393,,,,,,,,,,,,,,,,,,,,,,,,,,
561,366,71,381,,,,,,,,,,,,,,,,,,,,,,,,,,
562,367,60,454,,,,,,,,,,,,,,,,,,,,,,,,,,
563,368,75,544,,,,,,,,,,,,,,,,,,,,,,,,,,
564,369,72,399,,,,,,,,,,,,,,,,,,,,,,,,,,
565,370,71,541,,,,,,,,,,,,,,,,,,,,,,,,,,
566,371,58,300,,,,,,,,,,,,,,,,,,,,,,,,,,
567,372,62,299,,,,,,,,,,,,,,,,,,,,,,,,,,
568,373,74,489,,,,,,,,,,,,,,,,,,,,,,,,,,
569,374,52,398,,,,,,,,,,,,,,,,,,,,,,,,,,
570,375,65,490,,,,,,,,,,,,,,,,,,,,,,,,,,
571,376,70,414,,,,,,,,,,,,,,,,,,,,,,,,,,
572,377,57,494,,,,,,,,,,,,,,,,,,,,,,,,,,
573,378,59,448,,,,,,,,,,,,,,,,,,,,,,,,,,
574,379,53,480,,,,,,,,,,,,,,,,,,,,,,,,,,
575,380,56,456,,,,,,,,,,,,,,,,,,,,,,,,,,
576,381,64,330,,,,,,,,,,,,,,,,,,,,,,,,,,
577,382,67,312,,,,,,,,,,,,,,,,,,,,,,,,,,
578,383,57,495,,,,,,,,,,,,,,,,,,,,,,,,,,
579,384,65,499,,,,,,,,,,,,,,,,,,,,,,,,,,
580,385,72,529,,,,,,,,,,,,,,,,,,,,,,,,,,
581,386,70,349,,,,,,,,,,,,,,,,,,,,,,,,,,
582,387,69,462,,,,,,,,,,,,,,,,,,,,,,,,,,
583,388,66,451,,,,,,,,,,,,,,,,,,,,,,,,,,
584,389,51,468,,,,,,,,,,,,,,,,,,,,,,,,,,
585,390,70,468,,,,,,,,,,,,,,,,,,,,,,,,,,
586,391,72,392,,,,,,,,,,,,,,,,,,,,,,,,,,
587,392,72,280,,,,,,,,,,,,,,,,,,,,,,,,,,
588,393,68,326,,,,,,,,,,,,,,,,,,,,,,,,,,
589,394,54,421,,,,,,,,,,,,,,,,,,,,,,,,,,
590,395,59,341,,,,,,,,,,,,,,,,,,,,,,,,,,
591,396,73,272,,,,,,,,,,,,,,,,,,,,,,,,,,
592,397,58,287,,,,,,,,,,,,,,,,,,,,,,,,,,
593,398,61,255,,,,,,,,,,,,,,,,,,,,,,,,,,
594,399,64,318,,,,,,,,,,,,,,,,,,,,,,,,,,
595,400,73,281,,,,,,,,,,,,,,,,,,,,,,,,,,
596,401,56,321,,,,,,,,,,,,,,,,,,,,,,,,,,
597,402,66,448,,,,,,,,,,,,,,,,,,,,,,,,,,
598,403,51,386,,,,,,,,,,,,,,,,,,,,,,,,,,
599,404,71,422,,,,,,,,,,,,,,,,,,,,,,,,,,
600,405,55,453,,,,,,,,,,,,,,,,,,,,,,,,,,
601,406,67,359,,,,,,,,,,,,,,,,,,,,,,,,,,
602,407,75,396,,,,,,,,,,,,,,,,,,,,,,,,,,
603,408,71,264,,,,,,,,,,,,,,,,,,,,,,,,,,
604,409,60,410,,,,,,,,,,,,,,,,,,,,,,,,,,
605,410,63,254,,,,,,,,,,,,,,,,,,,,,,,,,,
606,411,67,252,,,,,,,,,,,,,,,,,,,,,,,,,,
607,412,63,415,,,,,,,,,,,,,,,,,,,,,,,,,,
608,413,52,460,,,,,,,,,,,,,,,,,,,,,,,,,,
609,414,52,434,,,,,,,,,,,,,,,,,,,,,,,,,,
610,415,57,429,,,,,,,,,,,,,,,,,,,,,,,,,,
611,416,54,485,,,,,,,,,,,,,,,,,,,,,,,,,,
612,417,71,455,,,,,,,,,,,,,,,,,,,,,,,,,,
613,418,63,436,,,,,,,,,,,,,,,,,,,,,,,,,,
614,419,71,314,,,,,,,,,,,,,,,,,,,,,,,,,,
615,420,53,320,,,,,,,,,,,,,,,,,,,,,,,,,,
616,421,62,425,,,,,,,,,,,,,,,,,,,,,,,,,,
617,422,60,448,,,,,,,,,,,,,,,,,,,,,,,,,,
618,423,67,403,,,,,,,,,,,,,,,,,,,,,,,,,,
619,424,53,488,,,,,,,,,,,,,,,,,,,,,,,,,,
620,425,58,364,,,,,,,,,,,,,,,,,,,,,,,,,,
621,426,66,551,,,,,,,,,,,,,,,,,,,,,,,,,,
622,427,68,513,,,,,,,,,,,,,,,,,,,,,,,,,,
623,428,62,307,,,,,,,,,,,,,,,,,,,,,,,,,,
624,429,69,274,,,,,,,,,,,,,,,,,,,,,,,,,,
625,430,66,344,,,,,,,,,,,,,,,,,,,,,,,,,,
626,431,61,306,,,,,,,,,,,,,,,,,,,,,,,,,,
627,432,58,428,,,,,,,,,,,,,,,,,,,,,,,,,,
628,433,64,510,,,,,,,,,,,,,,,,,,,,,,,,,,
629,434,64,336,,,,,,,,,,,,,,,,,,,,,,,,,,
630,435,75,309,,,,,,,,,,,,,,,,,,,,,,,,,,
631,436,56,301,,,,,,,,,,,,,,,,,,,,,,,,,,
632,437,62,333,,,,,,,,,,,,,,,,,,,,,,,,,,
633,438,65,269,,,,,,,,,,,,,,,,,,,,,,,,,,
634,439,66,501,,,,,,,,,,,,,,,,,,,,,,,,,,
635,440,73,410,,,,,,,,,,,,,,,,,,,,,,,,,,
636,441,65,326,,,,,,,,,,,,,,,,,,,,,,,,,,
637,442,58,517,,,,,,,,,,,,,,,,,,,,,,,,,,
638,443,75,289,,,,,,,,,,,,,,,,,,,,,,,,,,
639,444,52,540,,,,,,,,,,,,,,,,,,,,,,,,,,
640,445,56,345,,,,,,,,,,,,,,,,,,,,,,,,,,
641,446,72,476,,,,,,,,,,,,,,,,,,,,,,,,,,
642,447,66,481,,,,,,,,,,,,,,,,,,,,,,,,,,
643,448,71,327,,,,,,,,,,,,,,,,,,,,,,,,,,
644,449,57,487,,,,,,,,,,,,,,,,,,,,,,,,,,
645,450,53,490,,,,,,,,,,,,,,,,,,,,,,,,,,
646,451,75,496,,,,,,,,,,,,,,,,,,,,,,,,,,
647,452,71,279,,,,,,,,,,,,,,,,,,,,,,,,,,
648,453,55,384,,,,,,,,,,,,,,,,,,,,,,,,,,
649,454,64,379,,,,,,,,,,,,,,,,,,,,,,,,,,
650,455,58,364,,,,,,,,,,,,,,,,,,,,,,,,,,
651,456,65,526,,,,,,,,,,,,,,,,,,,,,,,,,,
652,457,55,272,,,,,,,,,,,,,,,,,,,,,,,,,,
653,458,69,291,,,,,,,,,,,,,,,,,,,,,,,,,,
654,459,73,375,,,,,,,,,,,,,,,,,,,,,,,,,,
655,460,66,370,,,,,,,,,,,,,,,,,,,,,,,,,,
656,461,70,421,,,,,,,,,,,,,,,,,,,,,,,,,,
657,462,52,446,,,,,,,,,,,,,,,,,,,,,,,,,,
658,463,59,388,,,,,,,,,,,,,,,,,,,,,,,,,,
659,464,65,454,,,,,,,,,,,,,,,,,,,,,,,,,,
660,465,62,340,,,,,,,,,,,,,,,,,,,,,,,,,,
661,466,70,505,,,,,,,,,,,,,,,,,,,,,,,,,,
662,467,68,276,,,,,,,,,,,,,,,,,,,,,,,,,,
663,468,64,483,,,,,,,,,,,,,,,,,,,,,,,,,,
664,469,62,309,,,,,,,,,,,,,,,,,,,,,,,,,,
665,470,68,405,,,,,,,,,,,,,,,,,,,,,,,,,,
666,471,65,440,,,,,,,,,,,,,,,,,,,,,,,,,,
667,472,67,504,,,,,,,,,,,,,,,,,,,,,,,,,,
668,473,69,538,,,,,,,,,,,,,,,,,,,,,,,,,,
669,474,64,407,,,,,,,,,,,,,,,,,,,,,,,,,,
670,475,52,457,,,,,,,,,,,,,,,,,,,,,,,,,,
671,476,60,508,,,,,,,,,,,,,,,,,,,,,,,,,,
672,477,55,464,,,,,,,,,,,,,,,,,,,,,,,,,,
673,478,75,371,,,,,,,,,,,,,,,,,,,,,,,,,,
674,479,69,298,,,,,,,,,,,,,,,,,,,,,,,,,,
675,480,70,462,,,,,,,,,,,,,,,,,,,,,,,,,,
676,481,72,512,,,,,,,,,,,,,,,,,,,,,,,,,,
677,482,75,248,,,,,,,,,,,,,,,,,,,,,,,,,,
678,483,65,465,,,,,,,,,,,,,,,,,,,,,,,,,,
679,484,55,278,,,,,,,,,,,,,,,,,,,,,,,,,,
680,485,64,536,,,,,,,,,,,,,,,,,,,,,,,,,,
681,486,68,455,,,,,,,,,,,,,,,,,,,,,,,,,,
682,487,68,280,,,,,,,,,,,,,,,,,,,,,,,,,,
683,488,71,297,,,,,,,,,,,,,,,,,,,,,,,,,,
684,489,73,314,,,,,,,,,,,,,,,,,,,,,,,,,,
685,490,73,362,,,,,,,,,,,,,,,,,,,,,,,,,,
686,491,73,262,,,,,,,,,,,,,,,,,,,,,,,,,,
687,492,66,479,,,,,,,,,,,,,,,,,,,,,,,,,,
688,493,74,532,,,,,,,,,,,,,,,,,,,,,,,,,,
689,494,68,249,,,,,,,,,,,,,,,,,,,,,,,,,,
690,495,53,293,,,,,,,,,,,,,,,,,,,,,,,,,,
691,496,51,332,,,,,,,,,,,,,,,,,,,,,,,,,,
692,497,61,252,,,,,,,,,,,,,,,,,,,,,,,,,,
693,498,67,465,,,,,,,,,,,,,,,,,,,,,,,,,,
694,499,67,447,,,,,,,,,,,,,,,,,,,,,,,,,,
695,500,57,260,,,,,,,,,,,,,,,,,,,,,,,,,,
696,501,69,387,,,,,,,,,,,,,,,,,,,,,,,,,,
697,502,51,276,,,,,,,,,,,,,,,,,,,,,,,,,,
698,503,75,459,,,,,,,,,,,,,,,,,,,,,,,,,,
699,504,54,265,,,,,,,,,,,,,,,,,,,,,,,,,,
700,505,73,502,,,,,,,,,,,,,,,,,,,,,,,,,,
701,506,63,411,,,,,,,,,,,,,,,,,,,,,,,,,,
702,507,57,368,,,,,,,,,,,,,,,,,,,,,,,,,,
703,508,71,500,,,,,,,,,,,,,,,,,,,,,,,,,,
704,509,56,316,,,,,,,,,,,,,,,,,,,,,,,,,,
705,510,52,447,,,,,,,,,,,,,,,,,,,,,,,,,,
706,511,51,307,,,,,,,,,,,,,,,,,,,,,,,,,,
707,512,51,361,,,,,,,,,,,,,,,,,,,,,,,,,,
708,513,74,377,,,,,,,,,,,,,,,,,,,,,,,,,,
709,514,57,456,,,,,,,,,,,,,,,,,,,,,,,,,,
710,515,62,279,,,,,,,,,,,,,,,,,,,,,,,,,,
711,516,63,326,,,,,,,,,,,,,,,,,,,,,,,,,,
712,517,75,507,,,,,,,,,,,,,,,,,,,,,,,,,,
713,518,66,383,,,,,,,,,,,,,,,,,,,,,,,,,,
714,519,52,412,,,,,,,,,,,,,,,,,,,,,,,,,,
715,520,70,318,,,,,,,,,,,,,,,,,,,,,,,,,,
716,521,70,437,,,,,,,,,,,,,,,,,,,,,,,,,,
717,522,53,326,,,,,,,,,,,,,,,,,,,,,,,,,,
718,523,67,393,,,,,,,,,,,,,,,,,,,,,,,,,,
719,524,51,258,,,,,,,,,,,,,,,,,,,,,,,,,,
720,525,56,493,,,,,,,,,,,,,,,,,,,,,,,,,,
721,526,62,377,,,,,,,,,,,,,,,,,,,,,,,,,,
722,527,65,429,,,,,,,,,,,,,,,,,,,,,,,,,,
723,528,51,418,,,,,,,,,,,,,,,,,,,,,,,,,,
724,529,62,438,,,,,,,,,,,,,,,,,,,,,,,,,,
725,530,55,417,,,,,,,,,,,,,,,,,,,,,,,,,,
726,531,62,391,,,,,,,,,,,,,,,,,,,,,,,,,,
727,532,65,488,,,,,,,,,,,,,,,,,,,,,,,,,,
728,533,59,318,,,,,,,,,,,,,,,,,,,,,,,,,,
729,534,65,374,,,,,,,,,,,,,,,,,,,,,,,,,,
730,535,70,356,,,,,,,,,,,,,,,,,,,,,,,,,,
731,536,70,458,,,,,,,,,,,,,,,,,,,,,,,,,,
732,537,62,504,,,,,,,,,,,,,,,,,,,,,,,,,,
733,538,72,372,,,,,,,,,,,,,,,,,,,,,,,,,,
734,539,53,474,,,,,,,,,,,,,,,,,,,,,,,,,,
735,540,68,385,,,,,,,,,,,,,,,,,,,,,,,,,,
736,541,61,314,,,,,,,,,,,,,,,,,,,,,,,,,,
737,542,62,447,,,,,,,,,,,,,,,,,,,,,,,,,,
738,543,66,274,,,,,,,,,,,,,,,,,,,,,,,,,,
739,544,67,359,,,,,,,,,,,,,,,,,,,,,,,,,,
740,545,72,266,,,,,,,,,,,,,,,,,,,,,,,,,,
741,546,75,375,,,,,,,,,,,,,,,,,,,,,,,,,,
742,547,60,314,,,,,,,,,,,,,,,,,,,,,,,,,,
743,548,70,340,,,,,,,,,,,,,,,,,,,,,,,,,,
744,549,51,344,,,,,,,,,,,,,,,,,,,,,,,,,,
745,550,74,377,,,,,,,,,,,,,,,,,,,,,,,,,,
746,551,73,426,,,,,,,,,,,,,,,,,,,,,,,,,,
747,552,57,508,,,,,,,,,,,,,,,,,,,,,,,,,,
748,553,51,486,,,,,,,,,,,,,,,,,,,,,,,,,,
749,554,75,471,,,,,,,,,,,,,,,,,,,,,,,,,,
750,555,68,428,,,,,,,,,,,,,,,,,,,,,,,,,,
751,556,62,462,,,,,,,,,,,,,,,,,,,,,,,,,,
752,557,73,463,,,,,,,,,,,,,,,,,,,,,,,,,,
753,558,54,316,,,,,,,,,,,,,,,,,,,,,,,,,,
754,559,51,532,,,,,,,,,,,,,,,,,,,,,,,,,,
755,560,55,319,,,,,,,,,,,,,,,,,,,,,,,,,,
756,561,64,311,,,,,,,,,,,,,,,,,,,,,,,,,,
757,562,65,464,,,,,,,,,,,,,,,,,,,,,,,,,,
758,563,60,360,,,,,,,,,,,,,,,,,,,,,,,,,,
759,564,58,318,,,,,,,,,,,,,,,,,,,,,,,,,,
760,565,52,422,,,,,,,,,,,,,,,,,,,,,,,,,,
761,566,60,481,,,,,,,,,,,,,,,,,,,,,,,,,,
762,567,71,335,,,,,,,,,,,,,,,,,,,,,,,,,,
763,568,64,501,,,,,,,,,,,,,,,,,,,,,,,,,,
764,569,74,434,,,,,,,,,,,,,,,,,,,,,,,,,,
765,570,66,502,,,,,,,,,,,,,,,,,,,,,,,,,,
766,571,53,534,,,,,,,,,,,,,,,,,,,,,,,,,,
767,572,67,324,,,,,,,,,,,,,,,,,,,,,,,,,,
768,573,65,334,,,,,,,,,,,,,,,,,,,,,,,,,,
769,574,63,451,,,,,,,,,,,,,,,,,,,,,,,,,,
770,575,52,419,,,,,,,,,,,,,,,,,,,,,,,,,,
771,576,58,277,,,,,,,,,,,,,,,,,,,,,,,,,,
772,577,54,461,,,,,,,,,,,,,,,,,,,,,,,,,,
773,578,72,459,,,,,,,,,,,,,,,,,,,,,,,,,,
774,579,51,414,,,,,,,,,,,,,,,,,,,,,,,,,,
775,580,63,446,,,,,,,,,,,,,,,,,,,,,,,,,,
776,581,62,475,,,,,,,,,,,,,,,,,,,,,,,,,,
