,n,24,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
416,244,54,354,,,,,,,,,,,,,,,,,,,,,,,
417,245,70,454,,,,,,,,,,,,,,,,,,,,,,,
418,246,59,429,,,,,,,,,,,,,,,,,,,,,,,
419,247,55,486,,,,,,,,,,,,,,,,,,,,,,,
420,248,61,456,,,,,,,,,,,,,,,,,,,,,,,
421,249,52,457,,,,,,,,,,,,,,,,,,,,,,,
422,250,56,408,,,,,,,,,,,,,,,,,,,,,,,
423,251,66,467,,,,,,,,,,,,,,,,,,,,,,,
424,252,65,395,,,,,,,,,,,,,,,,,,,,,,,
425,253,60,451,,,,,,,,,,,,,,,,,,,,,,,
426,254,52,394,,,,,,,,,,,,,,,,,,,,,,,
427,255,53,386,,,,,,,,,,,,,,,,,,,,,,,
428,256,53,348,,,,,,,,,,,,,,,,,,,,,,,
429,257,67,428,,,,,,,,,,,,,,,,,,,,,,,
430,258,56,466,,,,,,,,,,,,,,,,,,,,,,,
431,259,60,340,,,,,,,,,,,,,,,,,,,,,,,
432,260,53,335,,,,,,,,,,,,,,,,,,,,,,,
433,261,57,363,,,,,,,,,,,,,,,,,,,,,,,
434,262,69,262,,,,,,,,,,,,,,,,,,,,,,,
435,263,71,408,,,,,,,,,,,,,,,,,,,,,,,
436,264,59,409,,,,,,,,,,,,,,,,,,,,,,,
437,265,70,356,,,,,,,,,,,,,,,,,,,,,,,
438,266,66,352,,,,,,,,,,,,,,,,,,,,,,,
439,267,60,417,,,,,,,,,,,,,,,,,,,,,,,
440,268,55,315,,,,,,,,,,,,,,,,,,,,,,,
441,269,55,419,,,,,,,,,,,,,,,,,,,,,,,
442,270,70,488,,,,,,,,,,,,,,,,,,,,,,,
443,271,66,401,,,,,,,,,,,,,,,,,,,,,,,
444,272,56,347,,,,,,,,,,,,,,,,,,,,,,,
445,273,66,271,,,,,,,,,,,,,,,,,,,,,,,
446,274,70,376,,,,,,,,,,,,,,,,,,,,,,,
447,275,65,406,,,,,,,,,,,,,,,,,,,,,,,
448,276,59,430,,,,,,,,,,,,,,,,,,,,,,,
449,277,66,485,,,,,,,,,,,,,,,,,,,,,,,
450,278,58,332,,,,,,,,,,,,,,,,,,,,,,,
451,279,51,421,,,,,,,,,,,,,,,,,,,,,,,
452,280,63,448,,,,,,,,,,,,,,,,,,,,,,,
453,281,59,363,,,,,,,,,,,,,,,,,,,,,,,
454,282,64,427,,,,,,,,,,,,,,,,,,,,,,,
455,283,67,425,,,,,,,,,,,,,,,,,,,,,,,
456,284,70,283,,,,,,,,,,,,,,,,,,,,,,,
457,285,61,263,,,,,,,,,,,,,,,,,,,,,,,
458,286,64,438,,,,,,,,,,,,,,,,,,,,,,,
459,287,59,295,,,,,,,,,,,,,,,,,,,,,,,
460,288,62,421,,,,,,,,,,,,,,,,,,,,,,,
461,289,54,376,,,,,,,,,,,,,,,,,,,,,,,
462,290,56,475,,,,,,,,,,,,,,,,,,,,,,,
463,291,65,479,,,,,,,,,,,,,,,,,,,,,,,
464,292,70,336,,,,,,,,,,,,,,,,,,,,,,,
465,293,51,262,,,,,,,,,,,,,,,,,,,,,,,
466,294,65,371,,,,,,,,,,,,,,,,,,,,,,,
467,295,57,470,,,,,,,,,,,,,,,,,,,,,,,
468,296,55,387,,,,,,,,,,,,,,,,,,,,,,,
469,297,52,293,,,,,,,,,,,,,,,,,,,,,,,
470,298,63,332,,,,,,,,,,,,,,,,,,,,,,,
471,299,71,393,,,,,,,,,,,,,,,,,,,,,,,
472,300,63,266,,,,,,,,,,,,,,,,,,,,,,,
473,301,53,459,,,,,,,,,,,,,,,,,,,,,,,
474,302,71,423,,,,,,,,,,,,,,,,,,,,,,,
475,303,71,410,,,,,,,,,,,,,,,,,,,,,,,
476,304,57,392,,,,,,,,,,,,,,,,,,,,,,,
477,305,59,413,,,,,,,,,,,,,,,,,,,,,,,
478,306,54,381,,,,,,,,,,,,,,,,,,,,,,,
479,307,59,424,,,,,,,,,,,,,,,,,,,,,,,
480,308,53,367,,,,,,,,,,,,,,,,,,,,,,,
481,309,61,330,,,,,,,,,,,,,,,,,,,,,,,
482,310,65,444,,,,,,,,,,,,,,,,,,,,,,,
483,311,51,370,,,,,,,,,,,,,,,,,,,,,,,
484,312,67,403,,,,,,,,,,,,,,,,,,,,,,,
485,313,67,285,,,,,,,,,,,,,,,,,,,,,,,
486,314,65,320,,,,,,,,,,,,,,,,,,,,,,,
487,315,62,320,,,,,,,,,,,,,,,,,,,,,,,
488,316,65,398,,,,,,,,,,,,,,,,,,,,,,,
489,317,70,319,,,,,,,,,,,,,,,,,,,,,,,
490,318,68,456,,,,,,,,,,,,,,,,,,,,,,,
491,319,70,313,,,,,,,,,,,,,,,,,,,,,,,
492,320,58,347,,,,,,,,,,,,,,,,,,,,,,,
493,321,65,286,,,,,,,,,,,,,,,,,,,,,,,
494,322,52,417,,,,,,,,,,,,,,,,,,,,,,,
495,323,66,426,,,,,,,,,,,,,,,,,,,,,,,
496,324,53,346,,,,,,,,,,,,,,,,,,,,,,,
497,325,51,290,,,,,,,,,,,,,,,,,,,,,,,
498,326,67,419,,,,,,,,,,,,,,,,,,,,,,,
499,327,69,445,,,,,,,,,,,,,,,,,,,,,,,
500,328,51,409,,,,,,,,,,,,,,,,,,,,,,,
501,329,52,347,,,,,,,,,,,,,,,,,,,,,,,
502,330,70,463,,,,,,,,,,,,,,,,,,,,,,,
503,331,70,275,,,,,,,,,,,,,,,,,,,,,,,
504,332,71,291,,,,,,,,,,,,,,,,,,,,,,,
505,333,70,391,,,,,,,,,,,,,,,,,,,,,,,
506,334,63,295,,,,,,,,,,,,,,,,,,,,,,,
507,335,69,326,,,,,,,,,,,,,,,,,,,,,,,
508,336,61,328,,,,,,,,,,,,,,,,,,,,,,,
509,337,70,336,,,,,,,,,,,,,,,,,,,,,,,
510,338,53,475,,,,,,,,,,,,,,,,,,,,,,,
511,339,59,284,,,,,,,,,,,,,,,,,,,,,,,
512,340,69,279,,,,,,,,,,,,,,,,,,,,,,,
513,341,71,336,,,,,,,,,,,,,,,,,,,,,,,
514,342,55,362,,,,,,,,,,,,,,,,,,,,,,,
515,343,60,266,,,,,,,,,,,,,,,,,,,,,,,
516,344,66,291,,,,,,,,,,,,,,,,,,,,,,,
517,345,56,300,,,,,,,,,,,,,,,,,,,,,,,
518,346,66,395,,,,,,,,,,,,,,,,,,,,,,,
519,347,57,373,,,,,,,,,,,,,,,,,,,,,,,
520,348,59,405,,,,,,,,,,,,,,,,,,,,,,,
521,349,53,482,,,,,,,,,,,,,,,,,,,,,,,
522,350,66,303,,,,,,,,,,,,,,,,,,,,,,,
523,351,53,492,,,,,,,,,,,,,,,,,,,,,,,
524,352,61,433,,,,,,,,,,,,,,,,,,,,,,,
525,353,64,377,,,,,,,,,,,,,,,,,,,,,,,
526,354,66,387,,,,,,,,,,,,,,,,,,,,,,,
527,355,65,279,,,,,,,,,,,,,,,,,,,,,,,
528,356,56,487,,,,,,,,,,,,,,,,,,,,,,,
529,357,61,453,,,,,,,,,,,,,,,,,,,,,,,
530,358,69,406,,,,,,,,,,,,,,,,,,,,,,,
531,359,68,392,,,,,,,,,,,,,,,,,,,,,,,
532,360,65,475,,,,,,,,,,,,,,,,,,,,,,,
533,361,68,367,,,,,,,,,,,,,,,,,,,,,,,
534,362,69,427,,,,,,,,,,,,,,,,,,,,,,,
535,363,61,479,,,,,,,,,,,,,,,,,,,,,,,
536,364,71,368,,,,,,,,,,,,,,,,,,,,,,,
537,365,69,372,,,,,,,,,,,,,,,,,,,,,,,
538,366,67,362,,,,,,,,,,,,,,,,,,,,,,,
539,367,58,419,,,,,,,,,,,,,,,,,,,,,,,
540,368,71,489,,,,,,,,,,,,,,,,,,,,,,,
541,369,68,377,,,,,,,,,,,,,,,,,,,,,,,
542,370,68,486,,,,,,,,,,,,,,,,,,,,,,,
543,371,57,300,,,,,,,,,,,,,,,,,,,,,,,
544,372,60,299,,,,,,,,,,,,,,,,,,,,,,,
545,373,70,446,,,,,,,,,,,,,,,,,,,,,,,
546,374,52,376,,,,,,,,,,,,,,,,,,,,,,,
547,375,63,447,,,,,,,,,,,,,,,,,,,,,,,
548,376,67,388,,,,,,,,,,,,,,,,,,,,,,,
549,377,56,450,,,,,,,,,,,,,,,,,,,,,,,
550,378,58,414,,,,,,,,,,,,,,,,,,,,,,,
551,379,52,439,,,,,,,,,,,,,,,,,,,,,,,
552,380,55,421,,,,,,,,,,,,,,,,,,,,,,,
553,381,62,324,,,,,,,,,,,,,,,,,,,,,,,
554,382,64,309,,,,,,,,,,,,,,,,,,,,,,,
555,383,56,451,,,,,,,,,,,,,,,,,,,,,,,
556,384,63,454,,,,,,,,,,,,,,,,,,,,,,,
557,385,69,477,,,,,,,,,,,,,,,,,,,,,,,
558,386,67,338,,,,,,,,,,,,,,,,,,,,,,,
559,387,66,425,,,,,,,,,,,,,,,,,,,,,,,
560,388,64,416,,,,,,,,,,,,,,,,,,,,,,,
561,389,51,430,,,,,,,,,,,,,,,,,,,,,,,
562,390,67,430,,,,,,,,,,,,,,,,,,,,,,,
563,391,69,371,,,,,,,,,,,,,,,,,,,,,,,
564,392,69,284,,,,,,,,,,,,,,,,,,,,,,,
565,393,65,320,,,,,,,,,,,,,,,,,,,,,,,
566,394,54,394,,,,,,,,,,,,,,,,,,,,,,,
567,395,58,331,,,,,,,,,,,,,,,,,,,,,,,
568,396,69,278,,,,,,,,,,,,,,,,,,,,,,,
569,397,56,290,,,,,,,,,,,,,,,,,,,,,,,
570,398,60,265,,,,,,,,,,,,,,,,,,,,,,,
571,399,62,314,,,,,,,,,,,,,,,,,,,,,,,
572,400,69,285,,,,,,,,,,,,,,,,,,,,,,,
573,401,55,316,,,,,,,,,,,,,,,,,,,,,,,
574,402,64,414,,,,,,,,,,,,,,,,,,,,,,,
575,403,51,367,,,,,,,,,,,,,,,,,,,,,,,
576,404,67,395,,,,,,,,,,,,,,,,,,,,,,,
577,405,54,418,,,,,,,,,,,,,,,,,,,,,,,
578,406,64,346,,,,,,,,,,,,,,,,,,,,,,,
579,407,71,375,,,,,,,,,,,,,,,,,,,,,,,
580,408,68,272,,,,,,,,,,,,,,,,,,,,,,,
581,409,59,385,,,,,,,,,,,,,,,,,,,,,,,
582,410,61,264,,,,,,,,,,,,,,,,,,,,,,,
583,411,64,263,,,,,,,,,,,,,,,,,,,,,,,
584,412,61,389,,,,,,,,,,,,,,,,,,,,,,,
585,413,51,424,,,,,,,,,,,,,,,,,,,,,,,
586,414,52,404,,,,,,,,,,,,,,,,,,,,,,,
587,415,56,400,,,,,,,,,,,,,,,,,,,,,,,
588,416,53,443,,,,,,,,,,,,,,,,,,,,,,,
589,417,68,420,,,,,,,,,,,,,,,,,,,,,,,
590,418,61,405,,,,,,,,,,,,,,,,,,,,,,,
591,419,68,311,,,,,,,,,,,,,,,,,,,,,,,
592,420,52,315,,,,,,,,,,,,,,,,,,,,,,,
593,421,60,397,,,,,,,,,,,,,,,,,,,,,,,
594,422,59,414,,,,,,,,,,,,,,,,,,,,,,,
595,423,64,380,,,,,,,,,,,,,,,,,,,,,,,
596,424,53,445,,,,,,,,,,,,,,,,,,,,,,,
597,425,57,349,,,,,,,,,,,,,,,,,,,,,,,
598,426,64,494,,,,,,,,,,,,,,,,,,,,,,,
599,427,66,464,,,,,,,,,,,,,,,,,,,,,,,
600,428,60,305,,,,,,,,,,,,,,,,,,,,,,,
601,429,66,280,,,,,,,,,,,,,,,,,,,,,,,
602,430,63,334,,,,,,,,,,,,,,,,,,,,,,,
603,431,59,304,,,,,,,,,,,,,,,,,,,,,,,
604,432,57,399,,,,,,,,,,,,,,,,,,,,,,,
605,433,62,463,,,,,,,,,,,,,,,,,,,,,,,
606,434,62,328,,,,,,,,,,,,,,,,,,,,,,,
607,435,71,307,,,,,,,,,,,,,,,,,,,,,,,
608,436,55,301,,,,,,,,,,,,,,,,,,,,,,,
609,437,60,326,,,,,,,,,,,,,,,,,,,,,,,
610,438,62,276,,,,,,,,,,,,,,,,,,,,,,,
611,439,64,455,,,,,,,,,,,,,,,,,,,,,,,
612,440,69,385,,,,,,,,,,,,,,,,,,,,,,,
613,441,63,321,,,,,,,,,,,,,,,,,,,,,,,
614,442,57,468,,,,,,,,,,,,,,,,,,,,,,,
615,443,71,292,,,,,,,,,,,,,,,,,,,,,,,
616,444,52,486,,,,,,,,,,,,,,,,,,,,,,,
617,445,55,335,,,,,,,,,,,,,,,,,,,,,,,
618,446,69,436,,,,,,,,,,,,,,,,,,,,,,,
619,447,63,440,,,,,,,,,,,,,,,,,,,,,,,
620,448,68,321,,,,,,,,,,,,,,,,,,,,,,,
621,449,56,445,,,,,,,,,,,,,,,,,,,,,,,
622,450,53,447,,,,,,,,,,,,,,,,,,,,,,,
623,451,71,452,,,,,,,,,,,,,,,,,,,,,,,
624,452,68,284,,,,,,,,,,,,,,,,,,,,,,,
625,453,54,365,,,,,,,,,,,,,,,,,,,,,,,
626,454,62,361,,,,,,,,,,,,,,,,,,,,,,,
627,455,57,350,,,,,,,,,,,,,,,,,,,,,,,
628,456,62,475,,,,,,,,,,,,,,,,,,,,,,,
629,457,55,278,,,,,,,,,,,,,,,,,,,,,,,
630,458,66,294,,,,,,,,,,,,,,,,,,,,,,,
631,459,69,358,,,,,,,,,,,,,,,,,,,,,,,
632,460,64,355,,,,,,,,,,,,,,,,,,,,,,,
633,461,67,394,,,,,,,,,,,,,,,,,,,,,,,
634,462,52,413,,,,,,,,,,,,,,,,,,,,,,,
635,463,57,368,,,,,,,,,,,,,,,,,,,,,,,
636,464,63,419,,,,,,,,,,,,,,,,,,,,,,,
637,465,60,331,,,,,,,,,,,,,,,,,,,,,,,
638,466,67,458,,,,,,,,,,,,,,,,,,,,,,,
639,467,66,282,,,,,,,,,,,,,,,,,,,,,,,
640,468,62,442,,,,,,,,,,,,,,,,,,,,,,,
641,469,60,307,,,,,,,,,,,,,,,,,,,,,,,
642,470,66,381,,,,,,,,,,,,,,,,,,,,,,,
643,471,63,408,,,,,,,,,,,,,,,,,,,,,,,
644,472,64,458,,,,,,,,,,,,,,,,,,,,,,,
645,473,66,484,,,,,,,,,,,,,,,,,,,,,,,
646,474,62,383,,,,,,,,,,,,,,,,,,,,,,,
647,475,51,421,,,,,,,,,,,,,,,,,,,,,,,
648,476,58,461,,,,,,,,,,,,,,,,,,,,,,,
649,477,54,427,,,,,,,,,,,,,,,,,,,,,,,
650,478,71,355,,,,,,,,,,,,,,,,,,,,,,,
651,479,66,298,,,,,,,,,,,,,,,,,,,,,,,
652,480,67,425,,,,,,,,,,,,,,,,,,,,,,,
653,481,69,464,,,,,,,,,,,,,,,,,,,,,,,
654,482,71,260,,,,,,,,,,,,,,,,,,,,,,,
655,483,63,428,,,,,,,,,,,,,,,,,,,,,,,
656,484,55,283,,,,,,,,,,,,,,,,,,,,,,,
657,485,62,483,,,,,,,,,,,,,,,,,,,,,,,
658,486,65,420,,,,,,,,,,,,,,,,,,,,,,,
659,487,65,284,,,,,,,,,,,,,,,,,,,,,,,
660,488,68,298,,,,,,,,,,,,,,,,,,,,,,,
661,489,70,311,,,,,,,,,,,,,,,,,,,,,,,
662,490,69,348,,,,,,,,,,,,,,,,,,,,,,,
663,491,69,270,,,,,,,,,,,,,,,,,,,,,,,
664,492,64,438,,,,,,,,,,,,,,,,,,,,,,,
665,493,70,479,,,,,,,,,,,,,,,,,,,,,,,
666,494,65,260,,,,,,,,,,,,,,,,,,,,,,,
667,495,52,295,,,,,,,,,,,,,,,,,,,,,,,
668,496,51,324,,,,,,,,,,,,,,,,,,,,,,,
669,497,60,263,,,,,,,,,,,,,,,,,,,,,,,
670,498,64,428,,,,,,,,,,,,,,,,,,,,,,,
671,499,64,414,,,,,,,,,,,,,,,,,,,,,,,
672,500,56,269,,,,,,,,,,,,,,,,,,,,,,,
673,501,66,367,,,,,,,,,,,,,,,,,,,,,,,
674,502,51,281,,,,,,,,,,,,,,,,,,,,,,,
675,503,71,423,,,,,,,,,,,,,,,,,,,,,,,
676,504,54,273,,,,,,,,,,,,,,,,,,,,,,,
677,505,69,456,,,,,,,,,,,,,,,,,,,,,,,
678,506,61,386,,,,,,,,,,,,,,,,,,,,,,,
679,507,56,352,,,,,,,,,,,,,,,,,,,,,,,
680,508,67,455,,,,,,,,,,,,,,,,,,,,,,,
681,509,55,312,,,,,,,,,,,,,,,,,,,,,,,
682,510,52,413,,,,,,,,,,,,,,,,,,,,,,,
683,511,51,306,,,,,,,,,,,,,,,,,,,,,,,
684,512,51,347,,,,,,,,,,,,,,,,,,,,,,,
685,513,70,360,,,,,,,,,,,,,,,,,,,,,,,
686,514,56,421,,,,,,,,,,,,,,,,,,,,,,,
687,515,60,284,,,,,,,,,,,,,,,,,,,,,,,
688,516,61,320,,,,,,,,,,,,,,,,,,,,,,,
689,517,71,460,,,,,,,,,,,,,,,,,,,,,,,
690,518,64,364,,,,,,,,,,,,,,,,,,,,,,,
691,519,51,387,,,,,,,,,,,,,,,,,,,,,,,
692,520,67,314,,,,,,,,,,,,,,,,,,,,,,,
693,521,67,406,,,,,,,,,,,,,,,,,,,,,,,
694,522,53,320,,,,,,,,,,,,,,,,,,,,,,,
695,523,64,372,,,,,,,,,,,,,,,,,,,,,,,
696,524,51,268,,,,,,,,,,,,,,,,,,,,,,,
697,525,55,449,,,,,,,,,,,,,,,,,,,,,,,
698,526,61,360,,,,,,,,,,,,,,,,,,,,,,,
699,527,63,400,,,,,,,,,,,,,,,,,,,,,,,
700,528,51,391,,,,,,,,,,,,,,,,,,,,,,,
701,529,60,407,,,,,,,,,,,,,,,,,,,,,,,
702,530,54,391,,,,,,,,,,,,,,,,,,,,,,,
703,531,60,371,,,,,,,,,,,,,,,,,,,,,,,
704,532,63,446,,,,,,,,,,,,,,,,,,,,,,,
705,533,57,314,,,,,,,,,,,,,,,,,,,,,,,
706,534,63,358,,,,,,,,,,,,,,,,,,,,,,,
707,535,67,343,,,,,,,,,,,,,,,,,,,,,,,
708,536,67,422,,,,,,,,,,,,,,,,,,,,,,,
709,537,60,458,,,,,,,,,,,,,,,,,,,,,,,
710,538,69,356,,,,,,,,,,,,,,,,,,,,,,,
711,539,52,435,,,,,,,,,,,,,,,,,,,,,,,
712,540,66,366,,,,,,,,,,,,,,,,,,,,,,,
713,541,59,311,,,,,,,,,,,,,,,,,,,,,,,
714,542,60,414,,,,,,,,,,,,,,,,,,,,,,,
715,543,64,280,,,,,,,,,,,,,,,,,,,,,,,
716,544,65,345,,,,,,,,,,,,,,,,,,,,,,,
717,545,68,274,,,,,,,,,,,,,,,,,,,,,,,
718,546,71,358,,,,,,,,,,,,,,,,,,,,,,,
719,547,59,311,,,,,,,,,,,,,,,,,,,,,,,
720,548,67,331,,,,,,,,,,,,,,,,,,,,,,,
721,549,51,334,,,,,,,,,,,,,,,,,,,,,,,
722,550,70,360,,,,,,,,,,,,,,,,,,,,,,,
723,551,70,398,,,,,,,,,,,,,,,,,,,,,,,
724,552,56,461,,,,,,,,,,,,,,,,,,,,,,,
725,553,51,444,,,,,,,,,,,,,,,,,,,,,,,
726,554,71,433,,,,,,,,,,,,,,,,,,,,,,,
727,555,66,399,,,,,,,,,,,,,,,,,,,,,,,
728,556,60,426,,,,,,,,,,,,,,,,,,,,,,,
729,557,70,426,,,,,,,,,,,,,,,,,,,,,,,
730,558,53,312,,,,,,,,,,,,,,,,,,,,,,,
731,559,51,479,,,,,,,,,,,,,,,,,,,,,,,
732,560,54,315,,,,,,,,,,,,,,,,,,,,,,,
733,561,62,309,,,,,,,,,,,,,,,,,,,,,,,
734,562,62,427,,,,,,,,,,,,,,,,,,,,,,,
735,563,58,346,,,,,,,,,,,,,,,,,,,,,,,
736,564,57,314,,,,,,,,,,,,,,,,,,,,,,,
737,565,52,395,,,,,,,,,,,,,,,,,,,,,,,
738,566,58,440,,,,,,,,,,,,,,,,,,,,,,,
739,567,68,327,,,,,,,,,,,,,,,,,,,,,,,
740,568,62,455,,,,,,,,,,,,,,,,,,,,,,,
741,569,71,404,,,,,,,,,,,,,,,,,,,,,,,
742,570,64,457,,,,,,,,,,,,,,,,,,,,,,,
743,571,53,481,,,,,,,,,,,,,,,,,,,,,,,
744,572,64,319,,,,,,,,,,,,,,,,,,,,,,,
745,573,63,326,,,,,,,,,,,,,,,,,,,,,,,
746,574,61,417,,,,,,,,,,,,,,,,,,,,,,,
747,575,52,392,,,,,,,,,,,,,,,,,,,,,,,
748,576,57,282,,,,,,,,,,,,,,,,,,,,,,,
749,577,54,424,,,,,,,,,,,,,,,,,,,,,,,
750,578,69,423,,,,,,,,,,,,,,,,,,,,,,,
751,579,51,388,,,,,,,,,,,,,,,,,,,,,,,
752,580,61,413,,,,,,,,,,,,,,,,,,,,,,,
753,581,60,435,,,,,,,,,,,,,,,,,,,,,,,
754,582,65,294,,,,,,,,,,,,,,,,,,,,,,,
755,583,55,425,,,,,,,,,,,,,,,,,,,,,,,
756,584,69,406,,,,,,,,,,,,,,,,,,,,,,,
757,585,54,331,,,,,,,,,,,,,,,,,,,,,,,
758,586,56,350,,,,,,,,,,,,,,,,,,,,,,,
759,587,57,337,,,,,,,,,,,,,,,,,,,,,,,
760,588,53,403,,,,,,,,,,,,,,,,,,,,,,,
761,589,62,335,,,,,,,,,,,,,,,,,,,,,,,
762,590,53,278,,,,,,,,,,,,,,,,,,,,,,,
763,591,69,410,,,,,,,,,,,,,,,,,,,,,,,
764,592,54,375,,,,,,,,,,,,,,,,,,,,,,,
765,593,56,326,,,,,,,,,,,,,,,,,,,,,,,
766,594,64,285,,,,,,,,,,,,,,,,,,,,,,,
767,595,59,459,,,,,,,,,,,,,,,,,,,,,,,
768,596,68,356,,,,,,,,,,,,,,,,,,,,,,,
769,597,53,491,,,,,,,,,,,,,,,,,,,,,,,
770,598,58,345,,,,,,,,,,,,,,,,,,,,,,,
771,599,56,377,,,,,,,,,,,,,,,,,,,,,,,
772,600,51,467,,,,,,,,,,,,,,,,,,,,,,,
773,601,59,467,,,,,,,,,,,,,,,,,,,,,,,
774,602,61,442,,,,,,,,,,,,,,,,,,,,,,,
775,603,57,475,,,,,,,,,,,,,,,,,,,,,,,
776,604,67,452,,,,,,,,,,,,,,,,,,,,,,,
777,605,63,321,,,,,,,,,,,,,,,,,,,,,,,
778,606,53,424,,,,,,,,,,,,,,,,,,,,,,,
779,607,59,357,,,,,,,,,,,,,,,,,,,,,,,
780,608,67,455,,,,,,,,,,,,,,,,,,,,,,,
781,609,63,303,,,,,,,,,,,,,,,,,,,,,,,
782,610,69,478,,,,,,,,,,,,,,,,,,,,,,,
783,611,52,444,,,,,,,,,,,,,,,,,,,,,,,
784,612,55,333,,,,,,,,,,,,,,,,,,,,,,,
785,613,61,461,,,,,,,,,,,,,,,,,,,,,,,
786,614,56,334,,,,,,,,,,,,,,,,,,,,,,,
787,615,71,438,,,,,,,,,,,,,,,,,,,,,,,
788,616,58,275,,,,,,,,,,,,,,,,,,,,,,,
789,617,56,316,,,,,,,,,,,,,,,,,,,,,,,
790,618,65,490,,,,,,,,,,,,,,,,,,,,,,,
791,619,53,348,,,,,,,,,,,,,,,,,,,,,,,
792,620,55,343,,,,,,,,,,,,,,,,,,,,,,,
793,621,61,447,,,,,,,,,,,,,,,,,,,,,,,
794,622,62,295,,,,,,,,,,,,,,,,,,,,,,,
795,623,66,287,,,,,,,,,,,,,,,,,,,,,,,
796,624,71,425,,,,,,,,,,,,,,,,,,,,,,,
797,625,55,385,,,,,,,,,,,,,,,,,,,,,,,
798,626,67,277,,,,,,,,,,,,,,,,,,,,,,,
799,627,64,284,,,,,,,,,,,,,,,,,,,,,,,
800,628,67,401,,,,,,,,,,,,,,,,,,,,,,,
801,629,65,305,,,,,,,,,,,,,,,,,,,,,,,
802,630,57,363,,,,,,,,,,,,,,,,,,,,,,,
803,631,64,372,,,,,,,,,,,,,,,,,,,,,,,
804,632,69,451,,,,,,,,,,,,,,,,,,,,,,,
805,633,70,275,,,,,,,,,,,,,,,,,,,,,,,
806,634,59,302,,,,,,,,,,,,,,,,,,,,,,,
807,635,66,450,,,,,,,,,,,,,,,,,,,,,,,
808,636,65,311,,,,,,,,,,,,,,,,,,,,,,,
809,637,71,381,,,,,,,,,,,,,,,,,,,,,,,
810,638,60,327,,,,,,,,,,,,,,,,,,,,,,,
811,639,56,274,,,,,,,,,,,,,,,,,,,,,,,
812,640,63,347,,,,,,,,,,,,,,,,,,,,,,,
813,641,69,391,,,,,,,,,,,,,,,,,,,,,,,
814,642,53,360,,,,,,,,,,,,,,,,,,,,,,,
815,643,71,324,,,,,,,,,,,,,,,,,,,,,,,
816,644,60,301,,,,,,,,,,,,,,,,,,,,,,,
817,645,60,280,,,,,,,,,,,,,,,,,,,,,,,
818,646,57,481,,,,,,,,,,,,,,,,,,,,,,,
819,647,52,438,,,,,,,,,,,,,,,,,,,,,,,
820,648,65,261,,,,,,,,,,,,,,,,,,,,,,,
821,649,70,428,,,,,,,,,,,,,,,,,,,,,,,
822,650,55,413,,,,,,,,,,,,,,,,,,,,,,,
823,651,65,450,,,,,,,,,,,,,,,,,,,,,,,
824,652,71,350,,,,,,,,,,,,,,,,,,,,,,,
825,653,68,388,,,,,,,,,,,,,,,,,,,,,,,
826,654,52,285,,,,,,,,,,,,,,,,,,,,,,,
827,655,64,380,,,,,,,,,,,,,,,,,,,,,,,
828,656,58,403,,,,,,,,,,,,,,,,,,,,,,,
829,657,63,475,,,,,,,,,,,,,,,,,,,,,,,
830,658,63,281,,,,,,,,,,,,,,,,,,,,,,,
831,659,58,360,,,,,,,,,,,,,,,,,,,,,,,
832,660,68,410,,,,,,,,,,,,,,,,,,,,,,,
833,661,64,315,,,,,,,,,,,,,,,,,,,,,,,
834,662,66,409,,,,,,,,,,,,,,,,,,,,,,,
835,663,61,437,,,,,,,,,,,,,,,,,,,,,,,
836,664,53,314,,,,,,,,,,,,,,,,,,,,,,,
837,665,68,362,,,,,,,,,,,,,,,,,,,,,,,
838,666,58,386,,,,,,,,,,,,,,,,,,,,,,,
839,667,68,481,,,,,,,,,,,,,,,,,,,,,,,
840,668,65,273,,,,,,,,,,,,,,,,,,,,,,,
841,669,63,433,,,,,,,,,,,,,,,,,,,,,,,
842,670,63,364,,,,,,,,,,,,,,,,,,,,,,,
843,671,54,337,,,,,,,,,,,,,,,,,,,,,,,
844,672,61,478,,,,,,,,,,,,,,,,,,,,,,,
845,673,66,423,,,,,,,,,,,,,,,,,,,,,,,
846,674,58,301,,,,,,,,,,,,,,,,,,,,,,,
847,675,54,403,,,,,,,,,,,,,,,,,,,,,,,
848,676,64,380,,,,,,,,,,,,,,,,,,,,,,,
849,677,69,399,,,,,,,,,,,,,,,,,,,,,,,
850,678,51,369,,,,,,,,,,,,,,,,,,,,,,,
851,679,52,340,,,,,,,,,,,,,,,,,,,,,,,
852,680,69,279,,,,,,,,,,,,,,,,,,,,,,,
853,681,59,460,,,,,,,,,,,,,,,,,,,,,,,
854,682,57,312,,,,,,,,,,,,,,,,,,,,,,,
855,683,54,450,,,,,,,,,,,,,,,,,,,,,,,
856,684,67,414,,,,,,,,,,,,,,,,,,,,,,,
857,685,56,380,,,,,,,,,,,,,,,,,,,,,,,
858,686,61,406,,,,,,,,,,,,,,,,,,,,,,,
859,687,68,349,,,,,,,,,,,,,,,,,,,,,,,
