,n,45,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
337,43,71,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,44,71,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,45,80,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,46,88,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,47,62,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,48,89,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,49,88,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,50,69,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,51,63,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,52,75,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,53,77,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,54,61,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,55,67,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,56,84,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,57,63,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,58,92,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,59,92,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,60,88,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,61,91,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,62,82,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,63,59,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,64,63,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,65,68,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,66,61,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,67,75,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,68,92,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,69,87,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,70,90,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,71,69,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,72,84,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,73,61,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,74,80,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,75,60,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,76,67,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,77,80,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,78,65,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,79,82,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,80,70,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,81,64,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,82,88,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,83,71,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,84,82,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,85,88,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,86,75,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,87,84,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,88,71,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,89,86,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,90,61,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,91,72,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,92,60,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,93,91,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,94,69,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,95,80,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,96,73,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,97,70,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,98,88,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,99,70,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,100,86,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,101,92,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,102,72,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,103,62,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,104,75,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,105,66,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,106,85,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,107,67,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,108,64,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,109,91,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,110,62,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,111,76,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,112,81,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,113,73,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,114,91,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,115,90,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,116,72,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,117,82,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,118,71,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,119,76,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,120,80,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,121,71,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,122,81,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,123,80,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,124,69,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,125,66,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,126,71,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,127,78,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,128,83,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,129,81,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,130,83,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,131,59,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,132,89,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,133,60,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,134,75,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,135,81,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,136,85,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,137,76,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,138,62,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,139,65,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,140,87,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,141,80,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,142,63,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,143,82,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,144,76,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,145,61,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,146,72,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,147,64,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,148,59,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,149,78,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,150,64,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,151,85,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,152,82,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,153,87,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,154,81,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,155,66,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,156,92,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,157,62,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,158,76,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,159,92,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,160,75,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,161,64,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,162,70,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,163,82,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,164,89,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,165,61,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,166,74,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,167,68,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,168,72,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,169,90,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,170,75,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,171,78,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,172,63,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,173,67,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,174,74,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,175,91,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,176,68,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,177,59,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,178,85,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,179,77,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,180,74,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,181,73,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,182,72,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,183,67,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,184,89,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,185,64,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,186,74,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,187,61,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,188,66,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,189,92,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,190,66,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,191,84,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,192,62,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,193,78,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,194,82,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,195,62,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,196,66,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,197,77,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,198,91,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,199,79,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,200,64,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,201,69,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,202,75,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,203,63,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,204,90,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,205,64,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,206,81,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,207,60,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,208,89,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,209,76,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,210,85,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,211,79,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,212,63,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,213,77,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,214,74,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,215,64,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,216,76,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,217,85,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,218,64,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,219,86,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,220,70,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,221,77,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,222,84,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,223,62,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,224,81,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,225,91,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,226,74,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,227,59,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,228,70,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,229,61,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,230,81,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,231,86,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,232,83,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,233,64,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,234,87,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,235,87,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,236,71,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,237,79,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,238,67,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,239,66,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,240,69,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,241,62,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,242,67,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,243,85,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,244,64,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,245,89,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,246,73,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,247,66,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,248,76,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,249,61,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,250,68,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,251,84,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,252,82,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,253,73,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,254,61,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,255,63,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,256,62,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,257,85,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,258,67,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,259,73,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,260,63,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,261,68,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,262,88,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,263,91,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,264,73,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,265,91,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,266,84,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,267,73,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,268,65,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,269,66,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,270,91,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,271,84,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,272,68,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,273,83,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,274,91,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,275,83,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,276,72,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,277,83,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,278,70,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,279,59,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,280,79,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,281,72,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,282,80,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,283,86,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,284,91,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,285,76,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,286,81,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,287,72,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,288,78,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,289,64,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,290,68,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,291,82,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,292,90,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,293,59,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,294,81,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,295,70,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,296,66,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,297,61,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,298,78,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,299,92,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,300,78,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,301,62,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,302,92,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,303,92,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,304,70,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,305,72,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,306,64,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,307,72,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,308,63,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,309,76,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,310,82,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,311,59,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,312,85,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,313,85,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,314,82,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,315,78,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,316,83,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,317,90,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,318,86,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,319,91,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,320,70,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,321,82,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,322,61,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,323,84,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,324,63,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,325,59,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,326,85,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,327,88,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,328,59,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,329,61,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,330,89,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,331,91,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,332,92,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,333,91,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,334,79,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,335,89,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,336,76,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,337,91,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,338,62,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,339,72,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,340,88,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,341,91,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,342,67,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,343,74,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,344,83,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,345,67,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,346,84,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,347,69,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,348,73,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,349,62,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,350,83,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,351,62,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,352,75,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,353,80,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,354,83,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,355,82,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,356,67,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,357,76,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,358,89,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,359,87,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,360,81,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,361,87,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,362,89,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,363,76,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,364,92,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,365,89,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,366,86,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,367,71,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,368,91,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,369,87,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,370,86,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,371,69,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,372,74,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,373,90,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,374,61,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,375,78,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,376,85,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,377,68,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,378,70,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,379,62,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,380,66,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,381,76,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,382,80,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,383,68,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,384,78,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,385,88,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,386,85,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,387,84,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,388,80,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,389,59,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,390,85,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,391,88,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,392,88,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,393,82,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,394,64,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,395,70,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,396,88,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,397,68,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,398,73,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,399,77,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,400,89,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,401,66,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,402,80,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,403,59,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,404,86,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,405,65,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,406,80,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,407,92,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,408,87,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,409,72,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,410,76,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,411,81,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,412,75,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
