581;55;165;;;;;;;;;;;;;;
582;64;99;;;;;;;;;;;;;;
583;44;160;;;;;;;;;;;;;;
584;73;152;;;;;;;;;;;;;;
585;42;117;;;;;;;;;;;;;;
586;46;126;;;;;;;;;;;;;;
587;47;119;;;;;;;;;;;;;;
588;40;150;;;;;;;;;;;;;;
589;59;118;;;;;;;;;;;;;;
590;40;92;;;;;;;;;;;;;;
591;72;153;;;;;;;;;;;;;;
592;41;137;;;;;;;;;;;;;;
593;46;114;;;;;;;;;;;;;;
594;61;95;;;;;;;;;;;;;;
595;52;176;;;;;;;;;;;;;;
596;70;128;;;;;;;;;;;;;;
597;40;191;;;;;;;;;;;;;;
598;50;123;;;;;;;;;;;;;;
599;46;138;;;;;;;;;;;;;;
600;36;180;;;;;;;;;;;;;;
601;51;180;;;;;;;;;;;;;;
602;56;168;;;;;;;;;;;;;;
603;47;183;;;;;;;;;;;;;;
604;69;173;;;;;;;;;;;;;;
605;59;112;;;;;;;;;;;;;;
606;40;160;;;;;;;;;;;;;;
607;53;129;;;;;;;;;;;;;;
608;68;174;;;;;;;;;;;;;;
609;60;104;;;;;;;;;;;;;;
610;72;185;;;;;;;;;;;;;;
611;38;169;;;;;;;;;;;;;;
612;44;118;;;;;;;;;;;;;;
613;56;177;;;;;;;;;;;;;;
614;46;118;;;;;;;;;;;;;;
615;76;166;;;;;;;;;;;;;;
616;49;90;;;;;;;;;;;;;;
617;47;110;;;;;;;;;;;;;;
618;64;190;;;;;;;;;;;;;;
619;40;124;;;;;;;;;;;;;;
620;43;122;;;;;;;;;;;;;;
621;55;171;;;;;;;;;;;;;;
622;57;100;;;;;;;;;;;;;;
623;65;96;;;;;;;;;;;;;;
624;77;160;;;;;;;;;;;;;;
625;43;142;;;;;;;;;;;;;;
626;68;92;;;;;;;;;;;;;;
627;61;95;;;;;;;;;;;;;;
628;69;149;;;;;;;;;;;;;;
629;63;105;;;;;;;;;;;;;;
630;47;131;;;;;;;;;;;;;;
631;63;136;;;;;;;;;;;;;;
632;71;173;;;;;;;;;;;;;;
633;74;91;;;;;;;;;;;;;;
634;52;103;;;;;;;;;;;;;;
635;66;172;;;;;;;;;;;;;;
636;64;107;;;;;;;;;;;;;;
637;77;140;;;;;;;;;;;;;;
638;54;115;;;;;;;;;;;;;;
639;45;90;;;;;;;;;;;;;;
640;60;124;;;;;;;;;;;;;;
641;72;145;;;;;;;;;;;;;;
642;40;130;;;;;;;;;;;;;;
643;77;113;;;;;;;;;;;;;;
644;53;103;;;;;;;;;;;;;;
645;54;93;;;;;;;;;;;;;;
646;48;186;;;;;;;;;;;;;;
647;38;166;;;;;;;;;;;;;;
648;65;84;;;;;;;;;;;;;;
649;75;162;;;;;;;;;;;;;;
650;45;155;;;;;;;;;;;;;;
651;65;172;;;;;;;;;;;;;;
652;77;125;;;;;;;;;;;;;;
653;71;143;;;;;;;;;;;;;;
654;38;95;;;;;;;;;;;;;;
655;63;140;;;;;;;;;;;;;;
656;49;150;;;;;;;;;;;;;;
657;60;183;;;;;;;;;;;;;;
658;59;94;;;;;;;;;;;;;;
659;50;130;;;;;;;;;;;;;;
660;70;153;;;;;;;;;;;;;;
661;62;109;;;;;;;;;;;;;;
662;66;153;;;;;;;;;;;;;;
663;56;166;;;;;;;;;;;;;;
664;40;109;;;;;;;;;;;;;;
665;70;131;;;;;;;;;;;;;;
666;49;142;;;;;;;;;;;;;;
667;70;186;;;;;;;;;;;;;;
668;63;90;;;;;;;;;;;;;;
669;59;164;;;;;;;;;;;;;;
670;60;132;;;;;;;;;;;;;;
671;43;119;;;;;;;;;;;;;;
672;57;185;;;;;;;;;;;;;;
673;66;159;;;;;;;;;;;;;;
674;49;103;;;;;;;;;;;;;;
675;42;150;;;;;;;;;;;;;;
676;62;139;;;;;;;;;;;;;;
677;73;148;;;;;;;;;;;;;;
678;35;134;;;;;;;;;;;;;;
679;38;121;;;;;;;;;;;;;;
680;72;92;;;;;;;;;;;;;;
681;52;177;;;;;;;;;;;;;;
682;47;108;;;;;;;;;;;;;;
683;42;172;;;;;;;;;;;;;;
684;68;155;;;;;;;;;;;;;;
685;45;139;;;;;;;;;;;;;;
686;56;151;;;;;;;;;;;;;;
687;71;125;;;;;;;;;;;;;;
688;54;116;;;;;;;;;;;;;;
689;65;172;;;;;;;;;;;;;;
690;73;171;;;;;;;;;;;;;;
691;52;188;;;;;;;;;;;;;;
692;36;106;;;;;;;;;;;;;;
693;68;174;;;;;;;;;;;;;;
694;62;109;;;;;;;;;;;;;;
695;74;105;;;;;;;;;;;;;;
696;77;109;;;;;;;;;;;;;;
697;71;139;;;;;;;;;;;;;;
698;36;120;;;;;;;;;;;;;;
699;36;116;;;;;;;;;;;;;;
700;67;185;;;;;;;;;;;;;;
701;74;158;;;;;;;;;;;;;;
702;74;157;;;;;;;;;;;;;;
703;39;86;;;;;;;;;;;;;;
704;63;139;;;;;;;;;;;;;;
705;40;162;;;;;;;;;;;;;;
706;67;112;;;;;;;;;;;;;;
707;54;92;;;;;;;;;;;;;;
708;63;134;;;;;;;;;;;;;;
709;69;93;;;;;;;;;;;;;;
710;53;120;;;;;;;;;;;;;;
711;42;144;;;;;;;;;;;;;;
712;66;88;;;;;;;;;;;;;;
713;57;113;;;;;;;;;;;;;;
714;68;119;;;;;;;;;;;;;;
715;50;97;;;;;;;;;;;;;;
716;46;130;;;;;;;;;;;;;;
717;37;189;;;;;;;;;;;;;;
718;73;163;;;;;;;;;;;;;;
719;36;124;;;;;;;;;;;;;;
720;39;167;;;;;;;;;;;;;;
721;41;98;;;;;;;;;;;;;;
722;38;105;;;;;;;;;;;;;;
723;54;162;;;;;;;;;;;;;;
724;69;168;;;;;;;;;;;;;;
725;71;145;;;;;;;;;;;;;;
726;57;187;;;;;;;;;;;;;;
727;72;130;;;;;;;;;;;;;;
728;68;122;;;;;;;;;;;;;;
729;75;180;;;;;;;;;;;;;;
730;41;173;;;;;;;;;;;;;;
731;46;121;;;;;;;;;;;;;;
732;41;85;;;;;;;;;;;;;;
733;54;119;;;;;;;;;;;;;;
734;44;136;;;;;;;;;;;;;;
735;42;185;;;;;;;;;;;;;;
736;53;131;;;;;;;;;;;;;;
737;77;156;;;;;;;;;;;;;;
738;42;87;;;;;;;;;;;;;;
739;54;142;;;;;;;;;;;;;;
740;60;171;;;;;;;;;;;;;;
741;55;191;;;;;;;;;;;;;;
742;55;170;;;;;;;;;;;;;;
743;60;118;;;;;;;;;;;;;;
744;59;151;;;;;;;;;;;;;;
745;43;143;;;;;;;;;;;;;;
746;68;99;;;;;;;;;;;;;;
747;44;114;;;;;;;;;;;;;;
748;56;173;;;;;;;;;;;;;;
749;76;92;;;;;;;;;;;;;;
750;66;97;;;;;;;;;;;;;;
751;56;117;;;;;;;;;;;;;;
752;60;183;;;;;;;;;;;;;;
753;40;93;;;;;;;;;;;;;;
754;76;105;;;;;;;;;;;;;;
755;45;164;;;;;;;;;;;;;;
756;73;128;;;;;;;;;;;;;;
757;47;121;;;;;;;;;;;;;;
758;49;113;;;;;;;;;;;;;;
759;71;124;;;;;;;;;;;;;;
760;53;99;;;;;;;;;;;;;;
761;67;148;;;;;;;;;;;;;;
762;47;153;;;;;;;;;;;;;;
763;41;115;;;;;;;;;;;;;;
764;43;159;;;;;;;;;;;;;;
765;41;122;;;;;;;;;;;;;;
766;37;126;;;;;;;;;;;;;;
767;69;134;;;;;;;;;;;;;;
768;47;102;;;;;;;;;;;;;;
769;51;146;;;;;;;;;;;;;;
770;63;139;;;;;;;;;;;;;;
771;49;123;;;;;;;;;;;;;;
772;50;133;;;;;;;;;;;;;;
773;63;126;;;;;;;;;;;;;;
774;71;180;;;;;;;;;;;;;;
775;75;110;;;;;;;;;;;;;;
776;76;150;;;;;;;;;;;;;;
777;63;149;;;;;;;;;;;;;;
778;50;184;;;;;;;;;;;;;;
779;36;188;;;;;;;;;;;;;;
780;68;175;;;;;;;;;;;;;;
781;73;113;;;;;;;;;;;;;;
782;36;182;;;;;;;;;;;;;;
783;64;138;;;;;;;;;;;;;;
784;61;174;;;;;;;;;;;;;;
785;36;102;;;;;;;;;;;;;;
786;72;114;;;;;;;;;;;;;;
787;65;183;;;;;;;;;;;;;;
788;69;127;;;;;;;;;;;;;;
789;44;174;;;;;;;;;;;;;;
790;77;166;;;;;;;;;;;;;;
791;53;118;;;;;;;;;;;;;;
792;67;184;;;;;;;;;;;;;;
793;51;132;;;;;;;;;;;;;;
794;66;105;;;;;;;;;;;;;;
795;39;125;;;;;;;;;;;;;;
796;41;131;;;;;;;;;;;;;;
797;69;173;;;;;;;;;;;;;;
798;61;91;;;;;;;;;;;;;;
799;49;134;;;;;;;;;;;;;;
800;68;100;;;;;;;;;;;;;;
801;68;87;;;;;;;;;;;;;;
802;71;167;;;;;;;;;;;;;;
803;50;158;;;;;;;;;;;;;;
804;73;164;;;;;;;;;;;;;;
805;69;189;;;;;;;;;;;;;;
806;64;106;;;;;;;;;;;;;;
807;76;85;;;;;;;;;;;;;;
808;52;146;;;;;;;;;;;;;;
809;57;96;;;;;;;;;;;;;;
810;57;110;;;;;;;;;;;;;;
811;67;129;;;;;;;;;;;;;;
812;66;156;;;;;;;;;;;;;;
813;36;132;;;;;;;;;;;;;;
814;55;180;;;;;;;;;;;;;;
815;47;163;;;;;;;;;;;;;;
816;37;166;;;;;;;;;;;;;;
817;37;174;;;;;;;;;;;;;;
818;77;128;;;;;;;;;;;;;;
819;55;192;;;;;;;;;;;;;;
820;58;161;;;;;;;;;;;;;;
821;58;192;;;;;;;;;;;;;;
822;51;98;;;;;;;;;;;;;;
823;64;186;;;;;;;;;;;;;;
824;54;170;;;;;;;;;;;;;;
825;53;89;;;;;;;;;;;;;;
826;58;107;;;;;;;;;;;;;;
827;75;141;;;;;;;;;;;;;;
828;51;123;;;;;;;;;;;;;;
829;48;103;;;;;;;;;;;;;;
830;66;184;;;;;;;;;;;;;;
831;43;85;;;;;;;;;;;;;;
832;54;91;;;;;;;;;;;;;;
833;73;186;;;;;;;;;;;;;;
834;41;99;;;;;;;;;;;;;;
835;36;192;;;;;;;;;;;;;;
836;39;141;;;;;;;;;;;;;;
837;58;171;;;;;;;;;;;;;;
838;64;167;;;;;;;;;;;;;;
839;36;148;;;;;;;;;;;;;;
840;77;93;;;;;;;;;;;;;;
841;77;158;;;;;;;;;;;;;;
842;54;111;;;;;;;;;;;;;;
843;42;176;;;;;;;;;;;;;;
844;69;141;;;;;;;;;;;;;;
845;53;151;;;;;;;;;;;;;;
846;39;116;;;;;;;;;;;;;;
847;45;153;;;;;;;;;;;;;;
848;56;142;;;;;;;;;;;;;;
849;58;119;;;;;;;;;;;;;;
850;45;165;;;;;;;;;;;;;;
851;69;117;;;;;;;;;;;;;;
852;67;130;;;;;;;;;;;;;;
853;75;86;;;;;;;;;;;;;;
854;63;100;;;;;;;;;;;;;;
855;70;151;;;;;;;;;;;;;;
856;49;161;;;;;;;;;;;;;;
857;43;154;;;;;;;;;;;;;;
858;75;140;;;;;;;;;;;;;;
859;58;105;;;;;;;;;;;;;;
860;73;90;;;;;;;;;;;;;;
861;40;150;;;;;;;;;;;;;;
862;65;129;;;;;;;;;;;;;;
863;73;171;;;;;;;;;;;;;;
864;46;184;;;;;;;;;;;;;;
865;47;101;;;;;;;;;;;;;;
866;44;160;;;;;;;;;;;;;;
867;50;110;;;;;;;;;;;;;;
868;47;157;;;;;;;;;;;;;;
869;74;87;;;;;;;;;;;;;;
870;47;101;;;;;;;;;;;;;;
871;42;155;;;;;;;;;;;;;;
872;65;173;;;;;;;;;;;;;;
873;46;126;;;;;;;;;;;;;;
874;39;150;;;;;;;;;;;;;;
875;65;191;;;;;;;;;;;;;;
876;77;123;;;;;;;;;;;;;;
877;53;103;;;;;;;;;;;;;;
878;61;103;;;;;;;;;;;;;;
879;61;120;;;;;;;;;;;;;;
880;58;100;;;;;;;;;;;;;;
881;67;165;;;;;;;;;;;;;;
882;71;157;;;;;;;;;;;;;;
883;52;153;;;;;;;;;;;;;;
884;50;187;;;;;;;;;;;;;;
885;50;111;;;;;;;;;;;;;;
886;60;140;;;;;;;;;;;;;;
887;73;163;;;;;;;;;;;;;;
888;72;135;;;;;;;;;;;;;;
889;74;180;;;;;;;;;;;;;;
890;41;138;;;;;;;;;;;;;;
891;64;156;;;;;;;;;;;;;;
892;44;117;;;;;;;;;;;;;;
893;42;177;;;;;;;;;;;;;;
894;46;103;;;;;;;;;;;;;;
895;62;96;;;;;;;;;;;;;;
896;38;148;;;;;;;;;;;;;;
897;56;100;;;;;;;;;;;;;;
898;52;131;;;;;;;;;;;;;;
899;69;87;;;;;;;;;;;;;;
900;52;153;;;;;;;;;;;;;;
901;36;100;;;;;;;;;;;;;;
902;45;133;;;;;;;;;;;;;;
903;52;135;;;;;;;;;;;;;;
904;55;161;;;;;;;;;;;;;;
905;47;98;;;;;;;;;;;;;;
906;46;162;;;;;;;;;;;;;;
907;43;88;;;;;;;;;;;;;;
908;54;93;;;;;;;;;;;;;;
909;57;143;;;;;;;;;;;;;;
910;56;144;;;;;;;;;;;;;;
911;50;103;;;;;;;;;;;;;;
912;48;110;;;;;;;;;;;;;;
913;42;84;;;;;;;;;;;;;;
914;35;164;;;;;;;;;;;;;;
915;49;131;;;;;;;;;;;;;;
916;63;180;;;;;;;;;;;;;;
917;55;138;;;;;;;;;;;;;;
918;55;142;;;;;;;;;;;;;;
919;52;166;;;;;;;;;;;;;;
920;74;160;;;;;;;;;;;;;;
921;51;144;;;;;;;;;;;;;;
922;72;137;;;;;;;;;;;;;;
923;71;122;;;;;;;;;;;;;;
924;51;134;;;;;;;;;;;;;;
925;64;117;;;;;;;;;;;;;;
926;73;112;;;;;;;;;;;;;;
927;58;177;;;;;;;;;;;;;;
928;46;177;;;;;;;;;;;;;;
929;70;84;;;;;;;;;;;;;;
930;46;127;;;;;;;;;;;;;;
931;54;163;;;;;;;;;;;;;;
932;51;178;;;;;;;;;;;;;;
933;55;125;;;;;;;;;;;;;;
934;45;160;;;;;;;;;;;;;;
935;59;183;;;;;;;;;;;;;;
936;64;167;;;;;;;;;;;;;;
937;62;169;;;;;;;;;;;;;;
938;42;172;;;;;;;;;;;;;;
939;47;174;;;;;;;;;;;;;;
940;52;174;;;;;;;;;;;;;;
941;61;144;;;;;;;;;;;;;;
942;36;85;;;;;;;;;;;;;;
943;57;128;;;;;;;;;;;;;;
944;50;150;;;;;;;;;;;;;;
945;44;150;;;;;;;;;;;;;;
946;65;128;;;;;;;;;;;;;;
947;56;139;;;;;;;;;;;;;;
948;45;156;;;;;;;;;;;;;;
949;42;85;;;;;;;;;;;;;;
950;36;134;;;;;;;;;;;;;;
951;39;159;;;;;;;;;;;;;;
952;73;169;;;;;;;;;;;;;;
953;62;98;;;;;;;;;;;;;;
954;61;165;;;;;;;;;;;;;;
955;64;133;;;;;;;;;;;;;;
956;59;84;;;;;;;;;;;;;;
957;60;131;;;;;;;;;;;;;;
958;68;181;;;;;;;;;;;;;;
959;64;124;;;;;;;;;;;;;;
960;49;89;;;;;;;;;;;;;;
961;36;153;;;;;;;;;;;;;;
962;55;189;;;;;;;;;;;;;;
963;44;112;;;;;;;;;;;;;;
964;46;97;;;;;;;;;;;;;;
965;58;138;;;;;;;;;;;;;;
966;62;114;;;;;;;;;;;;;;
967;69;186;;;;;;;;;;;;;;
968;66;185;;;;;;;;;;;;;;
969;63;112;;;;;;;;;;;;;;
970;51;127;;;;;;;;;;;;;;
971;68;149;;;;;;;;;;;;;;
972;74;168;;;;;;;;;;;;;;
973;36;160;;;;;;;;;;;;;;
974;69;90;;;;;;;;;;;;;;
975;66;122;;;;;;;;;;;;;;
976;77;171;;;;;;;;;;;;;;
977;64;190;;;;;;;;;;;;;;
978;53;135;;;;;;;;;;;;;;
979;44;184;;;;;;;;;;;;;;
980;59;124;;;;;;;;;;;;;;
981;71;137;;;;;;;;;;;;;;
982;44;105;;;;;;;;;;;;;;
983;70;115;;;;;;;;;;;;;;
984;43;156;;;;;;;;;;;;;;
985;65;177;;;;;;;;;;;;;;
986;44;129;;;;;;;;;;;;;;
987;77;185;;;;;;;;;;;;;;
988;46;130;;;;;;;;;;;;;;
989;65;160;;;;;;;;;;;;;;
990;74;139;;;;;;;;;;;;;;
991;54;108;;;;;;;;;;;;;;
992;51;103;;;;;;;;;;;;;;
993;57;175;;;;;;;;;;;;;;
994;60;174;;;;;;;;;;;;;;
995;56;111;;;;;;;;;;;;;;
996;65;164;;;;;;;;;;;;;;
997;64;84;;;;;;;;;;;;;;
998;58;116;;;;;;;;;;;;;;
999;51;162;;;;;;;;;;;;;;
1000;76;166;;;;;;;;;;;;;;
