,n,4,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
912,867,35,14,,,,,,,
913,868,34,20,,,,,,,
914,869,49,11,,,,,,,
915,870,34,13,,,,,,,
916,871,31,20,,,,,,,
917,872,43,22,,,,,,,
918,873,33,16,,,,,,,
919,874,29,19,,,,,,,
920,875,43,24,,,,,,,
921,876,50,16,,,,,,,
922,877,37,13,,,,,,,
923,878,41,13,,,,,,,
924,879,41,15,,,,,,,
925,880,39,13,,,,,,,
926,881,45,21,,,,,,,
927,882,47,20,,,,,,,
928,883,36,19,,,,,,,
929,884,35,24,,,,,,,
930,885,35,14,,,,,,,
931,886,41,18,,,,,,,
932,887,48,21,,,,,,,
933,888,48,17,,,,,,,
934,889,48,23,,,,,,,
935,890,30,18,,,,,,,
936,891,43,20,,,,,,,
937,892,32,15,,,,,,,
938,893,31,22,,,,,,,
939,894,33,13,,,,,,,
940,895,42,12,,,,,,,
941,896,28,19,,,,,,,
942,897,38,13,,,,,,,
943,898,36,17,,,,,,,
944,899,46,11,,,,,,,
945,900,36,19,,,,,,,
946,901,27,13,,,,,,,
947,902,32,17,,,,,,,
948,903,36,17,,,,,,,
949,904,38,20,,,,,,,
950,905,34,12,,,,,,,
951,906,33,21,,,,,,,
952,907,31,11,,,,,,,
953,908,37,12,,,,,,,
954,909,39,18,,,,,,,
955,910,38,18,,,,,,,
956,911,35,13,,,,,,,
957,912,34,14,,,,,,,
958,913,31,11,,,,,,,
959,914,27,21,,,,,,,
960,915,34,17,,,,,,,
961,916,43,23,,,,,,,
962,917,38,17,,,,,,,
963,918,38,18,,,,,,,
964,919,36,21,,,,,,,
965,920,48,20,,,,,,,
966,921,36,18,,,,,,,
967,922,48,17,,,,,,,
968,923,47,15,,,,,,,
969,924,36,17,,,,,,,
970,925,43,15,,,,,,,
971,926,48,14,,,,,,,
972,927,39,23,,,,,,,
973,928,33,23,,,,,,,
974,929,47,11,,,,,,,
975,930,33,16,,,,,,,
976,931,37,21,,,,,,,
977,932,36,23,,,,,,,
978,933,38,16,,,,,,,
979,934,32,20,,,,,,,
980,935,40,23,,,,,,,
981,936,43,21,,,,,,,
982,937,42,22,,,,,,,
983,938,30,22,,,,,,,
984,939,34,22,,,,,,,
985,940,36,22,,,,,,,
986,941,41,18,,,,,,,
987,942,28,11,,,,,,,
988,943,39,16,,,,,,,
989,944,35,19,,,,,,,
990,945,32,19,,,,,,,
991,946,43,16,,,,,,,
992,947,38,18,,,,,,,
993,948,33,20,,,,,,,
994,949,31,11,,,,,,,
995,950,27,17,,,,,,,
996,951,29,20,,,,,,,
997,952,48,21,,,,,,,
998,953,42,12,,,,,,,
999,954,41,21,,,,,,,
1000,955,43,17,,,,,,,
1001,956,40,11,,,,,,,
1002,957,41,17,,,,,,,
1003,958,45,23,,,,,,,
1004,959,43,16,,,,,,,
1005,960,34,11,,,,,,,
1006,961,27,19,,,,,,,
1007,962,38,24,,,,,,,
1008,963,32,14,,,,,,,
1009,964,33,12,,,,,,,
1010,965,39,18,,,,,,,
1011,966,42,14,,,,,,,
1012,967,46,24,,,,,,,
1013,968,44,23,,,,,,,
1014,969,42,14,,,,,,,
1015,970,36,16,,,,,,,
1016,971,45,19,,,,,,,
1017,972,48,21,,,,,,,
1018,973,28,20,,,,,,,
1019,974,46,11,,,,,,,
1020,975,44,15,,,,,,,
1021,976,50,22,,,,,,,
1022,977,43,24,,,,,,,
1023,978,37,17,,,,,,,
1024,979,32,23,,,,,,,
1025,980,40,16,,,,,,,
1026,981,47,17,,,,,,,
1027,982,32,13,,,,,,,
1028,983,46,15,,,,,,,
1029,984,31,20,,,,,,,
1030,985,44,22,,,,,,,
1031,986,32,16,,,,,,,
1032,987,50,24,,,,,,,
1033,988,33,17,,,,,,,
1034,989,44,20,,,,,,,
1035,990,49,18,,,,,,,
1036,991,37,14,,,,,,,
1037,992,36,13,,,,,,,
1038,993,39,22,,,,,,,
1039,994,41,22,,,,,,,
1040,995,39,14,,,,,,,
1041,996,44,21,,,,,,,
1042,997,43,11,,,,,,,
1043,998,39,15,,,,,,,
1044,999,36,21,,,,,,,
1045,1000,49,21,,,,,,,
