,n,6,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
801,749,49,33,,,,,,,,,
802,750,43,33,,,,,,,,,
803,751,38,35,,,,,,,,,
804,752,40,39,,,,,,,,,
805,753,29,33,,,,,,,,,
806,754,49,34,,,,,,,,,
807,755,32,38,,,,,,,,,
808,756,47,35,,,,,,,,,
809,757,32,35,,,,,,,,,
810,758,34,34,,,,,,,,,
811,759,46,35,,,,,,,,,
812,760,36,33,,,,,,,,,
813,761,44,37,,,,,,,,,
814,762,32,37,,,,,,,,,
815,763,29,35,,,,,,,,,
816,764,30,37,,,,,,,,,
817,765,29,35,,,,,,,,,
818,766,27,35,,,,,,,,,
819,767,45,36,,,,,,,,,
820,768,33,34,,,,,,,,,
821,769,35,37,,,,,,,,,
822,770,41,36,,,,,,,,,
823,771,34,35,,,,,,,,,
824,772,34,36,,,,,,,,,
825,773,41,35,,,,,,,,,
826,774,46,39,,,,,,,,,
827,775,48,34,,,,,,,,,
828,776,49,37,,,,,,,,,
829,777,41,37,,,,,,,,,
830,778,34,39,,,,,,,,,
831,779,26,39,,,,,,,,,
832,780,44,38,,,,,,,,,
833,781,47,34,,,,,,,,,
834,782,26,39,,,,,,,,,
835,783,42,36,,,,,,,,,
836,784,40,38,,,,,,,,,
837,785,27,34,,,,,,,,,
838,786,47,34,,,,,,,,,
839,787,43,39,,,,,,,,,
840,788,45,35,,,,,,,,,
841,789,31,38,,,,,,,,,
842,790,49,38,,,,,,,,,
843,791,36,35,,,,,,,,,
844,792,44,39,,,,,,,,,
845,793,35,36,,,,,,,,,
846,794,43,34,,,,,,,,,
847,795,28,35,,,,,,,,,
848,796,29,36,,,,,,,,,
849,797,45,38,,,,,,,,,
850,798,40,33,,,,,,,,,
851,799,33,36,,,,,,,,,
852,800,44,34,,,,,,,,,
853,801,44,33,,,,,,,,,
854,802,46,38,,,,,,,,,
855,803,34,37,,,,,,,,,
856,804,47,38,,,,,,,,,
857,805,45,39,,,,,,,,,
858,806,42,34,,,,,,,,,
859,807,49,33,,,,,,,,,
860,808,35,36,,,,,,,,,
861,809,38,33,,,,,,,,,
862,810,38,34,,,,,,,,,
863,811,44,35,,,,,,,,,
864,812,43,37,,,,,,,,,
865,813,26,36,,,,,,,,,
866,814,37,39,,,,,,,,,
867,815,33,38,,,,,,,,,
868,816,27,38,,,,,,,,,
869,817,27,38,,,,,,,,,
870,818,49,35,,,,,,,,,
871,819,37,39,,,,,,,,,
872,820,39,37,,,,,,,,,
873,821,39,39,,,,,,,,,
874,822,35,33,,,,,,,,,
875,823,42,39,,,,,,,,,
876,824,36,38,,,,,,,,,
877,825,36,33,,,,,,,,,
878,826,39,34,,,,,,,,,
879,827,48,36,,,,,,,,,
880,828,35,35,,,,,,,,,
881,829,33,34,,,,,,,,,
882,830,43,39,,,,,,,,,
883,831,30,33,,,,,,,,,
884,832,36,33,,,,,,,,,
885,833,47,39,,,,,,,,,
886,834,29,34,,,,,,,,,
887,835,26,39,,,,,,,,,
888,836,28,36,,,,,,,,,
889,837,39,38,,,,,,,,,
890,838,42,38,,,,,,,,,
891,839,26,37,,,,,,,,,
892,840,49,33,,,,,,,,,
893,841,49,37,,,,,,,,,
894,842,37,34,,,,,,,,,
895,843,30,38,,,,,,,,,
896,844,45,36,,,,,,,,,
897,845,36,37,,,,,,,,,
898,846,28,35,,,,,,,,,
899,847,32,37,,,,,,,,,
900,848,38,36,,,,,,,,,
901,849,39,35,,,,,,,,,
902,850,31,38,,,,,,,,,
903,851,45,35,,,,,,,,,
904,852,44,35,,,,,,,,,
905,853,48,33,,,,,,,,,
906,854,41,34,,,,,,,,,
907,855,45,37,,,,,,,,,
908,856,34,37,,,,,,,,,
909,857,30,37,,,,,,,,,
910,858,48,36,,,,,,,,,
911,859,39,34,,,,,,,,,
912,860,47,33,,,,,,,,,
913,861,29,37,,,,,,,,,
914,862,42,35,,,,,,,,,
915,863,47,38,,,,,,,,,
916,864,32,39,,,,,,,,,
917,865,33,34,,,,,,,,,
918,866,31,37,,,,,,,,,
919,867,34,34,,,,,,,,,
920,868,33,37,,,,,,,,,
921,869,48,33,,,,,,,,,
922,870,33,34,,,,,,,,,
923,871,30,37,,,,,,,,,
924,872,42,38,,,,,,,,,
925,873,32,35,,,,,,,,,
926,874,28,37,,,,,,,,,
927,875,42,39,,,,,,,,,
928,876,49,35,,,,,,,,,
929,877,36,34,,,,,,,,,
930,878,40,34,,,,,,,,,
931,879,40,35,,,,,,,,,
932,880,38,34,,,,,,,,,
933,881,44,38,,,,,,,,,
934,882,46,37,,,,,,,,,
935,883,35,37,,,,,,,,,
936,884,34,39,,,,,,,,,
937,885,34,34,,,,,,,,,
938,886,40,36,,,,,,,,,
939,887,47,38,,,,,,,,,
940,888,47,36,,,,,,,,,
941,889,47,39,,,,,,,,,
942,890,29,36,,,,,,,,,
943,891,42,37,,,,,,,,,
944,892,31,35,,,,,,,,,
945,893,30,38,,,,,,,,,
946,894,32,34,,,,,,,,,
947,895,41,33,,,,,,,,,
948,896,27,37,,,,,,,,,
949,897,37,34,,,,,,,,,
950,898,35,36,,,,,,,,,
951,899,45,33,,,,,,,,,
952,900,35,37,,,,,,,,,
953,901,26,34,,,,,,,,,
954,902,31,36,,,,,,,,,
955,903,35,36,,,,,,,,,
956,904,37,37,,,,,,,,,
957,905,33,33,,,,,,,,,
958,906,32,38,,,,,,,,,
959,907,30,33,,,,,,,,,
960,908,36,33,,,,,,,,,
961,909,38,36,,,,,,,,,
962,910,37,36,,,,,,,,,
963,911,34,34,,,,,,,,,
964,912,33,34,,,,,,,,,
965,913,30,33,,,,,,,,,
966,914,26,38,,,,,,,,,
967,915,33,36,,,,,,,,,
968,916,42,39,,,,,,,,,
969,917,37,36,,,,,,,,,
970,918,37,36,,,,,,,,,
971,919,35,38,,,,,,,,,
972,920,47,37,,,,,,,,,
973,921,35,36,,,,,,,,,
974,922,47,36,,,,,,,,,
975,923,46,35,,,,,,,,,
976,924,35,36,,,,,,,,,
977,925,42,35,,,,,,,,,
978,926,47,34,,,,,,,,,
979,927,38,39,,,,,,,,,
980,928,32,39,,,,,,,,,
981,929,46,33,,,,,,,,,
982,930,32,35,,,,,,,,,
983,931,36,38,,,,,,,,,
984,932,35,39,,,,,,,,,
985,933,37,35,,,,,,,,,
986,934,31,37,,,,,,,,,
987,935,39,39,,,,,,,,,
988,936,42,38,,,,,,,,,
989,937,41,38,,,,,,,,,
990,938,29,38,,,,,,,,,
991,939,33,38,,,,,,,,,
992,940,35,38,,,,,,,,,
993,941,40,36,,,,,,,,,
994,942,27,33,,,,,,,,,
995,943,38,35,,,,,,,,,
996,944,34,37,,,,,,,,,
997,945,31,37,,,,,,,,,
998,946,42,35,,,,,,,,,
999,947,37,36,,,,,,,,,
1000,948,32,37,,,,,,,,,
1001,949,30,33,,,,,,,,,
1002,950,26,36,,,,,,,,,
1003,951,28,37,,,,,,,,,
1004,952,47,38,,,,,,,,,
1005,953,41,33,,,,,,,,,
1006,954,40,38,,,,,,,,,
1007,955,42,36,,,,,,,,,
1008,956,39,33,,,,,,,,,
1009,957,40,36,,,,,,,,,
1010,958,44,39,,,,,,,,,
1011,959,42,35,,,,,,,,,
1012,960,33,33,,,,,,,,,
1013,961,26,37,,,,,,,,,
1014,962,37,39,,,,,,,,,
1015,963,31,34,,,,,,,,,
1016,964,32,33,,,,,,,,,
1017,965,38,36,,,,,,,,,
1018,966,41,34,,,,,,,,,
1019,967,45,39,,,,,,,,,
1020,968,43,39,,,,,,,,,
1021,969,41,34,,,,,,,,,
1022,970,35,35,,,,,,,,,
1023,971,44,37,,,,,,,,,
1024,972,47,38,,,,,,,,,
1025,973,27,37,,,,,,,,,
1026,974,45,33,,,,,,,,,
1027,975,43,35,,,,,,,,,
1028,976,49,38,,,,,,,,,
1029,977,42,39,,,,,,,,,
1030,978,36,36,,,,,,,,,
1031,979,31,39,,,,,,,,,
1032,980,39,35,,,,,,,,,
1033,981,46,36,,,,,,,,,
1034,982,31,34,,,,,,,,,
1035,983,45,35,,,,,,,,,
1036,984,30,37,,,,,,,,,
1037,985,43,38,,,,,,,,,
1038,986,31,35,,,,,,,,,
1039,987,49,39,,,,,,,,,
1040,988,32,36,,,,,,,,,
1041,989,43,37,,,,,,,,,
1042,990,48,36,,,,,,,,,
1043,991,36,34,,,,,,,,,
1044,992,35,34,,,,,,,,,
1045,993,38,38,,,,,,,,,
1046,994,40,38,,,,,,,,,
1047,995,38,34,,,,,,,,,
1048,996,43,38,,,,,,,,,
1049,997,42,33,,,,,,,,,
1050,998,38,35,,,,,,,,,
1051,999,35,38,,,,,,,,,
1052,1000,48,38,,,,,,,,,
