,n,7,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
752,688,44,29,,,,,,,,,,
753,689,54,36,,,,,,,,,,
754,690,60,36,,,,,,,,,,
755,691,43,38,,,,,,,,,,
756,692,30,27,,,,,,,,,,
757,693,56,36,,,,,,,,,,
758,694,51,28,,,,,,,,,,
759,695,61,27,,,,,,,,,,
760,696,63,28,,,,,,,,,,
761,697,58,32,,,,,,,,,,
762,698,29,29,,,,,,,,,,
763,699,30,29,,,,,,,,,,
764,700,55,38,,,,,,,,,,
765,701,60,34,,,,,,,,,,
766,702,61,34,,,,,,,,,,
767,703,32,25,,,,,,,,,,
768,704,52,32,,,,,,,,,,
769,705,33,35,,,,,,,,,,
770,706,55,28,,,,,,,,,,
771,707,44,26,,,,,,,,,,
772,708,52,31,,,,,,,,,,
773,709,57,26,,,,,,,,,,
774,710,44,29,,,,,,,,,,
775,711,34,32,,,,,,,,,,
776,712,54,25,,,,,,,,,,
777,713,47,28,,,,,,,,,,
778,714,55,29,,,,,,,,,,
779,715,41,26,,,,,,,,,,
780,716,38,30,,,,,,,,,,
781,717,30,38,,,,,,,,,,
782,718,60,35,,,,,,,,,,
783,719,29,30,,,,,,,,,,
784,720,32,35,,,,,,,,,,
785,721,34,26,,,,,,,,,,
786,722,32,27,,,,,,,,,,
787,723,44,35,,,,,,,,,,
788,724,56,35,,,,,,,,,,
789,725,58,32,,,,,,,,,,
790,726,47,38,,,,,,,,,,
791,727,59,30,,,,,,,,,,
792,728,55,29,,,,,,,,,,
793,729,62,37,,,,,,,,,,
794,730,34,36,,,,,,,,,,
795,731,38,29,,,,,,,,,,
796,732,34,25,,,,,,,,,,
797,733,44,29,,,,,,,,,,
798,734,36,31,,,,,,,,,,
799,735,35,38,,,,,,,,,,
800,736,44,31,,,,,,,,,,
801,737,63,34,,,,,,,,,,
802,738,34,25,,,,,,,,,,
803,739,45,32,,,,,,,,,,
804,740,49,36,,,,,,,,,,
805,741,45,38,,,,,,,,,,
806,742,45,36,,,,,,,,,,
807,743,49,29,,,,,,,,,,
808,744,48,33,,,,,,,,,,
809,745,35,32,,,,,,,,,,
810,746,56,27,,,,,,,,,,
811,747,37,28,,,,,,,,,,
812,748,46,36,,,,,,,,,,
813,749,63,26,,,,,,,,,,
814,750,55,26,,,,,,,,,,
815,751,46,29,,,,,,,,,,
816,752,49,37,,,,,,,,,,
817,753,33,26,,,,,,,,,,
818,754,63,27,,,,,,,,,,
819,755,37,35,,,,,,,,,,
820,756,60,30,,,,,,,,,,
821,757,39,29,,,,,,,,,,
822,758,41,28,,,,,,,,,,
823,759,59,30,,,,,,,,,,
824,760,43,26,,,,,,,,,,
825,761,55,33,,,,,,,,,,
826,762,38,33,,,,,,,,,,
827,763,33,29,,,,,,,,,,
828,764,36,34,,,,,,,,,,
829,765,34,29,,,,,,,,,,
830,766,30,30,,,,,,,,,,
831,767,56,31,,,,,,,,,,
832,768,39,27,,,,,,,,,,
833,769,42,33,,,,,,,,,,
834,770,52,32,,,,,,,,,,
835,771,40,30,,,,,,,,,,
836,772,41,31,,,,,,,,,,
837,773,51,30,,,,,,,,,,
838,774,58,37,,,,,,,,,,
839,775,61,28,,,,,,,,,,
840,776,62,33,,,,,,,,,,
841,777,51,33,,,,,,,,,,
842,778,41,37,,,,,,,,,,
843,779,29,38,,,,,,,,,,
844,780,55,36,,,,,,,,,,
845,781,60,28,,,,,,,,,,
846,782,30,37,,,,,,,,,,
847,783,53,31,,,,,,,,,,
848,784,50,36,,,,,,,,,,
849,785,30,27,,,,,,,,,,
850,786,59,28,,,,,,,,,,
851,787,53,37,,,,,,,,,,
852,788,57,30,,,,,,,,,,
853,789,36,36,,,,,,,,,,
854,790,63,35,,,,,,,,,,
855,791,44,29,,,,,,,,,,
856,792,55,37,,,,,,,,,,
857,793,42,31,,,,,,,,,,
858,794,54,27,,,,,,,,,,
859,795,32,30,,,,,,,,,,
860,796,34,31,,,,,,,,,,
861,797,57,36,,,,,,,,,,
862,798,50,25,,,,,,,,,,
863,799,40,31,,,,,,,,,,
864,800,55,27,,,,,,,,,,
865,801,56,25,,,,,,,,,,
866,802,58,35,,,,,,,,,,
867,803,41,34,,,,,,,,,,
868,804,60,35,,,,,,,,,,
869,805,57,38,,,,,,,,,,
870,806,53,27,,,,,,,,,,
871,807,63,25,,,,,,,,,,
872,808,43,32,,,,,,,,,,
873,809,47,26,,,,,,,,,,
874,810,46,28,,,,,,,,,,
875,811,55,30,,,,,,,,,,
876,812,54,34,,,,,,,,,,
877,813,30,31,,,,,,,,,,
878,814,45,37,,,,,,,,,,
879,815,39,35,,,,,,,,,,
880,816,31,35,,,,,,,,,,
881,817,30,36,,,,,,,,,,
882,818,63,30,,,,,,,,,,
883,819,45,38,,,,,,,,,,
884,820,48,34,,,,,,,,,,
885,821,48,38,,,,,,,,,,
886,822,42,26,,,,,,,,,,
887,823,52,38,,,,,,,,,,
888,824,44,36,,,,,,,,,,
889,825,43,25,,,,,,,,,,
890,826,48,28,,,,,,,,,,
891,827,62,32,,,,,,,,,,
892,828,42,30,,,,,,,,,,
893,829,39,27,,,,,,,,,,
894,830,54,37,,,,,,,,,,
895,831,36,25,,,,,,,,,,
896,832,44,25,,,,,,,,,,
897,833,60,38,,,,,,,,,,
898,834,34,27,,,,,,,,,,
899,835,30,38,,,,,,,,,,
900,836,32,32,,,,,,,,,,
901,837,48,36,,,,,,,,,,
902,838,53,35,,,,,,,,,,
903,839,29,33,,,,,,,,,,
904,840,63,26,,,,,,,,,,
905,841,63,34,,,,,,,,,,
906,842,45,28,,,,,,,,,,
907,843,35,36,,,,,,,,,,
908,844,57,32,,,,,,,,,,
909,845,44,33,,,,,,,,,,
910,846,32,29,,,,,,,,,,
911,847,37,33,,,,,,,,,,
912,848,46,32,,,,,,,,,,
913,849,48,29,,,,,,,,,,
914,850,37,35,,,,,,,,,,
915,851,56,29,,,,,,,,,,
916,852,55,30,,,,,,,,,,
917,853,62,25,,,,,,,,,,
918,854,52,27,,,,,,,,,,
919,855,58,33,,,,,,,,,,
920,856,40,34,,,,,,,,,,
921,857,35,34,,,,,,,,,,
922,858,61,32,,,,,,,,,,
923,859,48,27,,,,,,,,,,
924,860,59,25,,,,,,,,,,
925,861,33,33,,,,,,,,,,
926,862,53,30,,,,,,,,,,
927,863,60,36,,,,,,,,,,
928,864,38,37,,,,,,,,,,
929,865,39,27,,,,,,,,,,
930,866,36,34,,,,,,,,,,
931,867,41,28,,,,,,,,,,
932,868,39,34,,,,,,,,,,
933,869,61,25,,,,,,,,,,
934,870,39,27,,,,,,,,,,
935,871,35,34,,,,,,,,,,
936,872,53,36,,,,,,,,,,
937,873,38,30,,,,,,,,,,
938,874,32,33,,,,,,,,,,
939,875,53,38,,,,,,,,,,
940,876,63,30,,,,,,,,,,
941,877,44,27,,,,,,,,,,
942,878,50,27,,,,,,,,,,
943,879,50,29,,,,,,,,,,
944,880,47,27,,,,,,,,,,
945,881,55,35,,,,,,,,,,
946,882,58,34,,,,,,,,,,
947,883,43,33,,,,,,,,,,
948,884,41,38,,,,,,,,,,
949,885,41,28,,,,,,,,,,
950,886,49,32,,,,,,,,,,
951,887,60,35,,,,,,,,,,
952,888,59,31,,,,,,,,,,
953,889,61,37,,,,,,,,,,
954,890,33,32,,,,,,,,,,
955,891,53,34,,,,,,,,,,
956,892,36,29,,,,,,,,,,
957,893,35,36,,,,,,,,,,
958,894,38,27,,,,,,,,,,
959,895,50,26,,,,,,,,,,
960,896,31,33,,,,,,,,,,
961,897,46,27,,,,,,,,,,
962,898,43,31,,,,,,,,,,
963,899,57,25,,,,,,,,,,
964,900,43,33,,,,,,,,,,
965,901,30,27,,,,,,,,,,
966,902,37,31,,,,,,,,,,
967,903,42,31,,,,,,,,,,
968,904,45,34,,,,,,,,,,
969,905,39,26,,,,,,,,,,
970,906,38,35,,,,,,,,,,
971,907,35,25,,,,,,,,,,
972,908,44,26,,,,,,,,,,
973,909,47,32,,,,,,,,,,
974,910,46,32,,,,,,,,,,
975,911,41,27,,,,,,,,,,
976,912,40,28,,,,,,,,,,
977,913,35,25,,,,,,,,,,
978,914,29,35,,,,,,,,,,
979,915,40,31,,,,,,,,,,
980,916,52,37,,,,,,,,,,
981,917,45,31,,,,,,,,,,
982,918,45,32,,,,,,,,,,
983,919,43,35,,,,,,,,,,
984,920,60,34,,,,,,,,,,
985,921,42,32,,,,,,,,,,
986,922,59,31,,,,,,,,,,
987,923,58,29,,,,,,,,,,
988,924,42,31,,,,,,,,,,
989,925,53,29,,,,,,,,,,
990,926,60,28,,,,,,,,,,
991,927,47,37,,,,,,,,,,
992,928,38,37,,,,,,,,,,
993,929,58,25,,,,,,,,,,
994,930,38,30,,,,,,,,,,
995,931,44,35,,,,,,,,,,
996,932,42,37,,,,,,,,,,
997,933,45,30,,,,,,,,,,
998,934,37,34,,,,,,,,,,
999,935,48,37,,,,,,,,,,
1000,936,52,35,,,,,,,,,,
1001,937,51,36,,,,,,,,,,
1002,938,34,36,,,,,,,,,,
1003,939,39,36,,,,,,,,,,
1004,940,43,36,,,,,,,,,,
1005,941,50,32,,,,,,,,,,
1006,942,30,25,,,,,,,,,,
1007,943,47,30,,,,,,,,,,
1008,944,41,33,,,,,,,,,,
1009,945,36,33,,,,,,,,,,
1010,946,53,30,,,,,,,,,,
1011,947,46,32,,,,,,,,,,
1012,948,37,34,,,,,,,,,,
1013,949,35,25,,,,,,,,,,
1014,950,29,31,,,,,,,,,,
1015,951,32,34,,,,,,,,,,
1016,952,60,35,,,,,,,,,,
1017,953,51,26,,,,,,,,,,
1018,954,50,35,,,,,,,,,,
1019,955,53,31,,,,,,,,,,
1020,956,48,25,,,,,,,,,,
1021,957,50,31,,,,,,,,,,
1022,958,56,37,,,,,,,,,,
1023,959,52,30,,,,,,,,,,
1024,960,40,25,,,,,,,,,,
1025,961,30,33,,,,,,,,,,
1026,962,45,38,,,,,,,,,,
1027,963,36,28,,,,,,,,,,
1028,964,38,26,,,,,,,,,,
1029,965,47,32,,,,,,,,,,
1030,966,51,28,,,,,,,,,,
1031,967,57,38,,,,,,,,,,
1032,968,54,37,,,,,,,,,,
1033,969,52,28,,,,,,,,,,
1034,970,42,30,,,,,,,,,,
1035,971,56,33,,,,,,,,,,
1036,972,61,35,,,,,,,,,,
1037,973,30,34,,,,,,,,,,
1038,974,57,25,,,,,,,,,,
1039,975,54,29,,,,,,,,,,
1040,976,63,36,,,,,,,,,,
1041,977,53,38,,,,,,,,,,
1042,978,44,31,,,,,,,,,,
1043,979,36,37,,,,,,,,,,
1044,980,49,30,,,,,,,,,,
1045,981,59,31,,,,,,,,,,
1046,982,36,27,,,,,,,,,,
1047,983,57,29,,,,,,,,,,
1048,984,36,34,,,,,,,,,,
1049,985,53,36,,,,,,,,,,
1050,986,37,30,,,,,,,,,,
1051,987,63,38,,,,,,,,,,
1052,988,38,31,,,,,,,,,,
1053,989,54,34,,,,,,,,,,
1054,990,61,32,,,,,,,,,,
1055,991,44,28,,,,,,,,,,
1056,992,42,27,,,,,,,,,,
1057,993,47,36,,,,,,,,,,
1058,994,49,36,,,,,,,,,,
1059,995,46,28,,,,,,,,,,
1060,996,53,35,,,,,,,,,,
1061,997,53,25,,,,,,,,,,
1062,998,47,29,,,,,,,,,,
1063,999,42,35,,,,,,,,,,
1064,1000,62,35,,,,,,,,,,
