,n,6,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
910,855,61,48,,,,,,,
911,856,41,50,,,,,,,
912,857,35,48,,,,,,,
913,858,65,45,,,,,,,
914,859,49,38,,,,,,,
915,860,63,35,,,,,,,
916,861,33,48,,,,,,,
917,862,56,43,,,,,,,
918,863,63,52,,,,,,,
919,864,38,55,,,,,,,
920,865,39,37,,,,,,,
921,866,36,50,,,,,,,
922,867,42,39,,,,,,,
923,868,39,49,,,,,,,
924,869,65,34,,,,,,,
925,870,40,37,,,,,,,
926,871,35,49,,,,,,,
927,872,55,52,,,,,,,
928,873,39,42,,,,,,,
929,874,32,47,,,,,,,
930,875,56,56,,,,,,,
931,876,67,42,,,,,,,
932,877,45,38,,,,,,,
933,878,52,38,,,,,,,
934,879,52,41,,,,,,,
935,880,49,37,,,,,,,
936,881,58,51,,,,,,,
937,882,62,49,,,,,,,
938,883,44,48,,,,,,,
939,884,42,55,,,,,,,
940,885,42,39,,,,,,,
941,886,51,45,,,,,,,
942,887,63,50,,,,,,,
943,888,63,44,,,,,,,
944,889,64,54,,,,,,,
945,890,33,45,,,,,,,
946,891,55,49,,,,,,,
947,892,36,41,,,,,,,
948,893,35,53,,,,,,,
949,894,38,38,,,,,,,
950,895,53,36,,,,,,,
951,896,30,47,,,,,,,
952,897,47,37,,,,,,,
953,898,44,44,,,,,,,
954,899,60,34,,,,,,,
955,900,44,48,,,,,,,
956,901,29,37,,,,,,,
957,902,37,44,,,,,,,
958,903,43,44,,,,,,,
959,904,46,50,,,,,,,
960,905,40,37,,,,,,,
961,906,38,50,,,,,,,
962,907,35,34,,,,,,,
963,908,46,36,,,,,,,
964,909,49,46,,,,,,,
965,910,47,46,,,,,,,
966,911,42,38,,,,,,,
967,912,40,39,,,,,,,
968,913,35,34,,,,,,,
969,914,28,51,,,,,,,
970,915,41,44,,,,,,,
971,916,54,54,,,,,,,
972,917,46,45,,,,,,,
973,918,46,46,,,,,,,
974,919,44,51,,,,,,,
975,920,64,50,,,,,,,
976,921,43,46,,,,,,,
977,922,63,45,,,,,,,
978,923,61,42,,,,,,,
979,924,43,44,,,,,,,
980,925,55,41,,,,,,,
981,926,64,39,,,,,,,
982,927,49,53,,,,,,,
983,928,38,53,,,,,,,
984,929,61,34,,,,,,,
985,930,38,43,,,,,,,
986,931,46,50,,,,,,,
987,932,43,53,,,,,,,
988,933,46,42,,,,,,,
989,934,37,50,,,,,,,
990,935,50,55,,,,,,,
991,936,55,51,,,,,,,
992,937,53,52,,,,,,,
993,938,34,52,,,,,,,
994,939,39,53,,,,,,,
995,940,44,53,,,,,,,
996,941,52,46,,,,,,,
997,942,29,34,,,,,,,
998,943,49,43,,,,,,,
999,944,41,48,,,,,,,
1000,945,37,47,,,,,,,
1001,946,56,43,,,,,,,
1002,947,47,45,,,,,,,
1003,948,38,49,,,,,,,
1004,949,34,34,,,,,,,
1005,950,29,44,,,,,,,
1006,951,32,49,,,,,,,
1007,952,63,51,,,,,,,
1008,953,53,37,,,,,,,
1009,954,52,51,,,,,,,
1010,955,55,44,,,,,,,
1011,956,50,34,,,,,,,
1012,957,52,44,,,,,,,
1013,958,59,54,,,,,,,
1014,959,55,42,,,,,,,
1015,960,41,35,,,,,,,
1016,961,29,48,,,,,,,
1017,962,46,56,,,,,,,
1018,963,36,40,,,,,,,
1019,964,39,36,,,,,,,
1020,965,49,45,,,,,,,
1021,966,53,40,,,,,,,
1022,967,60,55,,,,,,,
1023,968,57,55,,,,,,,
1024,969,54,40,,,,,,,
1025,970,43,43,,,,,,,
1026,971,59,47,,,,,,,
1027,972,64,51,,,,,,,
1028,973,29,50,,,,,,,
1029,974,60,35,,,,,,,
1030,975,57,42,,,,,,,
1031,976,67,52,,,,,,,
1032,977,55,56,,,,,,,
1033,978,45,44,,,,,,,
1034,979,36,55,,,,,,,
1035,980,50,42,,,,,,,
1036,981,62,45,,,,,,,
1037,982,36,38,,,,,,,
1038,983,60,40,,,,,,,
1039,984,36,49,,,,,,,
1040,985,56,53,,,,,,,
1041,986,37,43,,,,,,,
1042,987,67,55,,,,,,,
1043,988,38,43,,,,,,,
1044,989,56,50,,,,,,,
1045,990,64,45,,,,,,,
1046,991,46,39,,,,,,,
1047,992,43,38,,,,,,,
1048,993,49,53,,,,,,,
1049,994,51,53,,,,,,,
1050,995,48,39,,,,,,,
1051,996,56,51,,,,,,,
1052,997,55,34,,,,,,,
1053,998,49,40,,,,,,,
1054,999,43,50,,,,,,,
1055,1000,66,51,,,,,,,
