,n,4,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
912,867,30,33,,,,,,,
913,868,29,34,,,,,,,
914,869,33,33,,,,,,,
915,870,29,33,,,,,,,
916,871,29,34,,,,,,,
917,872,32,34,,,,,,,
918,873,29,33,,,,,,,
919,874,28,34,,,,,,,
920,875,32,34,,,,,,,
921,876,33,33,,,,,,,
922,877,30,33,,,,,,,
923,878,31,33,,,,,,,
924,879,31,33,,,,,,,
925,880,31,33,,,,,,,
926,881,32,34,,,,,,,
927,882,33,34,,,,,,,
928,883,30,34,,,,,,,
929,884,30,34,,,,,,,
930,885,30,33,,,,,,,
931,886,31,34,,,,,,,
932,887,33,34,,,,,,,
933,888,33,33,,,,,,,
934,889,33,34,,,,,,,
935,890,28,34,,,,,,,
936,891,32,34,,,,,,,
937,892,29,33,,,,,,,
938,893,29,34,,,,,,,
939,894,29,33,,,,,,,
940,895,31,33,,,,,,,
941,896,28,34,,,,,,,
942,897,30,33,,,,,,,
943,898,30,33,,,,,,,
944,899,32,33,,,,,,,
945,900,30,34,,,,,,,
946,901,28,33,,,,,,,
947,902,29,33,,,,,,,
948,903,30,33,,,,,,,
949,904,30,34,,,,,,,
950,905,29,33,,,,,,,
951,906,29,34,,,,,,,
952,907,29,33,,,,,,,
953,908,30,33,,,,,,,
954,909,31,34,,,,,,,
955,910,30,34,,,,,,,
956,911,30,33,,,,,,,
957,912,29,33,,,,,,,
958,913,29,33,,,,,,,
959,914,28,34,,,,,,,
960,915,29,33,,,,,,,
961,916,32,34,,,,,,,
962,917,30,33,,,,,,,
963,918,30,34,,,,,,,
964,919,30,34,,,,,,,
965,920,33,34,,,,,,,
966,921,30,34,,,,,,,
967,922,33,33,,,,,,,
968,923,33,33,,,,,,,
969,924,30,33,,,,,,,
970,925,32,33,,,,,,,
971,926,33,33,,,,,,,
972,927,31,34,,,,,,,
973,928,29,34,,,,,,,
974,929,33,33,,,,,,,
975,930,29,33,,,,,,,
976,931,30,34,,,,,,,
977,932,30,34,,,,,,,
978,933,30,33,,,,,,,
979,934,29,34,,,,,,,
980,935,31,34,,,,,,,
981,936,32,34,,,,,,,
982,937,31,34,,,,,,,
983,938,28,34,,,,,,,
984,939,29,34,,,,,,,
985,940,30,34,,,,,,,
986,941,31,34,,,,,,,
987,942,28,33,,,,,,,
988,943,31,33,,,,,,,
989,944,30,34,,,,,,,
990,945,29,34,,,,,,,
991,946,32,33,,,,,,,
992,947,30,34,,,,,,,
993,948,29,34,,,,,,,
994,949,29,33,,,,,,,
995,950,28,33,,,,,,,
996,951,28,34,,,,,,,
997,952,33,34,,,,,,,
998,953,31,33,,,,,,,
999,954,31,34,,,,,,,
1000,955,32,33,,,,,,,
1001,956,31,33,,,,,,,
1002,957,31,33,,,,,,,
1003,958,32,34,,,,,,,
1004,959,32,33,,,,,,,
1005,960,29,33,,,,,,,
1006,961,28,34,,,,,,,
1007,962,30,34,,,,,,,
1008,963,29,33,,,,,,,
1009,964,29,33,,,,,,,
1010,965,31,34,,,,,,,
1011,966,31,33,,,,,,,
1012,967,32,34,,,,,,,
1013,968,32,34,,,,,,,
1014,969,31,33,,,,,,,
1015,970,30,33,,,,,,,
1016,971,32,34,,,,,,,
1017,972,33,34,,,,,,,
1018,973,28,34,,,,,,,
1019,974,32,33,,,,,,,
1020,975,32,33,,,,,,,
1021,976,33,34,,,,,,,
1022,977,32,34,,,,,,,
1023,978,30,33,,,,,,,
1024,979,29,34,,,,,,,
1025,980,31,33,,,,,,,
1026,981,33,33,,,,,,,
1027,982,29,33,,,,,,,
1028,983,32,33,,,,,,,
1029,984,29,34,,,,,,,
1030,985,32,34,,,,,,,
1031,986,29,33,,,,,,,
1032,987,33,34,,,,,,,
1033,988,29,33,,,,,,,
1034,989,32,34,,,,,,,
1035,990,33,34,,,,,,,
1036,991,30,33,,,,,,,
1037,992,30,33,,,,,,,
1038,993,31,34,,,,,,,
1039,994,31,34,,,,,,,
1040,995,31,33,,,,,,,
1041,996,32,34,,,,,,,
1042,997,32,33,,,,,,,
1043,998,31,33,,,,,,,
1044,999,30,34,,,,,,,
1045,1000,33,34,,,,,,,
